"esh_id","name","postal_cd","c2_prediscount_budget_15","c2_prediscount_remaining_17","c2_postdiscount_remaining_17","needs_wifi"
"901367","Lyons School District 103","IL",407309.38,383957.38,322081.5055,"f"
"901372","Madison Comm Unit Sch Dist 12","IL",111572.69,102148.69,83925.8035,"f"
"901377","Mahomet-Seymour C U Sch Dist 3","IL",471766.78,427107.01,220536.39,"f"
"901381","Malden Comm Con School Dist 84","IL",12431.07,12431.07,8701.749,"f"
"901383","Mannheim School District 83","IL",409969.5,405449.5,327446.9075,"f"
"900935","Marseilles Elem Sch Dist 150","IL",91621.59,91621.59,73297.272,"f"
"901404","Mazon-Verona-Kinsman S D 2 C","IL",18825.6,18825.6,13177.92,NA
"901408","Mchenry High School Dist 156","IL",356050.4,356050.4,178025.2,"f"
"901488","Mclean County Sch Dist Unit 5","IL",2035779.55,1878219.45,1074999.775,"f"
"901417","Metamora C C School District 1","IL",135974.42,135974.42,54389.768,"f"
"1086644","Milford Area Public Schools District 124","IL",39339.45,39339.45,27537.615,NA
"901423","Millburn Cc School District 24","IL",201659.58,200501.58,92036.657,"f"
"901427","Miller Twp Cc School Dist 210","IL",30387.06,30387.06,18232.236,"f"
"901430","Minooka High School Dist 111","IL",203040.81,203040.81,81216.324,"f"
"901429","Minooka School District 201","IL",692610.11,615165.36,299091.182,"t"
"901432","Moline Unit School District 40","IL",1004563.41,943013.04,629261.66,"f"
"901437","Montmorency C C Sch Dist 145","IL",43892.42,43892.42,26335.452,"f"
"901440","Morris Comm Hs Dist 101","IL",138890.35,138890.35,83334.21,"f"
"901444","Morton Comm Unit Sch Dist 709","IL",458261.42,458261.42,194998.982,"f"
"901447","Morton Grove School Dist 70","IL",119246.19,109956.19,65973.714,"f"
"901462","Mundelein Elem School Dist 75","IL",235883.39,235883.39,117941.695,"f"
"901471","Nauvoo-Colusa C U Sch Dist 325","IL",46552.54,46552.54,32586.778,"f"
"901475","Nettle Creek Ccsd 24C","IL",9412.8,9412.8,6588.96,NA
"901483","Newark CHSD 18","IL",9412.8,9412.8,6588.96,NA
"901478","New Hope Ccsd 6","IL",27164.19,25082.19,17557.533,NA
"901479","New Lenox School District 122","IL",787505.7,704107.09,284466.676,"f"
"901485","Niles Elem School District 71","IL",75967.65,75967.65,53177.355,NA
"900758","Nippersink School Dist 2","IL",177257.85,156067.85,71754.898,NA
"901489","Norridge School District 80","IL",171119.05,151601.89,84263.492,"f"
"900952","North Berwyn Sd 98","IL",506297.53,465898.16,396013.436,"f"
"901386","Northbrook-Glenview S D 30","IL",172500.28,172500.28,69000.112,"f"
"901844","North Greene Unit Sch Dist 3","IL",129068.27,129068.27,99072.5585,"t"
"901492","North Palos School Dist 117","IL",510594.69,462689.4,376488.704,"f"
"900687","North Shore School Dist 112","IL",624929.84,595273.43,285812.356,"f"
"901031","North Wayne Comm Unit Dist 200","IL",67219.86,67219.86,51658.002,"f"
"901528","Northwestern C U School Dist 2","IL",59597.49,59597.49,50657.8665,"f"
"901500","Oak Grove Sd 68 Libertyville","IL",9412.8,9412.8,6588.96,NA
"901504","Oak Park-River Forest Dist 200","IL",9412.8,9412.8,6588.96,"f"
"901507","Oblong School District 4","IL",85175.85,74820.45,52374.315,"f"
"901508","Odell Ccsd 435","IL",36065.45,36065.45,9016.3625,NA
"901512","O'Fallon School District 90","IL",541595.63,533909.63,257761.962,"f"
"901509","Oglesby Elem School Dist 125","IL",90700.77,90700.77,69936.279,"f"
"901530","Palos Comm Cons Sch Dist 118","IL",244017.3,211246.58,99602.839,"f"
"900874","Paris Cooperative High School","IL",90547.3,90547.3,63383.11,NA
"901534","Paris Union School District 95","IL",137202.18,137202.18,109761.744,"f"
"901541","Pawnee School District 11","IL",64457.4,64457.4,38674.44,NA
"900979","Paxton-Buckley-Loda S D 10","IL",211174.72,211174.72,149955.537,"f"
"901543","Pearl City C U Sch Dist 200","IL",70903.14,70903.14,40285.875,"f"
"901544","Pecatonica C U Sch Dist 321","IL",135514.01,119520.01,71712.006,"f"
"900624","Pinckneyville School Dist 50","IL",84101.56,84101.56,58871.092,NA
"901565","Pleasant Plains C U District 8","IL",193986.08,193986.08,96993.04,"f"
"901569","Polo Comm Unit Sch Dist 222","IL",87017.49,80570.49,56399.343,"f"
"901571","Pontiac-Wm Holliday Dist 105","IL",109884.52,101329.52,60797.712,"f"
"901573","Pope County Comm Unit Dist 1","IL",81799.51,81799.51,65439.608,NA
"901568","Potomac Cusd 10","IL",9412.8,9412.8,6588.96,NA
"901575","Prairie Du Rocher Cc S D 134","IL",26703.78,26703.78,18692.646,"f"
"901577","Prairie Hill C C Sch Dist 133","IL",118632.31,118632.31,52732.292,"f"
"901586","Putnam County Cusd 535","IL",139504.23,128630.75,80302.709,"f"
"901589","Quincy School District 172","IL",951207.06,888036.35,643381.598,"f"
"901594","Rantoul Township Hsd 193","IL",118018.43,118018.43,94414.744,NA
"901597","Reed-Custer Cusd #225","IL",231893.17,231893.17,162325.219,"f"
"901599","Rhodes School District 84-1/2","IL",98988.15,98988.15,79190.52,"f"
"901601","Richland Grade School District 88A","IL",211942.07,211942.07,119138.761,NA
"901606","River Forest School Dist 90","IL",210407.37,179394.72,71757.888,"f"
"901608","River Trails School Dist 26","IL",227596.01,217604.21,128506.028,"f"
"901616","Riverview C C School Dist 2","IL",35144.63,35144.63,28115.704,NA
"901617","Roanoke-Benson C U Sch Dist 60","IL",83487.68,83487.68,50092.608,"f"
"901619","Robinson School District 2","IL",250616.51,235093.11,171040.729,"f"
"901620","Rochelle School District 231","IL",230818.88,230818.88,181547.3365,"f"
"901621","Rochelle Twp Hsd 212","IL",9412.8,9412.8,5647.68,NA
"901632","Rooks Creek Ccsd 425","IL",9412.8,9412.8,6588.96,NA
"901635","Rosemont Esd 78","IL",9412.8,9412.8,6588.96,NA
"901639","Rutland C.C. Sch. District 230","IL",9412.8,9412.8,5647.68,"f"
"901655","Sesser-Valier School Dist 196","IL",105894.3,104369.3,73058.51,"f"
"900690","Shiloh Unit School District 1","IL",18825.6,18825.6,13177.92,NA
"901660","Shiloh Village School Dist 85","IL",87631.37,87631.37,52578.822,NA
"901143","Skokie Fairview School Dist 72","IL",107735.94,100162.99,50081.495,"f"
"901667","Smithton Cc School Dist 130","IL",78576.64,78576.64,39288.32,"f"
"901669","South Beloit Unit Sch Dist 320","IL",164826.78,164826.78,131861.424,"f"
"901670","Southeastern C U Sch Dist 337","IL",74739.89,74739.89,59791.912,"f"
"901677","South Wilmington Ccsd 74","IL",9412.8,9412.8,6588.96,NA
"901680","Spoon River Valley Dist 4","IL",55607.27,48453.89,36487.777,"f"
"901681","Spring Lake CCSD 606","IL",9668.61,9668.61,8218.3185,NA
"901695","Stark County Comm Sch Dist 100","IL",118171.9,109668.28,72865.228,"f"
"901696","Staunton School District 6","IL",195213.84,170777.95,119544.565,"f"
"901578","Stevenson School District 125","IL",626771.48,547357.48,218942.992,"f"
"901699","Steward Elem School Dist 220","IL",9412.8,9412.8,6588.96,NA
"901689","St George Cc School Dist 258","IL",70442.73,70442.73,42265.638,"t"
"901691","St Joseph Ccsd 169","IL",129682.15,129682.15,64841.075,NA
"901692","St Joseph-Ogden H S Dist 305","IL",72437.84,72437.84,36218.92,"f"
"901693","St Libory Cons School Dist 30","IL",13198.42,13198.42,7919.052,"f"
"900679","Streator School District 44","IL",276092.53,276092.53,234678.6505,NA
"901694","St Rose School District 14-15","IL",25782.96,25782.96,12891.48,"f"
"901710","Summit Hill School Dist 161","IL",468236.97,418359.94,167343.976,"f"
"901714","Sycamore School District 427","IL",574438.21,574438.21,267897.232,"f"
"901716","Taft School District 90","IL",47882.64,47882.64,28729.584,"f"
"901717","Tamaroa School District 005","IL",17495.58,17495.58,14871.243,"f"
"901721","Thomasboro Cc Sch District 130","IL",23173.97,23173.97,18539.176,"f"
"901722","Thornton School District 154","IL",33609.93,30937.44,18562.464,"f"
"901728","Tolono Comm Unit Sch Dist 007","IL",251230.39,221290.39,132774.234,"f"
"901731","Tremont School District 702","IL",142113.22,142113.22,71056.61,"f"
"901741","Union School District 81","IL",15500.47,15500.47,13175.3995,"f"
"901750","Venice Comm Unit Sch Dist 3","IL",13965.77,13965.77,11870.9045,"t"
"901755","Vienna Hsd 133","IL",52947.15,52947.15,37063.005,NA
"901762","Virginia Cusd 64","IL",55453.8,55453.8,38817.66,"f"
"901766","Wabash Community Sch Dist 348","IL",251844.27,233839.68,179572.113,"f"
"901772","Wallace C C School Dist 195","IL",50645.1,50645.1,30387.06,"f"
"901785","Warrensburg-Latham Cusd #11","IL",141038.93,121384.9,84969.43,"f"
"901790","Washington Community H.S. Distric #308","IL",204728.98,204728.98,81891.592,"f"
"901799","Waterloo School District 5","IL",412680.83,380830.6,228498.36,"f"
"901801","Wauconda Comm Unit Dist 118","IL",665599.39,665599.39,354914.722,"f"
"901831","Westchester School Dist 92-5","IL",176797.44,176797.44,94675.643,"f"
"900864","Western Cusd 12","IL",78576.64,78576.64,60574.609,"f"
"901833","Western Springs District 101","IL",217620.46,217620.46,71823.96,NA
"901228","West Harvey-Dixmoor P S D 147","IL",188154.22,188154.22,159931.087,"f"
"901837","Wethersfield School Dist 230","IL",84715.44,73830.44,48035.827,"f"
"901366","Will County School District 92","IL",234809.1,234809.1,120504.644,"f"
"901858","Willow Springs Sd 108","IL",9412.8,9412.8,6588.96,NA
"901860","Wilmette School District 39","IL",566764.71,566764.71,210990.556,"f"
"901864","Winchester School District 1","IL",93002.82,93002.82,62170.697,NA
"901875","Winnetka School District 36","IL",263814.93,263814.93,60559.262,"f"
"901880","Wolf Branch School Dist 113","IL",123850.29,119601.19,59800.595,"f"
"901189","Woodridge School District 68","IL",431711.11,404931.46,256833.677,"f"
"901889","Wood River Hartford Dist 15","IL",119553.13,119553.13,101620.1605,"t"
"901936","Alexandria Comm School Corp","IN",234809.1,234809.1,164980.25,"f"
"901971","Brownstown Cent Comm Sch Corp","IN",240334.02,240334.02,159378.595,"f"
"901973","C A Beard Memorial School Corp","IN",172500.28,172500.28,125538.46,"f"
"901975","Cannelton City School District","IN",36065.45,36065.45,30655.6325,"f"
"901979","Caston School Corporation","IN",105740.83,105740.83,74018.581,"f"
"901983","Centerville Abington Comm Schs","IN",257983.07,257983.07,147684.181,"f"
"901999","Covington Community Schools","IN",138276.47,138276.47,96793.529,"f"
"902000","Crawford County Comm Sch Corp","IN",244784.65,236029.65,190104.834,"t"
"902004","Culver Community School Corp","IN",128965.93,128965.93,102231.464,"f"
"902181","Daleville Comm Schools","IN",141806.28,129760.68,92044.314,"f"
"902016","East Gibson School Corporation","IN",135514.01,135514.01,92864.697,"t"
"902029","Elwood Community School Corp","IN",226368.25,226368.25,181094.6,"f"
"902036","Fort Wayne Comm School Dist","IN",4276850.75,3820193.75,3110643.9825,"f"
"902039","Franklin County Community School Corp.","IN",374620.27,374620.27,274895.464,"f"
"902042","Fremont Community School Dist","IN",139350.76,139350.76,92895.391,"t"
"902043","Frontier School Corporation","IN",102057.55,102057.55,56400.225,"f"
"902050","Greenfield Cent Comm Sch Dist","IN",689233.77,689233.77,384718.596,"f"
"902055","Hamilton Community School Dist","IN",50338.16,50338.16,32811.886,"t"
"902206","Hamilton Southeastern Schools","IN",3114673.65,3056433.65,1283600.324,"t"
"902067","Jac-Cen-Del Comm School Corp","IN",127993.98,127993.98,89595.786,"f"
"902076","Lake Central School Corp","IN",1446454.75,1354253.61,587729.298,"f"
"902015","Lake Station Comm School Corp","IN",197822.83,197822.83,168149.4055,"f"
"902040","Lanesville Community School Corporation","IN",114795.56,114795.56,57397.78,"f"
"902083","Lawrenceburg Comm School Corp","IN",305251.83,305251.83,204176.488,"f"
"902084","Lebanon Community School Corp","IN",527015.98,527015.98,349712.089,"t"
"902089","Loogootee Comm School Corp","IN",126766.22,121443.27,85010.289,"t"
"902096","Marion Community Schools","IN",553924.36,476615.41,403711.1785,"f"
"901977","Medora Community School Corp","IN",29773.18,29773.18,24516.8325,"t"
"902100","Middlebury Comm School Corp","IN",702739.13,702739.13,426262.925,"f"
"902103","Mill Creek Comm School Corp","IN",230358.47,230358.47,138215.082,"f"
"901962","Monroe County Comm School Corp","IN",1661517.35,1661517.35,941633.0685,"t"
"902053","Monroe-Gregg School District","IN",232660.52,232660.52,154774.495,"f"
"901965","M S D Bluffton-Harrison","IN",241408.31,241408.31,176736.052,"f"
"902116","Nettle Creek School Corp","IN",168356.59,168356.59,109838.479,"f"
"902117","New Albany Floyd County School Corp.","IN",1739428.98,1580213.07,1042304.4535,"f"
"902128","N Judson-San Pierre Sch Corp","IN",166873.02,166873.02,132557.136,"f"
"902131","North Miami Comm School Dist","IN",141652.81,141652.81,92296.858,"t"
"902133","North Montgomery School Corporation","IN",284686.85,266727.48,178028.58,"f"
"902140","North West Hendricks Sch Corp","IN",287295.84,287295.84,138506.675,"t"
"902142","North White School Corporation","IN",68140.68,68140.68,54512.544,"f"
"902150","Oak Hill United School Corp","IN",261359.41,235473.41,154113.184,"f"
"902154","Penn Harris Madison Sch Corp","IN",1617727.27,1617727.27,844146.388,"f"
"901986","Perry Central Comm School Corp","IN",185698.7,185698.7,129989.09,"f"
"902167","Porter Township School Corporation","IN",208105.32,193992.47,106189.727,"f"
"902174","Rising Sun-Ohio Co Comm S D","IN",89166.07,89166.07,58840.398,"f"
"902178","Rossville Cons School District","IN",152395.71,130639.06,78383.436,"f"
"902115","School Town Of Munster","IN",605746.09,584848.54,247848.347,"f"
"902220","School Town Of Speedway","IN",274097.42,274097.42,209056.834,"f"
"902182","Scott County School District 1","IN",178332.14,178332.14,142665.712,"f"
"902184","Seymour Community Schools","IN",717625.72,664239.88,501423.5255,"f"
"902097","Sheridan Community Schools","IN",157153.28,157153.28,104958.133,"f"
"902204","Southeast Fountain School Corp","IN",162524.73,162524.73,121977.956,"f"
"902212","Southern Wells Comm Schools","IN",128761.33,110324.73,66194.838,"f"
"902198","South Montgomery Comm Sch Corp","IN",254760.2,254760.2,173252.283,"f"
"902201","South Ripley Comm Sch Corp","IN",175109.27,153743.54,118213.573,"f"
"902214","Southwestern Cons School Dist","IN",91468.12,91468.12,59131.991,"f"
"902243","Union-North United School District","IN",174188.45,174188.45,130833.175,"f"
"902255","Washington Comm Schools Inc","IN",395952.6,351472.6,282947.9415,"f"
"902169","West Central School Corp","IN",125538.46,109565.38,84154.194,"f"
"902060","Western School Corporation","IN",413141.24,367495.63,238594.765,"t"
"902258","West Lafayette Comm Sch Corp","IN",359733.68,359733.68,154498.249,"f"
"902267","Whitko Community School Corp","IN",220536.39,220536.39,151812.524,"f"
"903409","Auburn-Washburn Sch Dist 437","KS",970390.81,930586.51,564201.906,"f"
"903589","Barber Co North Sch Dist 254","KS",72744.78,68074,51884.238,"f"
"903566","Bluestem Unified Sch Dist 205","KS",71823.96,68383.68,50732.071,"f"
"903661","Blue Valley Unif Sch Dist 229","KS",3446475.79,3123464.45,1276571.208,"f"
"903633","Blue Valley Unif Sch Dist 384","KS",34172.6,34172.6,18027.58,"t"
"903439","Burlingame Unif Sch Dist 454","KS",45887.53,45887.53,34484.709,"f"
"903442","Burrton Unified Sch Dist 369","KS",37753.62,37327.26,29861.808,"f"
"903447","Cedar Vale Unif Sch Dist 285","KS",28852.36,28852.36,23787.85,"f"
"903575","Centre Unified School Dist 397","KS",73512.13,70464.13,42278.478,NA
"903450","Chapman Unified District 473","KS",170402.83,161134.45,119245.593,"f"
"903457","Cimarron-Ensign Sch Dist 102","KS",100522.85,88291.46,66167.191,"f"
"903670","Circle Unif School Dist 375","KS",283612.56,283612.56,184731.839,"f"
"903461","Clifton Clyde Un Sch Dist 224","KS",48496.52,44572.63,28189.989,"f"
"903462","Coffeyville Unif Sch Dist 445","KS",270721.08,270721.08,224119.9145,"f"
"903553","Crest Unified School Dist 479","KS",34428.41,34428.41,24099.887,"f"
"903478","Dodge City Unif Sch Dist 443","KS",1058636.06,994163.06,840411.609,"f"
"903485","Elkhart Unified Sch Dist 218","KS",71823.96,71823.96,50276.772,"f"
"903488","Ellis Unified Sch District 388","KS",60927.59,55739.59,35931.467,"f"
"903494","Eureka Unified School Dist 389","KS",100983.26,91983.26,73586.608,"f"
"903561","Fairfield Unified Sch Dist 310","KS",44966.71,41966.71,33573.368,"f"
"903495","Fort Scott Unif Sch Dist 234","KS",293281.17,293281.17,234624.936,"f"
"903508","Goddard Unif Sch District 265","KS",849763.39,782163.82,438797.603,"f"
"903518","Hamilton Unif Sch District 390","KS",18825.6,18825.6,15060.48,"f"
"903522","Haviland Unif School Dist 474","KS",10282.49,10282.49,8225.992,"f"
"903524","Hays Unif School District 489","KS",496680.05,460888.42,311481.278,"f"
"903351","Hiawatha Unif Sch District 415","KS",142573.63,142573.63,110160.766,"f"
"903541","Hutchinson Public Schools","KS",634598.45,582696.1,472943.538,"f"
"903546","Jayhawk Unified Sch Dist 346","KS",89012.6,89012.6,71210.08,"f"
"903552","Kaw Valley Unif Sch Dist 321","KS",190763.21,190763.21,129651.456,"f"
"903557","Kismet-Plains","KS",111879.63,111879.63,95097.6855,"f"
"903565","Leavenworth Unif Sch Dist 453","KS",571675.75,571675.75,426071.0875,"f"
"903580","Madison-Virgil School Dist 386","KS",34070.34,34070.34,25644.837,NA
"903590","Marais Des Cygnes Vly S D 456","KS",39646.39,39646.39,31717.112,"f"
"903595","Marmaton Valley Sch Dist 256","KS",44813.24,44813.24,35850.592,"f"
"903586","Mcpherson Unif School Dist 418","KS",368941.88,368941.88,250862.062,"f"
"903587","Meade Unified Sch District 226","KS",65531.69,59051.69,45201.914,"f"
"903411","Mill Creek Valley U S D 329","KS",67884.87,63817.65,41729.837,"f"
"903492","Mission Valley Unif School Dist 330","KS",73205.19,62238.41,43566.887,"f"
"903596","Moscow Unified School Dist 209","KS",21229.99,21229.99,16983.992,"f"
"903418","Northeast Unif Sch Dist 246","KS",76735,68907.87,57517.0395,"f"
"903608","Olathe Unif School Dist 233","KS",4439733.63,4297260.73,2247990.1905,"f"
"903613","Oskaloosa Unif School Dist","KS",96072.22,96072.22,76857.776,"f"
"903614","Oswego Unified School Dist 504","KS",52640.21,45185.21,36148.168,"t"
"903617","Palco","KS",28238.4,24991.56,16754.238,"f"
"903620","Peabody-Burns Un Sch Dist 398","KS",40055.67,40055.67,32819.5595,"f"
"903497","Remington-Whitewater S D 206","KS",81339.1,69191.85,48434.295,"f"
"903636","Riley County Unif Sch Dist 378","KS",107735.94,107735.94,64641.564,"f"
"903642","Rose Hill Unif School Dist 394","KS",248007.52,225452.02,117548.92,"f"
"903584","Royal Valley Usd 337","KS",139811.17,123821.17,86674.819,"f"
"903667","Shawnee Heights Unif Dist 450","KS",528243.74,528243.74,344555.497,"f"
"903647","Skyline Unif Sch District 438","KS",62462.29,58862.29,34008.715,"f"
"903536","South Brown Co Unif S D 430","KS",83334.21,75664.21,63322.0805,"t"
"903347","Southeast Saline Unif Dist 306","KS",107122.06,102582.96,61549.776,NA
"903507","Southern Cloud U S D 334","KS",37907.01,37907.01,30325.608,"f"
"903657","Spring Hill Unif Sch Dist 230","KS",406542.03,359389.16,209487.242,"f"
"903357","Triplains Unified District 275","KS",18825.6,18825.6,13177.92,NA
"903671","Troy Unif School District 429","KS",50952.04,44566.24,29373.729,NA
"903401","Usd #111 Doniphan West Schools","KS",60825.25,54800.05,40079.07,"f"
"903677","Valley Falls Unif Sch Dist 338","KS",56170.02,51270.02,35889.014,"f"
"903678","Victoria Unified Sch Dist 432","KS",44045.89,44045.89,26427.534,"f"
"903446","Waconda Unified School District 272","KS",73614.39,65085.14,49244.272,"t"
"903679","Wakeeney Unified Sch Dist 208","KS",59239.42,58589.42,39155.607,"f"
"903651","Wallace Co School District 241","KS",30284.72,30284.72,20258.024,"f"
"903537","West Elk Unif School Dist 282","KS",52640.21,52640.21,42112.168,"t"
"903364","Western Plains School District 106","KS",28238.4,24289.75,19431.8,"f"
"903567","Wichita Co School District 467","KS",62922.7,62922.7,50338.16,"f"
"903689","Woodson Unif Sch Dist 366","KS",69982.32,61214.29,48971.432,"f"
"904398","Ballard County","KY",187540.34,187540.34,154060.8595,"f"
"904403","Beechwood Indep School Dist","KY",214704.53,186950.52,84828.584,NA
"904414","Breathitt County School Dist","KY",292564.95,292564.95,248680.2075,"f"
"904421","Calloway County School Dist","KY",461637.76,398506.93,333156.2275,"f"
"904493","Lee County School District","KY",184675.54,184675.54,155562.289,"f"
"904516","Mercer County Schools","KY",465576.77,420746.01,334954.771,NA
"904532","Owsley County School District","KY",108503.29,108503.29,92227.7965,"f"
"904535","Paris Indep School District","KY",104820.01,104820.01,83856.008,"f"
"904541","Pineville Indep School Dist","KY",75353.77,75353.77,52747.639,NA
"904545","Robertson County School Dist","KY",56476.96,56476.96,48005.416,"f"
"904572","West Point Indep School Dist","KY",18723.34,18723.34,15914.839,"f"
"904574","Williamsburg Indep School Dist","KY",132802.68,118052.76,98932.926,NA
"909658","Assumption Parish School Dist","LA",555868.34,497415.48,402868.53,NA
"909711","Bossier Parish School Dist","LA",3331526.76,2891401.33,1775340.1895,"f"
"909659","Central Community School District","LA",712868.15,712868.15,529041.784,"f"
"909750","St Bernard Parish School Dist","LA",901840.85,901840.85,756343.6245,"f"
"909763","Terrebonne Parish School District","LA",2779085.89,2779085.89,2278075.4055,"t"
"911000","Abington School District","MA",287142.37,267030.37,138057.897,"t"
"911006","Amesbury School District","MA",343926.27,322726.27,168145.452,"t"
"911011","Ashburnham-Westminster Reg Dist","MA",365719.01,326729.81,181756.437,"t"
"911016","Auburn Public Schools","MA",364491.25,317712.91,175983.707,"f"
"911017","Avon School District","MA",71107.74,69588.96,42694.656,"f"
"911021","Bedford School District","MA",380759.07,380759.07,152303.628,"f"
"911023","Bellingham School District","MA",325049.46,325049.46,162524.73,"f"
"911025","Berkley","MA",91212.31,91212.31,39308.764,NA
"911027","Berkshire Hills Reg Sch Dist","MA",198590.18,198590.18,124479.517,"f"
"911030","Beverly Public School Dist","MA",691228.88,599823.05,311640.945,"f"
"911031","Billerica School District","MA",743255.21,743255.21,366486.36,"f"
"911036","Bourne School District","MA",304637.95,304637.95,177411.32,"f"
"911038","Boxford Public Schools","MA",99448.56,99448.56,49724.28,NA
"911042","Brewster","MA",71823.96,63024.98,31512.49,NA
"911043","Bridgewater-Raynham Reg Dist","MA",810526.2,745170.2,384301.924,"t"
"911048","Brookfield Elementary School","MA",48956.93,48956.93,29374.158,NA
"911049","Brookline","MA",1142891.09,1142891.09,465996.308,"f"
"911301","Burgess (Sturbridge) Elementary School","MA",152702.65,152702.65,61081.06,NA
"911050","Burlington School District","MA",523486.17,523486.17,223559.749,"f"
"911052","Canton School District","MA",498777.5,432304.34,197799.143,"f"
"911062","Clarksburg School District","MA",27164.19,27164.19,19014.933,"f"
"911066","Concord-Carlisle Regional High School","MA",195827.72,195827.72,78331.088,NA
"911072","Dedham School District","MA",401170.58,401170.58,227780.174,"f"
"911077","Douglas Public Schools","MA",225907.84,225907.84,100630.279,"t"
"911078","Dover Public Schools","MA",73358.66,73358.66,29343.464,NA
"911079","Dover-Sherborn Public Schools","MA",189381.98,189381.98,94690.99,NA
"911083","Dudley-Charlton Reg Sch Dist","MA",589171.33,589171.33,315426.891,"f"
"911089","Easthampton Public Schools","MA",47064,47064,32944.8,NA
"911090","Easton School District","MA",577200.67,531630.44,254780.305,"f"
"911095","Fairhaven School District","MA",284840.32,260691.32,171729.781,"t"
"911099","Florida","MA",12584.54,12584.54,8809.178,NA
"911102","Franklin School District","MA",824133.9,824133.9,339613.763,"f"
"911104","Freetown Lakeville Reg School","MA",422656.38,408076.38,205823.546,"t"
"911112","Gloucester Public School Dist","MA",435854.8,380334.88,243541.676,"f"
"911113","Gosnold","MA",9412.8,9412.8,6588.96,NA
"911114","Grafton Public School District","MA",486039.49,445349.33,218670.748,"f"
"911125","Hamilton-Wenham Reg Sch Dist","MA",278701.52,241745,111974.808,"t"
"911129","Hancock","MA",9412.8,9412.8,6588.96,NA
"911130","Hanover Public Schools","MA",402858.75,362379.66,144951.864,"f"
"911138","Holbrook School District","MA",188972.7,188972.7,133048.24,"f"
"911139","Holland Elementary School","MA",36525.86,36525.86,21915.516,NA
"911146","Ipswich Public Schools","MA",286733.09,286733.09,129533.777,"f"
"911147","King Philip","MA",18825.6,18825.6,9883.44,"f"
"911149","Lanesborough School District","MA",29926.65,29926.65,14963.325,"f"
"911151","Lee School District","MA",109731.05,109731.05,82367.349,"f"
"911156","Lexington School District","MA",1077205.93,1077205.93,430882.372,"f"
"911158","Lincoln-Sudbury School District","MA",248160.99,248160.99,124080.495,NA
"911159","Littleton Public Schools","MA",243710.36,222235.98,88894.392,"f"
"911160","Longmeadow School District","MA",436929.09,414748.83,165899.532,"f"
"911163","Lunenburg School District","MA",198590.18,198590.18,119154.108,"f"
"910920","Ma Academy For Math And Science","MA",14886.59,14886.59,10420.613,NA
"911169","Marblehead Public School Dist","MA",489722.77,434407.6,176372.03,"f"
"911171","Marion School District","MA",66452.51,56573.51,28286.755,"f"
"911172","Marlborough School District","MA",678797.81,678797.81,522703.473,"f"
"911174","Marshfield School District","MA",620018.8,592072.4,268657.578,"f"
"911176","Masconomet Reg High Sch Dist","MA",320598.83,274475.85,109790.34,"f"
"911177","Mashpee Public School District","MA",284072.97,284072.97,174556.778,"t"
"911181","Medfield Public School Dist","MA",405314.27,383336.27,153334.508,"f"
"911189","Middleton Public Schools","MA",88398.72,88398.72,35359.488,NA
"911192","Millbury School District","MA",258903.89,232653.89,146651.733,"f"
"911201","Mount Greylock Reg School Dist","MA",86864.02,86864.02,52118.412,"f"
"911203","Nahant","MA",9412.8,9412.8,6588.96,NA
"911088","Nauset Reg School District","MA",232967.46,203141.97,114261.891,"f"
"911212","Needham Public Schools","MA",845312.76,775407.76,310163.104,"t"
"911217","New Salem-Wendell","MA",26089.9,26089.9,22176.415,"f"
"911220","Norfolk Public Schools","MA",130449.5,125020.12,50008.048,"f"
"911226","North Attleboro School Dist","MA",673324.02,609811.46,274379.879,"f"
"911236","Northboro-Southboro","MA",220996.8,220996.8,88398.72,"f"
"911228","North Middlesex Reg Sch Dist","MA",475654.66,475654.66,265891.872,"f"
"911242","Norwood Public School District","MA",516886.96,510990.96,298721.565,NA
"911245","Old Rochester Reg School Dist","MA",190149.33,169998.25,84999.125,"t"
"911246","Orange Elem School District","MA",88245.25,88245.25,75008.4625,"f"
"911247","Orleans","MA",32689.11,28164.62,14082.31,NA
"911253","Pembroke Public Schools","MA",460716.94,460716.94,213783.71,"f"
"910898","Quabbin Regional School Dist","MA",477342.83,439972.49,292009.136,"f"
"911266","Reading","MA",117302.05,117302.05,82111.435,NA
"911267","Revere Public Schools","MA",1110662.39,1003219.44,815881.3115,"f"
"911269","Richmond","MA",9412.8,9412.8,6588.96,NA
"911273","Rowe School District","MA",9412.8,9412.8,4706.4,"f"
"911277","Savoy School District","MA",9412.8,9412.8,5647.68,"f"
"911278","Scituate Public School Dist","MA",460410,460410,184164,"f"
"910996","Somerset Berkley Regional School District","MA",154544.29,154544.29,61817.716,"f"
"911286","Somerset Public School Dist","MA",275785.59,257055.59,135668.377,"f"
"911294","Southern Berkshire Regional School District","MA",134235.04,134235.04,93964.528,"f"
"911305","Sutton School District","MA",244477.71,233510.24,116755.12,"f"
"911312","Tewksbury Public Schools","MA",526555.57,486605.57,208786.411,"f"
"911339","Tisbury","MA",47115.29,47115.29,28269.174,"f"
"911313","Topsfield Elementary Schools","MA",84561.97,84561.97,38152.642,NA
"911315","Truro","MA",9412.8,9412.8,6588.96,NA
"911321","Wachusett Regional School Dist","MA",1112657.5,1049957.5,491200.003,"f"
"911323","Wales Elementary School","MA",24555.2,24555.2,17188.64,NA
"911331","Wayland Public Schools","MA",410532.25,378646.21,151458.484,"f"
