,verified_category,predicted_category,raw_category,test_data.frn_complete,guessed_correctly
5022,Fiber,Fiber,Fiber,2796495-1,TRUE
5024,Fiber,Fiber,Fiber,2796532-1,TRUE
5030,Fiber,Fiber,Fiber,2796673-1,TRUE
5036,Fiber,Fiber,Fiber,2796704-1,TRUE
5038,Fiber,Fiber,Fiber,2796745-1,TRUE
5051,Fiber,Fiber,Fiber,2797174-1,TRUE
5058,Fiber,Fiber,Fiber,2797230-1,TRUE
5059,Fiber,Fiber,Fiber,2797259-1,TRUE
5065,Fiber,Fiber,Fiber,2797259-15,TRUE
5098,Fiber,Fiber,Fiber,2797929-1,TRUE
5105,Fiber,Fiber,Fiber,2798267-1,TRUE
5109,Fiber,Fiber,Other / Uncategorized,2798308-1,TRUE
5110,Fiber,Fiber,Other / Uncategorized,2798308-2,TRUE
5113,Fiber,Fiber,Fiber,2798341-1,TRUE
5114,Fiber,Fiber,Other / Uncategorized,2798342-1,TRUE
5118,Fiber,Fiber,Fiber,2798446-1,TRUE
5124,Fiber,Fiber,Fiber,2798627-1,TRUE
5125,Fiber,Fiber,Fiber,2798641-1,TRUE
5126,Fiber,Fiber,Fiber,2798646-1,TRUE
5128,Fiber,Fiber,Other / Uncategorized,2798684-1,TRUE
5134,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2798837-11,TRUE
5137,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2798837-14,TRUE
5148,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2798837-24,TRUE
5150,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2798837-4,TRUE
5152,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2798837-6,TRUE
5160,Fiber,Fiber,Fiber,2798901-3,TRUE
5165,Fiber,Fiber,Other / Uncategorized,2799034-1,TRUE
5167,Fiber,Fiber,Fiber,2799134-1,TRUE
5187,Fiber,Fiber,Other / Uncategorized,2799910-1,TRUE
5188,Fiber,Fiber,Fiber,2799976-1,TRUE
5190,Fiber,Fiber,Fiber,2800130-1,TRUE
5195,Fiber,Fiber,Fiber,2800246-2,TRUE
5199,Fiber,Fiber,Fiber,2800342-1,TRUE
5211,Fiber,Fiber,Fiber,2800583-3,TRUE
5215,Copper,Copper,Copper,2800675-1,TRUE
5217,Fiber,Fiber,Fiber,2800675-3,TRUE
5218,Fiber,Fiber,Other / Uncategorized,2800685-1,TRUE
5219,Fiber,Fiber,Fiber,2800690-1,TRUE
5221,Fiber,Fiber,Fiber,2800700-1,TRUE
5224,Fiber,Fiber,Other / Uncategorized,2800740-3,TRUE
5229,Fiber,Fiber,Other / Uncategorized,2800846-1,TRUE
5243,Fiber,Fiber,Fiber,2801126-1,TRUE
5246,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2801238-1,TRUE
5268,Fiber,Fiber,Fiber,2801891-1,TRUE
5274,Cable / DSL,Cable / DSL,Other / Uncategorized,2802111-1,TRUE
5278,Fiber,Fiber,Fiber,2802180-1,TRUE
5283,Fiber,Fiber,Fiber,2802342-1,TRUE
5288,Fiber,Fiber,Fiber,2802497-1,TRUE
5297,Fiber,Fiber,Fiber,2802987-1,TRUE
5302,Fiber,Fiber,Fiber,2803127-1,TRUE
5303,Fiber,Fiber,Fiber,2803132-1,TRUE
5307,Fiber,Fiber,Other / Uncategorized,2803157-2,TRUE
5311,Fiber,Fiber,Fiber,2803289-1,TRUE
5312,Fiber,Fiber,Fiber,2803295-1,TRUE
5315,Other / Uncategorized,Other / Uncategorized,Fiber,2803363-1,TRUE
5324,Fiber,Fiber,Fiber,2803709-1,TRUE
5327,Fiber,Fiber,Fiber,2803722-2,TRUE
5338,Other / Uncategorized,Other / Uncategorized,Fiber,2803873-1,TRUE
5341,Fiber,Fiber,Fiber,2803904-1,TRUE
5342,Fiber,Fiber,Fiber,2803907-1,TRUE
5343,Fiber,Fiber,Fiber,2803911-1,TRUE
5362,Cable / DSL,Cable / DSL,Other / Uncategorized,2804186-1,TRUE
5363,Fixed Wireless,Fixed Wireless,Fixed Wireless,2804192-1,TRUE
5371,Cable / DSL,Cable / DSL,Other / Uncategorized,2804525-1,TRUE
5374,Fiber,Fiber,Fiber,2804602-1,TRUE
5380,Fiber,Fiber,Fiber,2804671-1,TRUE
5409,Fiber,Fiber,Other / Uncategorized,2805666-2,TRUE
5416,Fiber,Fiber,Fiber,2805801-1,TRUE
5420,Fiber,Fiber,Other / Uncategorized,2805993-1,TRUE
5443,Fiber,Fiber,Other / Uncategorized,2806636-2,TRUE
5461,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2806947-1,TRUE
5472,Fiber,Fiber,Fiber,2807329-1,TRUE
5473,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2807340-1,TRUE
5482,Fiber,Fiber,Fiber,2807669-1,TRUE
5500,Cable / DSL,Cable / DSL,Cable / DSL,2808117-1,TRUE
5527,Fiber,Fiber,Fiber,2808602-1,TRUE
5528,Fiber,Fiber,Fiber,2808607-3,TRUE
5542,Fiber,Fiber,Fiber,2809102-1,TRUE
5560,Fiber,Fiber,Fiber,2809234-1,TRUE
5590,Fiber,Fiber,Fiber,2809573-1,TRUE
5594,Fiber,Fiber,Fiber,2809654-1,TRUE
5595,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2809664-1,TRUE
5596,Fiber,Fiber,Fiber,2809676-1,TRUE
5629,Fixed Wireless,Fixed Wireless,Fixed Wireless,2809932-1,TRUE
5630,Fiber,Fiber,Fiber,2809953-1,TRUE
5631,Fiber,Fiber,Fiber,2810002-1,TRUE
5633,Fiber,Fiber,Fiber,2810032-1,TRUE
5654,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2810193-1,TRUE
5660,Fiber,Fiber,Fiber,2810289-1,TRUE
5663,Fiber,Fiber,Fiber,2810315-4,TRUE
5664,Copper,Copper,Copper,2810338-1,TRUE
5669,Fiber,Fiber,Fiber,2810425-1,TRUE
5685,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2810517-1,TRUE
5693,Fiber,Fiber,Fiber,2810537-1,TRUE
5695,Fiber,Fiber,Fiber,2810552-1,TRUE
5712,Other / Uncategorized,Other / Uncategorized,Fiber,2810587-1,TRUE
5778,Fiber,Fiber,Other / Uncategorized,2810710-1,TRUE
5802,Fiber,Fiber,Fiber,2811027-1,TRUE
5804,Fiber,Fiber,Fiber,2811075-1,TRUE
5816,Fiber,Fiber,Other / Uncategorized,2811288-1,TRUE
5832,Fiber,Fiber,Fiber,2811675-1,TRUE
5840,Other / Uncategorized,Other / Uncategorized,Fiber,2811913-1,TRUE
5891,Fiber,Fiber,Fiber,2812022-1,TRUE
5898,Fiber,Fiber,Fiber,2812195-1,TRUE
5907,Fiber,Fiber,Fiber,2812359-1,TRUE
5912,Fiber,Fiber,Other / Uncategorized,2812453-1,TRUE
5913,Fiber,Fiber,Other / Uncategorized,2812454-1,TRUE
5985,Fiber,Fiber,Fiber,2813233-1,TRUE
5991,Fiber,Fiber,Fiber,2813284-1,TRUE
5995,Fiber,Fiber,Fiber,2813288-1,TRUE
6001,Fiber,Fiber,Fiber,2813455-1,TRUE
6026,Fiber,Fiber,Cable / DSL,2814006-1,TRUE
6033,Fiber,Fiber,Fiber,2814176-1,TRUE
6034,Fiber,Fiber,Other / Uncategorized,2814183-1,TRUE
6040,Fiber,Fiber,Fiber,2814258-1,TRUE
6053,Fiber,Fiber,Fiber,2814621-1,TRUE
6069,Fiber,Fiber,Fiber,2814859-1,TRUE
6077,Fiber,Fiber,Fiber,2814992-1,TRUE
6078,Copper,Copper,Other / Uncategorized,2814997-1,TRUE
6079,Fiber,Fiber,Fiber,2814997-2,TRUE
6080,Fiber,Fiber,Fiber,2814997-4,TRUE
6102,Fiber,Fiber,Fiber,2815384-1,TRUE
6104,Fiber,Fiber,Fiber,2815412-1,TRUE
6113,Other / Uncategorized,Other / Uncategorized,Fiber,2815526-1,TRUE
6119,Fiber,Fiber,Fiber,2815614-1,TRUE
6139,Fiber,Fiber,Fiber,2816265-2,TRUE
6147,Fiber,Fiber,Fiber,2816329-1,TRUE
6150,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2816426-1,TRUE
6158,Fiber,Fiber,Fiber,2816502-1,TRUE
6179,Fiber,Fiber,Fiber,2816820-2,TRUE
6182,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2816838-1,TRUE
6184,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2816898-1,TRUE
6197,Fixed Wireless,Fixed Wireless,Fixed Wireless,2817185-1,TRUE
6210,Fiber,Fiber,Other / Uncategorized,2817420-1,TRUE
6231,Fiber,Fiber,Fiber,2817864-1,TRUE
6233,Fiber,Fiber,Fiber,2817961-1,TRUE
6235,Fiber,Fiber,Fiber,2817986-1,TRUE
6236,Fiber,Fiber,Fiber,2818065-1,TRUE
6239,Fiber,Fiber,Fiber,2818178-1,TRUE
6247,Fiber,Fiber,Fiber,2818260-1,TRUE
6255,Fiber,Fiber,Other / Uncategorized,2818378-1,TRUE
6263,Fiber,Fiber,Fiber,2818439-3,TRUE
6265,Fixed Wireless,Fixed Wireless,Fixed Wireless,2818458-1,TRUE
6278,Fiber,Fiber,Fiber,2818973-1,TRUE
6288,Fiber,Fiber,Fiber,2819227-1,TRUE
6294,Fiber,Fiber,Fiber,2819276-3,TRUE
6297,Cable / DSL,Cable / DSL,Other / Uncategorized,2819277-4,TRUE
6305,Fiber,Fiber,Fiber,2819388-1,TRUE
6306,Fiber,Fiber,Fiber,2819412-1,TRUE
6308,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2819424-1,TRUE
6310,Fiber,Fiber,Fiber,2819439-1,TRUE
6311,Fiber,Fiber,Fiber,2819465-1,TRUE
6320,Fiber,Fiber,Fiber,2819641-1,TRUE
6335,Fiber,Fiber,Fiber,2819972-2,TRUE
6360,Fiber,Fiber,Fiber,2820746-1,TRUE
6368,Fiber,Fiber,Other / Uncategorized,2820858-2,TRUE
6372,Cable / DSL,Cable / DSL,Cable / DSL,2820940-1,TRUE
6404,Cable / DSL,Cable / DSL,Cable / DSL,2821696-1,TRUE
6405,Fiber,Fiber,Fiber,2821750-1,TRUE
6423,Cable / DSL,Cable / DSL,Cable / DSL,2822104-1,TRUE
6427,Fiber,Fiber,Fiber,2822121-1,TRUE
6432,Fiber,Fiber,Fiber,2822348-1,TRUE
6447,Fiber,Fiber,Fiber,2822480-1,TRUE
6460,Fiber,Fiber,Fiber,2822711-1,TRUE
6467,Fiber,Fiber,Other / Uncategorized,2822725-1,TRUE
6473,Fiber,Fiber,Other / Uncategorized,2822939-1,TRUE
6474,Fiber,Fiber,Other / Uncategorized,2822978-1,TRUE
6478,Fiber,Fiber,Fiber,2822995-2,TRUE
6479,Fiber,Fiber,Fiber,2822995-3,TRUE
6482,Fiber,Fiber,Fiber,2823032-1,TRUE
6485,Copper,Copper,Copper,2823069-1,TRUE
6488,Copper,Copper,Copper,2823158-1,TRUE
6490,Copper,Copper,Copper,2823171-1,TRUE
6494,Cable / DSL,Cable / DSL,Other / Uncategorized,2823289-1,TRUE
6502,Fiber,Fiber,Fiber,2823419-2,TRUE
6503,Fiber,Fiber,Fiber,2823422-1,TRUE
6520,Fiber,Fiber,Fiber,2823967-1,TRUE
6524,Fiber,Fiber,Fiber,2824074-1,TRUE
6528,Fiber,Fiber,Fiber,2824146-1,TRUE
6530,Fiber,Fiber,Fiber,2824351-1,TRUE
6557,Fiber,Fiber,Fiber,2825128-3,TRUE
6562,Fiber,Fiber,Fiber,2825227-1,TRUE
6564,Fiber,Fiber,Fiber,2825244-2,TRUE
6573,Fiber,Fiber,Fiber,2825370-1,TRUE
6574,Other / Uncategorized,Other / Uncategorized,Fiber,2825380-1,TRUE
6578,Fiber,Fiber,Fiber,2825432-1,TRUE
6585,Fiber,Fiber,Fiber,2825552-1,TRUE
6594,Fiber,Fiber,Fiber,2825706-1,TRUE
6597,Fiber,Fiber,Other / Uncategorized,2825758-1,TRUE
6601,Fiber,Fiber,Fiber,2825828-1,TRUE
6603,Fiber,Fiber,Fiber,2825859-1,TRUE
6604,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2825901-1,TRUE
6605,Fiber,Fiber,Fiber,2825926-1,TRUE
6606,Fiber,Fiber,Fiber,2825926-2,TRUE
6613,Fiber,Fiber,Other / Uncategorized,2826199-2,TRUE
6617,Fiber,Fiber,Fiber,2826312-1,TRUE
6622,Fiber,Fiber,Fiber,2826399-1,TRUE
6632,Fiber,Fiber,Fiber,2826617-1,TRUE
6649,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2826927-1,TRUE
6652,Fiber,Fiber,Other / Uncategorized,2826959-1,TRUE
6655,Fiber,Fiber,Fiber,2827010-1,TRUE
6675,Fiber,Fiber,Other / Uncategorized,2827217-1,TRUE
6678,Fiber,Fiber,Fiber,2827366-1,TRUE
6679,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2827426-1,TRUE
6682,Fiber,Fiber,Other / Uncategorized,2827454-1,TRUE
6685,Fiber,Fiber,Fiber,2827616-1,TRUE
6686,Copper,Copper,Copper,2827627-1,TRUE
6692,Fiber,Fiber,Fiber,2827840-3,TRUE
6694,Fiber,Fiber,Fiber,2827871-1,TRUE
6695,Fiber,Fiber,Fiber,2827891-1,TRUE
6700,Fiber,Fiber,Fiber,2827991-2,TRUE
6701,Fiber,Fiber,Fiber,2827991-3,TRUE
6708,Fiber,Fiber,Fiber,2828153-1,TRUE
6709,Fiber,Fiber,Fiber,2828153-2,TRUE
6711,Fiber,Fiber,Fiber,2828153-4,TRUE
6716,Fiber,Fiber,Fiber,2828203-1,TRUE
6721,Fiber,Fiber,Fiber,2828320-1,TRUE
6723,Fiber,Fiber,Other / Uncategorized,2828407-1,TRUE
6725,Fiber,Fiber,Fiber,2828414-1,TRUE
6731,Fiber,Fiber,Fiber,2828480-2,TRUE
6748,Fiber,Fiber,Fiber,2828783-1,TRUE
6764,Fiber,Fiber,Other / Uncategorized,2828808-6,TRUE
6824,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2829383-1,TRUE
6844,Fiber,Fiber,Fiber,2829682-2,TRUE
6845,Fiber,Fiber,Fiber,2829687-1,TRUE
6888,Fiber,Fiber,Fiber,2830385-1,TRUE
6892,Fiber,Fiber,Fiber,2830471-1,TRUE
6903,Copper,Copper,Copper,2830575-2,TRUE
6911,Fiber,Fiber,Fiber,2830628-1,TRUE
6935,Fiber,Fiber,Other / Uncategorized,2830915-1,TRUE
6939,Fiber,Fiber,Fiber,2831115-1,TRUE
6942,Fiber,Fiber,Fiber,2831198-1,TRUE
6944,Fiber,Fiber,Fiber,2831209-1,TRUE
6952,Fiber,Fiber,Fiber,2831303-1,TRUE
6960,Fiber,Fiber,Fiber,2831482-1,TRUE
6982,Fiber,Fiber,Fiber,2831897-1,TRUE
6983,Fiber,Fiber,Fiber,2831897-2,TRUE
7001,Fiber,Fiber,Fiber,2832309-1,TRUE
7005,Fiber,Fiber,Fiber,2832375-3,TRUE
7015,Fiber,Fiber,Other / Uncategorized,2832561-1,TRUE
7016,Cable / DSL,Cable / DSL,Cable / DSL,2832604-1,TRUE
7027,Fiber,Fiber,Fiber,2832809-1,TRUE
7037,Fiber,Fiber,Fiber,2832885-2,TRUE
7041,Fiber,Fiber,Fiber,2832909-1,TRUE
7043,Fiber,Fiber,Fiber,2832929-1,TRUE
7048,Fiber,Fiber,Other / Uncategorized,2833008-1,TRUE
7065,Fiber,Fiber,Fiber,2833230-1,TRUE
7089,Cable / DSL,Cable / DSL,Cable / DSL,2833519-1,TRUE
7103,Fiber,Fiber,Fiber,2833732-2,TRUE
7117,Fiber,Fiber,Fiber,2833963-1,TRUE
7150,Fiber,Fiber,Fiber,2834236-2,TRUE
7163,Fiber,Fiber,Fiber,2834396-1,TRUE
7164,Fiber,Fiber,Fiber,2834401-1,TRUE
7200,Cable / DSL,Cable / DSL,Cable / DSL,2834705-1,TRUE
7206,Fiber,Fiber,Fiber,2834761-1,TRUE
7212,Fiber,Fiber,Other / Uncategorized,2834802-1,TRUE
7225,Fiber,Fiber,Fiber,2834902-1,TRUE
7237,Fiber,Fiber,Fiber,2835062-1,TRUE
7240,Fiber,Fiber,Fiber,2835162-1,TRUE
7248,Fiber,Fiber,Fiber,2835231-1,TRUE
7261,Fiber,Fiber,Fiber,2835321-1,TRUE
7292,Fiber,Fiber,Fiber,2835844-1,TRUE
7295,Fiber,Fiber,Fiber,2835860-2,TRUE
7300,Cable / DSL,Cable / DSL,Cable / DSL,2835903-1,TRUE
7311,Fiber,Fiber,Fiber,2836079-1,TRUE
7327,Fiber,Fiber,Fiber,2836383-2,TRUE
7328,Fiber,Fiber,Fiber,2836383-3,TRUE
7331,Fiber,Fiber,Copper,2836397-1,TRUE
7398,Fiber,Fiber,Fiber,2836573-1,TRUE
7411,Fiber,Fiber,Fiber,2836755-2,TRUE
7412,Fiber,Fiber,Fiber,2836765-1,TRUE
7421,Fiber,Fiber,Fiber,2836827-1,TRUE
7477,Fiber,Fiber,Fiber,2837347-2,TRUE
7480,Fiber,Fiber,Fiber,2837347-5,TRUE
7485,Fiber,Fiber,Fiber,2837378-1,TRUE
7494,Fiber,Fiber,Fiber,2837427-1,TRUE
7495,Fiber,Fiber,Other / Uncategorized,2837427-2,TRUE
7500,Copper,Copper,Copper,2837464-1,TRUE
7501,Copper,Copper,Copper,2837480-1,TRUE
7510,Fiber,Fiber,Fiber,2837935-1,TRUE
7513,Fiber,Fiber,Fiber,2838071-1,TRUE
7531,Fiber,Fiber,Fiber,2838630-1,TRUE
7548,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2839410-1,TRUE
7552,Fiber,Fiber,Fiber,2839461-4,TRUE
7555,Cable / DSL,Cable / DSL,Cable / DSL,2839491-1,TRUE
7562,Fiber,Fiber,Other / Uncategorized,2839617-1,TRUE
7563,Fiber,Fiber,Fiber,2839643-1,TRUE
7572,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2839942-1,TRUE
7577,Fiber,Fiber,Fiber,2840163-1,TRUE
7581,Fiber,Fiber,Fiber,2840329-1,TRUE
7583,Fiber,Fiber,Fiber,2840379-1,TRUE
7585,Fiber,Fiber,Fiber,2840507-1,TRUE
7588,Fiber,Fiber,Other / Uncategorized,2840516-1,TRUE
7591,Fiber,Fiber,Fiber,2840525-1,TRUE
7597,Fiber,Fiber,Fiber,2840583-4,TRUE
7599,Fiber,Fiber,Fiber,2840583-6,TRUE
7602,Fiber,Fiber,Fiber,2840583-9,TRUE
7616,Fiber,Fiber,Fiber,2840903-1,TRUE
7632,Fiber,Fiber,Fiber,2841077-1,TRUE
7640,Fiber,Fiber,Fiber,2841094-2,TRUE
7641,Fiber,Fiber,Fiber,2841146-1,TRUE
7644,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2841167-1,TRUE
7658,Fiber,Fiber,Other / Uncategorized,2841288-1,TRUE
7717,Fiber,Fiber,Fiber,2842046-1,TRUE
7718,Other / Uncategorized,Other / Uncategorized,Fiber,2842054-1,TRUE
7740,Fiber,Fiber,Other / Uncategorized,2842470-1,TRUE
7742,Fiber,Fiber,Fiber,2842585-1,TRUE
7745,Fiber,Fiber,Fiber,2842659-1,TRUE
7750,Fiber,Fiber,Fiber,2842845-1,TRUE
7772,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2843115-8,TRUE
7820,Fiber,Fiber,Fiber,2844066-1,TRUE
7831,Copper,Copper,Copper,2844221-1,TRUE
7841,Fiber,Fiber,Fiber,2844289-2,TRUE
7857,Fiber,Fiber,Other / Uncategorized,2844499-1,TRUE
7884,Fiber,Fiber,Fiber,2844893-1,TRUE
7891,Fiber,Fiber,Fiber,2845137-1,TRUE
7909,Fiber,Fiber,Fiber,2846078-1,TRUE
7913,Fiber,Fiber,Other / Uncategorized,2846525-1,TRUE
7929,Fiber,Fiber,Fiber,2847174-1,TRUE
7934,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2847376-1,TRUE
7936,Fiber,Fiber,Fiber,2847456-1,TRUE
7937,Fiber,Fiber,Fiber,2847460-1,TRUE
7939,Fiber,Fiber,Fiber,2847572-1,TRUE
7959,Fiber,Fiber,Fiber,2847849-1,TRUE
7962,Fiber,Fiber,Fiber,2847950-1,TRUE
7963,Fiber,Fiber,Fiber,2847995-1,TRUE
7965,Other / Uncategorized,Other / Uncategorized,Fiber,2848043-1,TRUE
7972,Fiber,Fiber,Fiber,2848138-1,TRUE
7992,Fiber,Fiber,Other / Uncategorized,2848572-1,TRUE
7993,Cable / DSL,Cable / DSL,Cable / DSL,2848605-1,TRUE
7994,Fiber,Fiber,Fiber,2848613-1,TRUE
7996,Cable / DSL,Cable / DSL,Other / Uncategorized,2848642-1,TRUE
7997,Fiber,Fiber,Fiber,2848662-1,TRUE
8027,Fiber,Fiber,Fiber,2849456-2,TRUE
8052,Fiber,Fiber,Fiber,2850102-1,TRUE
8065,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2850400-4,TRUE
8067,Fiber,Fiber,Other / Uncategorized,2850432-1,TRUE
8070,Fiber,Fiber,Fiber,2850444-1,TRUE
8071,Fiber,Fiber,Fiber,2850444-2,TRUE
8072,Fiber,Fiber,Other / Uncategorized,2850509-1,TRUE
8074,Fiber,Fiber,Fiber,2850605-1,TRUE
8079,Fiber,Fiber,Fiber,2850662-1,TRUE
8091,Fiber,Fiber,Fiber,2850944-1,TRUE
8093,Fiber,Fiber,Fiber,2851051-1,TRUE
8097,Fiber,Fiber,Fiber,2851200-1,TRUE
8119,Fiber,Fiber,Fiber,2851640-1,TRUE
8121,Other / Uncategorized,Other / Uncategorized,Fiber,2851682-1,TRUE
8126,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2851911-1,TRUE
8129,Fiber,Fiber,Fiber,2851962-1,TRUE
8157,Fiber,Fiber,Fiber,2852672-1,TRUE
8168,Fiber,Fiber,Fiber,2852962-1,TRUE
8172,Fiber,Fiber,Other / Uncategorized,2853059-1,TRUE
8174,Fiber,Fiber,Fiber,2853120-1,TRUE
8178,Fiber,Fiber,Fiber,2853251-1,TRUE
8179,Fiber,Fiber,Fiber,2853268-1,TRUE
8195,Fiber,Fiber,Fiber,2853861-1,TRUE
8204,Fiber,Fiber,Fiber,2853984-4,TRUE
8208,Fiber,Fiber,Fiber,2854109-1,TRUE
8211,Other / Uncategorized,Other / Uncategorized,Fixed Wireless,2854182-1,TRUE
8233,Other / Uncategorized,Other / Uncategorized,Fiber,2854674-1,TRUE
8235,Cable / DSL,Cable / DSL,Other / Uncategorized,2854682-1,TRUE
8236,Cable / DSL,Cable / DSL,Other / Uncategorized,2854682-2,TRUE
8255,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2854975-1,TRUE
8256,Fiber,Fiber,Fiber,2854977-1,TRUE
8269,Cable / DSL,Cable / DSL,Cable / DSL,2855273-1,TRUE
8282,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2855483-1,TRUE
8287,Fiber,Fiber,Fiber,2855567-1,TRUE
8296,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2855756-1,TRUE
8310,Fixed Wireless,Fixed Wireless,Fixed Wireless,2856283-2,TRUE
8313,Cable / DSL,Cable / DSL,Other / Uncategorized,2856363-1,TRUE
8315,Fiber,Fiber,Fiber,2856411-1,TRUE
8326,Fiber,Fiber,Fiber,2856580-1,TRUE
8327,Fiber,Fiber,Fiber,2856580-2,TRUE
8332,Fiber,Fiber,Fiber,2856623-3,TRUE
8340,Fiber,Fiber,Fiber,2856738-2,TRUE
8351,Fiber,Fiber,Fiber,2857122-1,TRUE
8353,Fiber,Fiber,Fiber,2857168-1,TRUE
8361,Fiber,Fiber,Fiber,2857322-1,TRUE
8368,Fiber,Fiber,Fiber,2857441-1,TRUE
8383,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2857752-1,TRUE
8387,Fiber,Fiber,Fiber,2857871-1,TRUE
8394,Fiber,Fiber,Fiber,2858180-1,TRUE
8405,Fiber,Fiber,Fiber,2858523-1,TRUE
8414,Fiber,Fiber,Fiber,2858889-1,TRUE
8415,Fiber,Fiber,Fiber,2858934-2,TRUE
8423,Fiber,Fiber,Other / Uncategorized,2859258-2,TRUE
8425,Fiber,Fiber,Fiber,2859301-1,TRUE
8431,Fiber,Fiber,Fiber,2859525-1,TRUE
8437,Fiber,Fiber,Fiber,2859688-1,TRUE
8442,Cable / DSL,Cable / DSL,Cable / DSL,2860000-1,TRUE
8450,Cable / DSL,Cable / DSL,Other / Uncategorized,2860216-3,TRUE
8461,Fiber,Fiber,Fiber,2860588-1,TRUE
8469,Fiber,Fiber,Fiber,2860669-1,TRUE
8474,Fixed Wireless,Fixed Wireless,Fixed Wireless,2860903-2,TRUE
8475,Fixed Wireless,Fixed Wireless,Fixed Wireless,2860903-3,TRUE
8476,Other / Uncategorized,Other / Uncategorized,Fiber,2860917-1,TRUE
8477,Fiber,Fiber,Fiber,2860973-1,TRUE
8478,Other / Uncategorized,Other / Uncategorized,Fiber,2861022-1,TRUE
8484,Fiber,Fiber,Fiber,2861274-1,TRUE
8492,Fiber,Fiber,Other / Uncategorized,2861594-2,TRUE
8500,Fiber,Fiber,Fiber,2862026-2,TRUE
8502,Fiber,Fiber,Fiber,2862060-1,TRUE
8506,Fiber,Fiber,Fiber,2862066-1,TRUE
8526,Fiber,Fiber,Fiber,2862977-10,TRUE
8531,Fiber,Fiber,Fiber,2862977-3,TRUE
8537,Fiber,Fiber,Fiber,2862977-9,TRUE
8538,Fiber,Fiber,Fiber,2863028-1,TRUE
8544,Fiber,Fiber,Fiber,2863188-1,TRUE
8554,Fiber,Fiber,Fiber,2863514-1,TRUE
8558,Fiber,Fiber,Fiber,2863785-1,TRUE
8574,Fiber,Fiber,Fiber,2864190-1,TRUE
8586,Fiber,Fiber,Fiber,2864414-1,TRUE
8588,Fiber,Fiber,Fiber,2864432-1,TRUE
8614,Fiber,Fiber,Fiber,2865044-1,TRUE
8624,Fiber,Fiber,Fiber,2865258-1,TRUE
8626,Fiber,Fiber,Fiber,2865279-1,TRUE
8638,Fiber,Fiber,Fiber,2865341-1,TRUE
8646,Fiber,Fiber,Fiber,2865564-1,TRUE
8649,Fiber,Fiber,Fiber,2865583-1,TRUE
8653,Fiber,Fiber,Other / Uncategorized,2865705-1,TRUE
8658,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2865826-1,TRUE
8663,Fiber,Fiber,Fiber,2866038-1,TRUE
8674,Copper,Copper,Copper,2866198-3,TRUE
8683,Fiber,Fiber,Fiber,2866329-1,TRUE
8685,Fiber,Fiber,Fiber,2866368-1,TRUE
8689,Fiber,Fiber,Fiber,2866508-1,TRUE
8697,Fiber,Fiber,Fiber,2866775-1,TRUE
8709,Fiber,Fiber,Fiber,2867197-1,TRUE
8722,Fiber,Fiber,Fiber,2867589-2,TRUE
8734,Fiber,Fiber,Other / Uncategorized,2867978-1,TRUE
8760,Fiber,Fiber,Fiber,2868665-1,TRUE
8770,Fiber,Fiber,Fiber,2868875-1,TRUE
8778,Fiber,Fiber,Fiber,2868995-1,TRUE
8780,Fixed Wireless,Fixed Wireless,Other / Uncategorized,2869037-1,TRUE
8789,Fiber,Fiber,Fiber,2869572-1,TRUE
8798,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2869716-1,TRUE
8800,Fiber,Fiber,Fiber,2869739-1,TRUE
8804,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2869840-1,TRUE
8806,Copper,Copper,Copper,2869878-1,TRUE
8818,Fiber,Fiber,Fiber,2870075-2,TRUE
8819,Fiber,Fiber,Fiber,2870089-1,TRUE
8821,Fiber,Fiber,Fiber,2870152-1,TRUE
