line_item_id,district_esh_id,district_name,ben,free_and_reduced,service_provider_name,providers_typical_category,consultants_typical_category,consultant_name,postal_cd,highest_connect_type,num_of_services,bandwidth_in_mbps,copper_line,num_students,connect_category,cost_per_line,frn_complete
102944,928872,CUT BANK H S,134932,331,"Northern Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Insufficient data,5,150.0,false,509,Cable / DSL,18000.0,2742632-1
102946,928832,CAYUSE PRAIRIE ELEM,135178,42,"Mountain Digital Enterprises, LLC",Cable / DSL,Other / Uncategorized,John Hubley,MT,Cable / DSL,1,20.0,false,205,Cable / DSL,8995.28,2728674-1
102947,928926,FROID H S,134811,34,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,61,Fiber,3081.6,2722867-1
102951,929152,TERRY K-12 SCHOOLS,134899,73,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,3,50.0,false,139,Cable / DSL,4050.0,2746088-1
102964,928774,AUGUSTA H S,134911,47,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,20.0,false,80,Cable / DSL,4319.4,2726674-1
102967,928769,ANDERSON ELEM,135061,20,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,20.0,false,209,Cable / DSL,1740.0,2727827-1
102975,929037,MEDICINE LAKE K-12 SCHOOLS,134818,44,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,121,Fiber,3081.6,2722883-1
102983,928813,BROADVIEW H S,134708,67,Rural Broadband LLC,Fixed Wireless,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,10.0,false,90,Fixed Wireless,4320.0,2745099-1
102984,928835,ST IGNATIUS K-12 SCHOOLS,135153,344,"Blackfoot Telephone Cooperative, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,20.0,false,466,Cable / DSL,16915.56,2746641-1
102988,928886,DILLON ELEM,135072,291,"Bresnan Communications, LLC",Fiber,Other / Uncategorized,John Hubley,MT,Fiber,1,70.0,false,680,Fiber,20400.0,2746891-1
102995,928750,DUTTON/BRADY K-12 SCHOOLS,134936,90,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,3,16.0,false,166,Cable / DSL,959.4,2742374-1
103000,929166,TWIN BRIDGES K-12 SCHOOLS,135096,97,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Other / Uncategorized,John Hubley,MT,Cable / DSL,2,20.0,false,243,Cable / DSL,3659.4,2728589-1
103003,929077,PLENTYWOOD K-12 SCHOOLS,134826,85,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,368,Fiber,3081.6,2723483-1
103005,929052,NASHUA K-12 SCHOOLS,134819,4,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,130,Fiber,3081.6,2724251-1
103012,929113,SACO H S,134829,30,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,35,Fiber,3201.6,2724931-1
103030,929195,WHITE SULPHUR SPGS H S,135038,129,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,4,100.0,false,165,Fiber,2388.0,2758763-1
103031,928973,HELLGATE ELEM,135110,616,"Blackfoot Communications, Inc.",Fixed Wireless,Other / Uncategorized,John Hubley,MT,Fiber,1,50.0,false,1351,Fiber,27000.0,2726084-1
103046,928952,GREAT FALLS H S,134909,4645,"Bresnan Communications, LLC",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,21,100.0,false,7171,Fiber,4673.64,2724528-1
103050,929107,ROSEBUD K-12,134898,66,"Range Telephone Coop., Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,6,4.0,false,,Cable / DSL,801.0,2746833-1
103063,929169,VALIER H S,134978,88,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,6.0,false,118,Cable / DSL,719.4,2742095-1
103068,928857,CONRAD H S,134926,127,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,6,50.0,false,571,Cable / DSL,6689.4,2742604-1
103073,928977,COTTONWOOD ELEM,134981,0,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Marie Roach,MT,Cable / DSL,2,3.0,true,19,Fixed Wireless,1559.88,2733873-1
103084,928840,CHINOOK H S,134996,124,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,4,10000.0,false,255,Fiber,1440.0,2737854-1
103086,929201,ROCKY BOY H S,134989,555,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Insufficient data,3,100.0,false,414,Fiber,2448.0,2738240-1
103088,928793,BIG SANDY H S,134986,95,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,171,Fiber,2388.0,2738180-1
103094,929040,MELSTONE H S,134746,40,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,86,Fiber,0,2725426-1
103095,928864,CULBERTSON H S,134804,58,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,81,Fiber,3021.6,2725465-1
103098,929029,ALDER ELEM,135046,6,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Other / Uncategorized,John Hubley,MT,Cable / DSL,1,6.0,false,13,Cable / DSL,719.4,2722434-1
103117,929159,TREGO ELEM,135196,20,"InterBel Telephone Cooperative, Inc.",Cable / DSL,Other / Uncategorized,John Hubley,MT,Cable / DSL,1,6.0,false,30,Cable / DSL,1199.4,2727031-1
103120,928760,SHIELDS VALLEY H S,134774,61,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,20.0,false,121,Cable / DSL,1056.0,2728658-2
103121,928760,SHIELDS VALLEY H S,134774,61,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,20.0,false,121,Cable / DSL,1056.0,2728658-1
103137,929116,SCOBEY K-12 SCHOOLS,134831,42,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,259,Fiber,3081.6,2723492-1
103139,929064,PARK CITY H S,134753,79,"Bresnan Communications, LLC",Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,30.0,false,265,Cable / DSL,958.8,2725543-1
103152,928997,JUDITH GAP H S,134953,9,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,19,Fiber,2388.0,2759818-1
103164,929142,SUNBURST K-12 SCHOOLS,134975,56,"Northern Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Fiber,3,100.0,false,229,Fiber,1344.6,2740666-1
103165,929142,SUNBURST K-12 SCHOOLS,134975,56,"Northern Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Fiber,3,75.0,false,229,Cable / DSL,9105.6,2740669-1
103172,929172,VIDA ELEM,134841,0,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,0.75,false,25,Cable / DSL,403.2,2725439-2
103173,929172,VIDA ELEM,134841,0,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,5.0,false,25,Cable / DSL,907.2,2725439-1
103175,929047,MONFORTON ELEM,135060,81,Montana Opticom LLC,Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,50.0,false,297,Fiber,6300.0,2725418-1
103183,928772,ARROWHEAD ELEM,134754,30,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,20.0,false,58,Cable / DSL,1559.58,2746789-1
103201,928933,GARFIELD COUNTY H S,231193,55,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,50.0,false,99,Cable / DSL,4300.0,2722155-1
103203,928882,DENTON H S,134934,22,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,47,Fiber,2388.0,2731451-1
103206,929130,SIMMS H S,134972,119,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,5,6.0,false,174,Cable / DSL,719.4,2732236-1
103213,928783,BEAVERHEAD COUNTY H S,135071,57,"Bresnan Communications, LLC",Fiber,Other / Uncategorized,John Hubley,MT,Fiber,1,100.0,false,355,Fiber,15600.0,2738634-1
103233,928854,COLUMBIA FALLS H S,135184,1091,"Bresnan Communications, LLC",Fiber,No Consultant,No Consultant,MT,Fiber,2,1000.0,false,1404,Fiber,45600.0,2734523-1
103235,929115,SAVAGE H S,134830,35,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,50.0,false,84,Cable / DSL,4050.0,2737399-1
103237,928965,HARLOWTON H S,134727,166,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,3,100.0,false,74,Fiber,2388.0,2763332-1
103238,928965,HARLOWTON H S,134727,166,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,3,12.0,false,74,Cable / DSL,948.0,2763333-1
103239,928965,HARLOWTON H S,134727,166,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,3,1.0,false,74,Cable / DSL,588.0,2763334-1
103240,928919,FORT BENTON H S,134943,76,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,180,Fiber,2388.0,2766035-1
103242,928928,FRONTIER ELEM,134794,75,"NEMONT COMMUNICATIONS, INC.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,139,Fiber,3021.6,2722283-1
103246,928789,BELT H S,134912,122,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Fiber,1,30.0,false,332,Fiber,5291.4,2730293-1
103248,928984,HOT SPRINGS K-12,135134,120,Hot Springs Telephone Co.,Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,30.0,false,0,Fiber,4248.0,2731181-1
103249,928888,DIXON ELEM,135124,45,"Blackfoot Telephone Cooperative, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,15.0,false,51,Cable / DSL,1140.0,2731297-1
103252,928905,FAIR-MONT-EGAN ELEM,135179,29,"Mountain Digital Enterprises, LLC",Cable / DSL,Other / Uncategorized,John Hubley,MT,Insufficient data,1,35.0,false,165,Other / Uncategorized,8811.0,2738467-1
103274,929141,CENTERVILLE H S,134968,109,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,50.0,false,196,Cable / DSL,6599.4,2734258-1
103276,928811,POWDER RIVER CO DIST H S,134865,70,"Range Telephone Coop., Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,,2,10.0,false,143,Other / Uncategorized,12806.4,2735390-1
103294,929130,SIMMS H S,134972,119,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,5,15.0,false,174,Cable / DSL,2999.4,2732216-1
103303,928939,GERALDINE K-12,134947,59,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,0,Fiber,2388.0,2761806-1
103304,928856,COLUMBUS H S,134711,116,"CenturyLink Qwest Communications Company, LLC",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,20.0,false,656,Other / Uncategorized,6175.44,2728727-1
103305,928856,COLUMBUS H S,134711,116,"Bresnan Communications, LLC",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,656,Fiber,8050.0,2728731-1
103326,928930,GALLATIN GATEWAY ELEM,135078,41,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,20.0,false,159,Cable / DSL,1703.28,2730787-1
103330,929099,REED POINT H S,134762,12,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,28,Fiber,2388.0,2721467-1
103332,928874,DAVEY ELEM,134982,3,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Marie Roach,MT,Cable / DSL,1,3.0,true,15,Cable / DSL,468.0,2735789-1
103337,928932,GARDINER H S,134718,38,"CenturyLink Qwest Communications Company, LLC",Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,50.0,false,142,Cable / DSL,21600.0,2757742-1
103342,929031,MALTA K-12 SCHOOLS,135010,233,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,4,100.0,false,490,Fiber,2388.0,2724939-1
103345,929031,MALTA K-12 SCHOOLS,135010,233,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,4,0.5,false,490,Cable / DSL,420.0,2724947-1
103349,929149,SWEET GRASS COUNTY H S,134701,36,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,3,100.0,false,179,Fiber,2388.0,2721951-1
103355,928896,EKALAKA ELEM,226990,36,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Fiber,3,100.0,false,74,Fiber,7200.0,2736562-1
103358,928835,ST IGNATIUS K-12 SCHOOLS,135153,344,Ronan Telephone Company,Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,50.0,false,466,Fiber,9707.0,2756091-1
103363,929176,WEST YELLOWSTONE K-12,135099,104,"Fretel Communications, LLC",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,20.0,false,228,Fiber,12000.0,2767334-1
103366,928837,CHARLO H S,135118,142,Ronan Telephone Company,Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,60.0,false,85,Fiber,14364.0,2730597-1
103372,928871,CUSTER K-12 SCHOOLS,134713,35,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,1,50.0,false,76,Cable / DSL,4050.0,2736487-1
103375,929008,LAMBERT H S,134817,24,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,79,Fiber,7450.0,2736872-1
103377,928894,EAST GLACIER PARK ELEM,134938,25,Ronan Telephone Company,Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,50.0,false,36,Fiber,14202.0,2762701-1
103384,929031,MALTA K-12 SCHOOLS,135010,233,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,4,100.0,false,490,Fiber,2388.0,2724943-1
103388,928970,HAYS-LODGE POLE K-12 SCHLS,135005,199,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,3,100.0,false,208,Fiber,2388.0,2737256-1
103392,928980,HOBSON K-12 SCHOOLS,134952,29,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,105,Fiber,2388.0,2763412-1
103394,929135,STANFORD K-12 SCHOOLS,134974,39,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,100.0,false,99,Fiber,2388.0,2761143-1
103410,929050,MOORE H S,134962,46,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,1,100.0,false,113,Fiber,2388.0,2762272-1
103412,928965,HARLOWTON H S,134727,166,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,3,50.0,false,74,Cable / DSL,1188.0,2763331-1
103419,929130,SIMMS H S,134972,119,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,5,30.0,false,174,Cable / DSL,5159.4,2732233-1
103431,929014,LAVINA K-12 SCHOOLS,134737,33,"Mid-Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,50.0,false,,Cable / DSL,0,2730045-1
103446,929141,CENTERVILLE H S,134968,109,"3 Rivers Telephone Cooperative, Inc.",Cable / DSL,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,6.0,false,196,Cable / DSL,719.4,2734264-1
103449,928963,HARLEM H S,135003,551,"Central Montana Communications, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,5,100.0,false,423,Fiber,2388.0,2737384-1
103458,928829,VAUGHN ELEM,134979,67,Montana Internet Corporation,Fixed Wireless,Cable / DSL,Jack Sterling,MT,Fixed Wireless,1,30.0,false,113,Fixed Wireless,9120.0,2736107-1
103461,928894,EAST GLACIER PARK ELEM,134938,25,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Fiber,2,7.0,false,36,Cable / DSL,768.0,2760896-1
103463,928766,AMSTERDAM ELEM,135088,60,CenturyLink Qwest Corporation,Fiber,Cable / DSL,Jack Sterling,MT,Cable / DSL,2,20.0,false,154,Cable / DSL,1392.0,2728724-1
103470,929054,NOXON H S,16033377,179,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,5,100.0,false,112,Fiber,2388.0,2739330-1
103472,929054,NOXON H S,16033377,179,"Triangle Telephone Cooperative Association, Inc.",Fiber,Cable / DSL,Jack Sterling,MT,Fiber,5,100.0,false,112,Fiber,2388.0,2739336-1
103503,929471,ASHE COUNTY SCHOOLS,127052,1990,"SkyBest Communications, Inc.",Fiber,No Consultant,No Consultant,NC,Fiber,6,10000.0,false,3316,Fiber,35868.0,2753674-1
103541,929541,DUPLIN COUNTY SCHOOLS,126990,6783,CenturyLink Carolina Telephone and Telegraph Co FKA Embarq,Fiber,No Consultant,No Consultant,NC,Fiber,17,5000.0,false,9514,Fiber,48375.0,2724476-1
103542,929541,DUPLIN COUNTY SCHOOLS,126990,6783,CenturyLink Carolina Telephone and Telegraph Co FKA Embarq,Fiber,No Consultant,No Consultant,NC,Fiber,17,1000.0,false,9514,Fiber,19764.70588235294,2724476-2
103545,929471,ASHE COUNTY SCHOOLS,127052,1990,Skyline Telephone Membership Corporation,Fiber,No Consultant,No Consultant,NC,Fiber,6,1000.0,false,3316,Fiber,26901.0,2754392-1
103552,929538,DARE COUNTY SCHOOLS,126928,2156,"Charter Fiberlink NC-CCO, LLC",Fiber,Fiber,Gregory Shipley,NC,Fiber,10,100.0,false,5088,Fiber,5880.0,2728458-3
103553,929538,DARE COUNTY SCHOOLS,126928,2156,"Charter Fiberlink NC-CCO, LLC",Fiber,Fiber,Gregory Shipley,NC,Fiber,10,1000.0,false,5088,Fiber,11481.0,2728458-2
103554,929538,DARE COUNTY SCHOOLS,126928,2156,"Charter Fiberlink NC-CCO, LLC",Fiber,Fiber,Gregory Shipley,NC,Fiber,10,10000.0,false,5088,Fiber,69984.0,2728458-1
103559,929471,ASHE COUNTY SCHOOLS,127052,1990,"SkyBest Communications, Inc.",Fiber,No Consultant,No Consultant,NC,Fiber,6,8.0,false,3316,Cable / DSL,703.92,2754443-1
103657,929567,KANNAPOLIS CITY SCHOOLS,126949,3902,"Time Warner Cable Information Services (North Carolina), LLC",Fiber,No Consultant,No Consultant,NC,Fiber,10,1000.0,false,5511,Fiber,22800.0,2742724-1
103658,929567,KANNAPOLIS CITY SCHOOLS,126949,3902,"Time Warner Cable Information Services (North Carolina), LLC",Fiber,No Consultant,No Consultant,NC,Fiber,10,2000.0,false,5511,Fiber,43776.0,2742724-2
103699,929394,ALEXANDER COUNTY SCHOOLS,127066,2848,"Charter Fiberlink NC-CCO, LLC",Fiber,Other / Uncategorized,CINDY JOHNSON,NC,Fiber,11,1000.0,false,5385,Fiber,7978.56,2737419-2
103700,929394,ALEXANDER COUNTY SCHOOLS,127066,2848,"Charter Fiberlink NC-CCO, LLC",Fiber,Other / Uncategorized,CINDY JOHNSON,NC,Fiber,11,10000.0,false,5385,Fiber,60770.64,2737419-1
103713,929394,ALEXANDER COUNTY SCHOOLS,127066,2848,Charter Communications,Fiber,Other / Uncategorized,CINDY JOHNSON,NC,Fiber,11,50.0,false,5385,Fiber,9000.0,2737439-1
104024,935904,ANSELMO-MERNA PUBLIC SCHOOLS,138802,86,Nebraska Link LLC,Fiber,Fiber,Jacqui Garrison,NE,Fiber,11,100.0,false,231,Fiber,20628.6,2744817-1
104024,935904,ANSELMO-MERNA PUBLIC SCHOOLS,138802,86,Nebraska Link LLC,Fiber,Fiber,Sue Rains,NE,Fiber,11,100.0,false,231,Fiber,20628.6,2744817-1
104061,936161,RALSTON PUBLIC SCHOOLS,138315,1626,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,20,1000.0,false,3135,Fiber,22459.56,2723613-1
104068,936170,SCOTTSBLUFF PUBLIC SCHOOLS,139197,1710,Allo Communications LLC,Fiber,No Consultant,No Consultant,NE,Fiber,17,200.0,false,3081,Fiber,4200.0,2752729-3
104075,936064,ELKHORN PUBLIC SCHOOLS,138235,499,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,14,1000.0,false,6459,Fiber,22459.56,2722994-1
104077,936031,BEATRICE PUBLIC SCHOOLS,138332,961,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,17,1000.0,false,2168,Fiber,22459.56,2722538-1
104120,936018,ANSLEY PUBLIC SCHOOLS,138728,66,Nebraska Link LLC,Fiber,Fiber,Sue Rains,NE,Fiber,11,100.0,false,165,Fiber,26241.72,2722456-1
104133,936030,BATTLE CREEK PUBLIC SCHOOLS,138591,113,"Great Plains Communications, Inc.",Fiber,No Consultant,No Consultant,NE,,11,100.0,false,416,Other / Uncategorized,32100.0,2723905-1
104137,936208,YORK PUBLIC SCHOOLS,138455,530,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,13,1000.0,false,1299,Fiber,21817.8,2727473-1
104146,935962,HEARTLAND COMMUNITY SCHOOLS,197057,76,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,11,1000.0,false,319,Fiber,21817.8,2724320-1
104161,935932,TEKAMAH-HERMAN COMMUNITY SCHS,138287,196,Nebraska Link LLC,Fiber,No Consultant,No Consultant,NE,Fiber,11,100.0,false,568,Fiber,20076.0,2727027-1
104203,935952,CENTENNIAL PUBLIC SCHOOLS,138442,181,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,13,1000.0,false,457,Fiber,22459.56,2722669-1
104222,935915,ELKHORN VALLEY SCHOOLS,138695,140,CITIZENS TEL OF NEBRASKA,Fiber,No Consultant,No Consultant,NE,,11,100.0,false,327,Other / Uncategorized,25020.0,2723669-1
104223,936105,LYNCH PUBLIC SCHOOLS,138622,51,Nebraska Link LLC,Fiber,No Consultant,No Consultant,NE,,11,40.0,false,90,Other / Uncategorized,22740.0,2724731-1
104228,935948,FRIEND PUBLIC SCHOOLS,138378,78,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,11,1000.0,false,283,Fiber,21817.8,2724313-1
104237,936026,AURORA PUBLIC SCHOOLS,138731,397,Hamilton Long Distance Company,Fiber,No Consultant,No Consultant,NE,Fiber,10,250.0,false,1225,Fiber,23287.2,2725955-1
104258,936021,ARCADIA PUBLIC SCHOOLS,138729,59,Nebraska Link LLC,Fiber,Fiber,Jacqui Garrison,NE,Fiber,11,100.0,false,116,Fiber,25931.64,2722744-1
104258,936021,ARCADIA PUBLIC SCHOOLS,138729,59,Nebraska Link LLC,Fiber,Fiber,Sue Rains,NE,Fiber,11,100.0,false,116,Fiber,25931.64,2722744-1
104332,936073,GIBBON PUBLIC SCHOOLS,138771,324,"Charter Fiberlink - Nebraska, LLC",Fiber,Fiber,Sue Rains,NE,Fiber,11,200.0,false,629,Fiber,6257.76,2733146-1
104333,936031,BEATRICE PUBLIC SCHOOLS,138332,961,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,17,1000.0,false,2168,Fiber,8983.8,2728673-1
104356,936147,OSMOND COMMUNITY SCHOOLS,138658,70,Nebraska Link LLC,Fiber,No Consultant,No Consultant,NE,Fiber,11,40.0,false,219,Fiber,13632.0,2724531-1
104404,935899,DAVID CITY PUBLIC SCHOOLS,138504,338,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,NE,Fiber,11,10.0,false,682,Fiber,5400.0,2730229-1
104425,936036,BLOOMFIELD COMMUNITY SCHOOLS,138595,81,"Great Plains Communications, Inc.",Fiber,No Consultant,No Consultant,NE,,10,100.0,false,244,Other / Uncategorized,28512.0,2718349-1
104427,935917,ASHLAND-GREENWOOD PUBLIC SCHS,138217,291,"Windstream Communications, Inc.",Other / Uncategorized,No Consultant,No Consultant,NE,Fiber,10,100.0,false,854,Fiber,9600.0,2719477-1
104448,936016,ALLEN CONSOLIDATED SCHOOLS,138567,90,Nebraska Link LLC,Fiber,No Consultant,No Consultant,NE,,10,100.0,false,229,Other / Uncategorized,41520.0,2718499-1
104467,936032,BELLEVUE PUBLIC SCHOOLS,138223,3236,"Cox Nebraska Telcom, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,32,1000.0,false,10066,Fiber,9600.0,2718391-1
104474,936052,CROFTON COMMUNITY SCHOOLS,138606,130,"Great Plains Communications, Inc.",Fiber,No Consultant,No Consultant,NE,Fiber,11,100.0,false,350,Other / Uncategorized,25320.0,2721678-1
104476,936052,CROFTON COMMUNITY SCHOOLS,138606,130,"Great Plains Communications, Inc.",Fiber,No Consultant,No Consultant,NE,Fiber,11,40.0,false,350,Fiber,16800.0,2721686-1
104489,936023,ARLINGTON PUBLIC SCHOOLS,138215,107,"Unite Private Networks, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,11,1000.0,false,553,Fiber,22459.56,2720697-1
104508,936148,OVERTON PUBLIC SCHOOLS,138814,172,"Charter Fiberlink - Nebraska, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,11,300.0,false,322,Fiber,5983.2,2718490-1
104516,936034,BERTRAND PUBLIC SCHOOLS,138863,91,"Charter Fiberlink - Nebraska, LLC",Fiber,Fiber,CRAIG PETERSON,NE,Fiber,12,200.0,false,266,Fiber,6600.0,2737490-1
104516,936034,BERTRAND PUBLIC SCHOOLS,138863,91,"Charter Fiberlink - Nebraska, LLC",Fiber,Fiber,Wade Gibson,NE,Fiber,12,200.0,false,266,Fiber,6600.0,2737490-1
104524,936075,GOTHENBURG PUBLIC SCHOOLS,138999,279,"Charter Fiberlink - Nebraska, LLC",Fiber,No Consultant,No Consultant,NE,Fiber,11,200.0,false,927,Fiber,6600.0,2722020-1
104547,935930,AMHERST PUBLIC SCHOOLS,138726,93,"Charter Fiberlink - Nebraska, LLC",Fiber,Fiber,Sue Rains,NE,Fiber,11,200.0,false,327,Fiber,6228.0,2720732-1
