"esh_id","name","city","postal_cd","district_size","locale","num_students","discount_rate_c2","outreach_status__c","c2_consultants","c1_consultants"
889893,"Columbia County Board Of Education","EVANS","GA","Large","Suburban",25170,0.5,"Not a Prospect",NA,NA
889899,"Dade County School District","TRENTON","GA","Small","Town",2070,0.8,"Not a Prospect",NA,"K12 Consultants"
889901,"Dawson County School District","DAWSONVILLE","GA","Medium","Rural",3406,0.7,"Not a Prospect",NA,NA
889904,"De Kalb County School District","STONE MOUNTAIN","GA","Mega","Suburban",90573,0.85,"Not a Prospect","Educational Funding Group","Educational Funding Group"
889905,"Dodge County School District","EASTMAN","GA","Small","Rural",3127,0.85,"Not a Prospect",NA,"Ed Tech Consulting"
889906,"Dooly County School System","VIENNA","GA","Small","Rural",1307,0.85,"Not a Prospect",NA,"Universal Funding Consultants Inc"
889912,"Echols County Board Of Education","STATENVILLE","GA","Small","Rural",773,0.85,"Not a Prospect",NA,"K12 Consultants"
889915,"Emanuel County School Dist","SWAINSBORO","GA","Medium","Town",4047,0.85,"Potential Wi-Fi Prospect",NA,NA
889916,"Evans County School District","CLAXTON","GA","Small","Rural",1775,0.85,"Not a Prospect","Epic Communications","Epic Communications"
889917,"Fannin County School District","BLUE RIDGE","GA","Small","Rural",2929,0.8,"Not a Prospect",NA,"K12 Consultants"
889919,"Floyd County School District","ROME","GA","Large","Rural",9602,0.8,"Potential Wi-Fi Prospect",NA,"Funding Consultants LLC"
889924,"Gilmer County School District","ELLIJAY","GA","Medium","Town",4146,0.8,"Not a Prospect",NA,"Morrow & Morrow Inc"
889925,"Glascock County School Dist","GIBSON","GA","Tiny","Rural",570,0.8,"Not a Prospect","Funding Consultants LLC","Funding Consultants LLC"
889926,"Glynn County School District","BRUNSWICK","GA","Large","Urban",12588,0.8,"Potential Fiber Prospect",NA,"K12 Consultants"
889928,"Grady County School District","CAIRO","GA","Medium","Town",4396,0.85,"Not a Prospect",NA,"Ed Tech Consulting"
889929,"Greene County School District","GREENSBORO","GA","Small","Town",1306,0.85,"Not a Prospect","Universal Funding Consultants Inc","Universal Funding Consultants Inc"
889932,"Habersham County School Dist","CLARKESVILLE","GA","Medium","Rural",6724,0.8,"Not a Prospect","Allen & Allen Consulting LLC","Allen & Allen Consulting LLC"
889933,"Hall County School System","GAINESVILLE","GA","Large","Rural",18170,0.8,"Not a Prospect","Ed Tech Consulting","Ed Tech Consulting"
889936,"Harris County School District","HAMILTON","GA","Medium","Rural",5071,0.7,"Not a Prospect",NA,NA
889938,"Heard County School District","FRANKLIN","GA","Small","Rural",1899,0.8,"Not a Prospect","Universal Funding Consultants Inc","Universal Funding Consultants Inc"
889944,"Jeff Davis Co School District","HAZLEHURST","GA","Small","Town",2921,0.85,"Not a Prospect",NA,"Ed Tech Consulting"
889945,"Jefferson City School District","JEFFERSON","GA","Small","Town",3131,0.6,"Not a Prospect",NA,NA
889947,"Jenkins County School District","MILLEN","GA","Small","Rural",1190,0.85,"Not a Prospect",NA,NA
889950,"Jones County School District","GRAY","GA","Medium","Rural",5187,0.8,"Not a Prospect","K12 Consultants","K12 Consultants"
889951,"Lamar County School District GA","BARNESVILLE","GA","Small","Town",2531,0.8,"Not a Prospect","Ed Tech Consulting",NA
889952,"Lanier County School District","LAKELAND","GA","Small","Town",1663,0.85,"Not a Prospect",NA,"K12 Consultants"
889954,"Lee County School District","LEESBURG","GA","Medium","Town",6284,0.7,"Not a Prospect","K12 Consultants","K12 Consultants"
889961,"Macon County School System","OGLETHORPE","GA","Small","Town",1514,0.85,"Not a Prospect","Epic Communications","Epic Communications"
889962,"Madison County School District","DANIELSVILLE","GA","Medium","Rural",4708,0.8,"Not a Prospect",NA,NA
889971,"Monroe County School District","FORSYTH","GA","Small","Rural",3813,0.8,"Not a Prospect","Universal Funding Consultants Inc","Universal Funding Consultants Inc"
889974,"Murray County School District","CHATSWORTH","GA","Medium","Suburban",7374,0.85,"Not a Prospect","K12 Consultants","K12 Consultants"
889976,"Newton County School District","COVINGTON","GA","Large","Suburban",18954,0.8,"Not a Prospect",NA,"K12 Consultants"
889979,"Paulding County School Dist","DALLAS","GA","Large","Suburban",28332,0.6,"Not a Prospect",NA,NA
889981,"Pelham City School District","PELHAM","GA","Small","Rural",1413,0.85,"Not a Prospect",NA,"Universal Funding Consultants Inc"
889982,"Pickens County School District","JASPER","GA","Medium","Rural",4272,0.8,"Not a Prospect",NA,"K12 Consultants"
889984,"Pike County School District (Boe)","ZEBULON","GA","Small","Rural",3340,0.7,"Not a Prospect",NA,"Universal Funding Consultants Inc"
889985,"Polk County School District","CEDARTOWN","GA","Medium","Town",7396,0.85,"Not a Prospect",NA,"K12 Consultants"
889988,"Pulaski County School District","HAWKINSVILLE","GA","Small","Town",1321,0.85,"Potential Wi-Fi Prospect",NA,"K12 Consultants"
889989,"Putnam County School District","EATONTON","GA","Small","Rural",2709,0.85,"Not a Prospect",NA,"Universal Funding Consultants Inc"
889993,"Richmond County School Dist","AUGUSTA","GA","Mega","Urban",30156,0.85,"Not a Prospect","Funding Consultants LLC","Funding Consultants LLC"
889995,"Rome City School District","ROME","GA","Medium","Urban",6052,0.8,"Not a Prospect",NA,"MATLOCK SERVICES, LLC"
889996,"Schley County Board Of Educ","ELLAVILLE","GA","Small","Rural",1316,0.8,"Not a Prospect",NA,NA
889997,"Screven County School District","SYLVANIA","GA","Small","Town",2259,0.85,"Not a Prospect",NA,"Morrow & Morrow Inc"
890001,"Stewart County School District","LUMPKIN","GA","Small","Rural",474,0.85,"Not a Prospect",NA,"Morrow & Morrow Inc"
890002,"Sumter County Schools","AMERICUS","GA","Medium","Rural",4504,0.85,"Not a Prospect",NA,"Morrow & Morrow Inc"
890005,"Tattnall County School District","REIDSVILLE","GA","Medium","Town",3557,0.85,"Not a Prospect",NA,"Epic Communications"
890006,"Taylor County School District","Butler","GA","Small","Rural",1376,0.8,"Not a Prospect","K12 Consultants","K12 Consultants"
890009,"Thomas County Board Of Education","THOMASVILLE","GA","Medium","Town",5166,0.8,"Not a Prospect","Universal Funding Consultants Inc","Universal Funding Consultants Inc"
890011,"Tift County School District","TIFTON","GA","Medium","Town",7608,0.85,"Not a Prospect",NA,"K12 Consultants"
890012,"Toombs County School District","LYONS","GA","Small","Town",2844,0.85,"Not a Prospect","Epic Communications","Epic Communications"
890014,"Treutlen County School Dist","SOPERTON","GA","Small","Rural",1134,0.85,"Not a Prospect",NA,NA
890016,"Turner County School District","ASHBURN","GA","Small","Town",1339,0.85,"Not a Prospect","Universal Funding Consultants Inc","Universal Funding Consultants Inc"
890018,"Twiggs County School District","JEFFERSONVILLE","GA","Small","Rural",878,0.85,"Not a Prospect","Allen & Allen Consulting LLC","Allen & Allen Consulting LLC"
890021,"Valdosta City School District","VALDOSTA","GA","Medium","Urban",7861,0.85,"Not a Prospect",NA,NA
890022,"Vidalia City School District","VIDALIA","GA","Small","Town",2410,0.8,"Not a Prospect",NA,NA
890023,"Walker County School District","LAFAYETTE","GA","Medium","Rural",8801,0.8,"Not a Prospect",NA,"K12 Consultants"
890025,"Ware County School District","WAYCROSS","GA","Medium","Town",5764,0.85,"Not a Prospect",NA,"K12 Consultants"
890034,"Wilcox County School District","ABBEVILLE","GA","Small","Rural",1180,0.85,"Not a Prospect","Universal Funding Consultants Inc","Universal Funding Consultants Inc"
894140,"Okoboji Community School District","MILFORD","IA","Small","Town",933,0.7,"Potential Fiber Prospect","E-Rate Complete","E-Rate Complete"
894146,"Riverside Community Sch Dist","CARSON","IA","Small","Rural",602,0.7,"Potential Fiber Prospect","CRW Consulting","CRW Consulting"
894178,"Ballard Community School Dist","HUXLEY","IA","Small","Rural",1709,0.5,"Potential Fiber Prospect",NA,NA
894182,"Bedford Community School Dist","BEDFORD","IA","Small","Rural",445,0.8,"Potential Wi-Fi Prospect",NA,NA
894189,"Eddyville Blakesburg Fremont Csd","EDDYVILLE","IA","Small","Rural",903,0.7,"Not a Prospect",NA,NA
894212,"Central Lee Comm School Dist","DONNELLSON","IA","Small","Rural",1068,0.7,"Not a Prospect",NA,NA
894217,"Cherokee Comm School District","CHEROKEE","IA","Small","Rural",1009,0.7,"Not a Prospect",NA,NA
894251,"Des Moines Public Schools","DES MOINES","IA","Mega","Urban",31236,0.85,"Potential Wi-Fi Prospect",NA,NA
894276,"Essex Community School Dist","ESSEX","IA","Small","Rural",221,0.7,"Not a Prospect",NA,NA
894278,"Exira Comm School District","EXIRA","IA","Small","Rural",361,0.7,"Fiber Prospect",NA,NA
894298,"Glidden-Ralston Comm Sch Dist","GLIDDEN","IA","Small","Rural",309,0.6,"Not a Prospect","E-Rate Complete","E-Rate Complete"
894319,"Indianola Comm School District","INDIANOLA","IA","Medium","Town",3503,0.6,"Potential Wi-Fi Prospect",NA,NA
894329,"Keokuk Community School Dist","KEOKUK","IA","Small","Town",1844,0.8,"Not a Prospect",NA,NA
894330,"Keota Community School Dist","KEOTA","IA","Small","Rural",307,0.6,"Not a Prospect",NA,NA
894336,"Laurens-Marathon School Dist","LAURENS","IA","Small","Rural",270,0.8,"Potential Wi-Fi Prospect",NA,NA
894348,"Luverne Community School Dist","LUVERNE","IA","Tiny","Rural",73,0.8,"Not a Prospect",NA,"E-Rate Complete"
894356,"Maquoketa Comm School District","MAQUOKETA","IA","Small","Town",1391,0.8,"Not a Prospect",NA,NA
894357,"Maquoketa Valley Community School Dist.","DELHI","IA","Small","Rural",699,0.7,"Not a Prospect","E-Rate Complete","E-Rate Complete"
894373,"Mormon Trail Comm School Dist","HUMESTON","IA","Small","Rural",215,0.8,"Not a Prospect",NA,NA
894374,"Morning Sun Community School District","MORNING SUN","IA","Tiny","Rural",120,0.7,"Fiber Prospect",NA,NA
894376,"Mount Ayr Community School District","MOUNT AYR","IA","Small","Rural",629,0.7,"Not a Prospect",NA,NA
894390,"North Kossuth Comm School Dist","SWEA CITY","IA","Small","Rural",261,0.8,"Not a Prospect",NA,NA
894427,"Riceville Community Sch Dist","RICEVILLE","IA","Small","Rural",330,0.7,"Not a Prospect",NA,NA
894428,"Rock Valley Comm School Dist","ROCK VALLEY","IA","Small","Town",777,0.7,"Not a Prospect",NA,NA
894441,"Sheldon Community School Dist","SHELDON","IA","Small","Town",993,0.7,"Not a Prospect",NA,"E-Rate Complete"
894443,"Sidney Community School Dist","SIDNEY","IA","Small","Rural",334,0.7,"Not a Prospect",NA,NA
894449,"South Page Comm School Dist","COLLEGE SPRINGS","IA","Small","Rural",127,0.8,"Not a Prospect",NA,NA
894472,"Twin Rivers Comm School Dist","BODE","IA","Tiny","Rural",50,0.8,"Not a Prospect",NA,NA
894473,"Underwood Comm School District","UNDERWOOD","IA","Small","Rural",747,0.5,"Not a Prospect",NA,NA
894512,"Winfield-Mount Union Comm S D","WINFIELD","IA","Small","Rural",438,0.7,"Not a Prospect",NA,NA
894517,"Woodward-Granger Comm Sch Dist","WOODWARD","IA","Small","Rural",792,0.6,"Not a Prospect",NA,NA
895354,"Troy School District #287","TROY","ID","Small","Rural",296,0.6,"Fiber Prospect",NA,NA
895365,"Aberdeen School District 58","ABERDEEN","ID","Small","Rural",736,0.8,"Not a Prospect",NA,NA
895368,"Joint School District Number 243","RIGGINS","ID","Small","Rural",102,0.8,"Not a Prospect",NA,NA
895400,"Bliss School District 234","BLISS","ID","Tiny","Rural",123,0.85,"Fiber Prospect",NA,"Brent Edwards"
895407,"Camas County School Dist 121","FAIRFIELD","ID","Small","Rural",153,0.7,"Fiber Prospect",NA,NA
895412,"Castleford District","CASTLEFORD","ID","Tiny","Rural",315,NA,"Fiber Prospect",NA,NA
895414,"Clark County School Dist 161","DUBOIS","ID","Small","Rural",143,0.85,"Fiber Prospect",NA,NA
895416,"Cottonwood School District","COTTONWOOD","ID","Small","Rural",384,0.7,"Fiber Prospect",NA,NA
895417,"Plummer-Worley Jt Sch Dist 44","PLUMMER","ID","Small","Rural",361,0.85,"Not a Prospect","Northwest Council for Computer Education (NCCE)","Northwest Council for Computer Education (NCCE)"
895420,"Dietrich School District 314","DIETRICH","ID","Tiny","Rural",224,0.8,"Not a Prospect",NA,NA
895431,"Glenns Ferry Jt Sch Dist 192","GLENNS FERRY","ID","Small","Rural",422,0.8,"Not a Prospect","Brent Edwards","Brent Edwards"
895438,"Highland School District 305","CRAIGMONT","ID","Tiny","Rural",177,0.8,"Fiber Prospect",NA,NA
895444,"Jerome Joint School Dist 261","JEROME","ID","Small","Town",3743,0.8,"Not a Prospect",NA,NA
895449,"Kootenai School District 274","HARRISON","ID","Small","Rural",165,0.8,"Fiber Prospect",NA,NA
895460,"Meadows Valley School Dist 11","NEW MEADOWS","ID","Tiny","Rural",149,0.8,"Not a Prospect",NA,NA
895464,"Midvale School District 433","MIDVALE","ID","Tiny","Rural",125,0.8,"Potential Wi-Fi Prospect",NA,NA
895466,"Moscow School District 281","MOSCOW","ID","Medium","Town",2301,0.6,"Not a Prospect",NA,NA
895468,"Mullan School District 392","MULLAN","ID","Small","Rural",108,0.7,"Not a Prospect","Northwest Council for Computer Education (NCCE)","Northwest Council for Computer Education (NCCE)"
895470,"Nampa School District 131","NAMPA","ID","Large","Suburban",14783,0.8,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
895484,"Richfield School District 316","RICHFIELD","ID","Tiny","Rural",199,0.8,"Fiber Prospect",NA,"Brent Edwards"
895485,"Ririe Joint School Dist 252","RIRIE","ID","Small","Rural",689,0.7,"Not a Prospect",NA,NA
895486,"Rockland School District 382","ROCKLAND","ID","Tiny","Rural",184,0.7,"Not a Prospect",NA,NA
895491,"Soda Springs Jt Sch Dist 150","SODA SPRINGS","ID","Small","Town",802,0.7,"Not a Prospect",NA,"Brent Edwards"
895501,"Weiser School District 431","WEISER","ID","Small","Town",1488,0.8,"Fiber Prospect",NA,NA
895503,"West Jefferson School Dist 253","TERRETON","ID","Small","Rural",599,0.8,"Not a Prospect",NA,NA
895504,"West Side School District 202","DAYTON","ID","Small","Rural",632,0.7,"Not a Prospect",NA,NA
900623,"Eastland C U School Dist 308","LANARK","IL","Small","Rural",584,0.7,"Not a Prospect",NA,NA
900628,"Joppa-Maple Grove Unit Dist 38","JOPPA","IL","Small","Rural",250,0.85,"Not a Prospect",NA,NA
900641,"Farmington Cen Comm Un S D 265","FARMINGTON","IL","Small","Rural",1337,0.7,"Bandwidth Prospect","ERateProgram, LLC","ERateProgram, LLC"
900673,"New Holland-Middletown Sch Dst","MIDDLETOWN","IL","Tiny","Rural",105,0.8,"Upgrade Project","E-Rate Funding Solutions LLC","E-Rate Funding Solutions LLC"
900674,"A-C Comm Unit School Dist 262","ASHLAND","IL","Small","Rural",423,0.7,"Not a Prospect",NA,NA
900682,"South Central Dist Unit 401","KINMUNDY","IL","Small","Rural",630,0.85,"Not a Prospect","AJD Consulting Services","AJD Consulting Services"
900714,"Cowden-Herrick H S Dist 188","COWDEN","IL","Small","Rural",394,0.8,"Potential Bandwidth Prospect",NA,"AJD Consulting Services"
900759,"Okaw Valley Community Unit School Dist. 302","BETHANY","IL","Small","Rural",505,0.7,"Potential Fiber Prospect","AJD Consulting Services","AJD Consulting Services"
900845,"United Community Unit School District 304","MONMOUTH","IL","Small","Rural",904,0.8,"Fiber Prospect",NA,NA
900848,"Sangamon Valley Community Unit School District #9","NIANTIC","IL","Small","Rural",678,0.8,"Potential Fiber Prospect",NA,"AJD Consulting Services"
900860,"Thompsonville Community Unit School District #174","THOMPSONVILLE","IL","Small","Rural",319,0.85,"Not a Prospect",NA,"AJD Consulting Services"
900884,"Akin Comm Cons School Dist 91","AKIN","IL","Tiny","Rural",80,0.7,"Not a Prospect",NA,"AJD Consulting Services"
900887,"Allen Otter Creek Ccsd District 65","RANSOM","IL","Tiny","Rural",91,0.6,"Not a Prospect",NA,NA
900889,"Alsip-Hazelgrn-Oaklawn S D 126","ALSIP","IL","Small","Suburban",1506,0.8,"Not a Prospect","Telesolutions Consultants LLC","Telesolutions Consultants LLC"
900890,"Altamont School District 10","ALTAMONT","IL","Small","Rural",724,0.8,"Not a Prospect",NA,NA
900891,"Alton Comm Unit School Dist 11","ALTON","IL","Medium","Suburban",6326,0.85,"Not a Prospect",NA,NA
900893,"Amboy Comm Unit Sch Dist 272","AMBOY","IL","Small","Rural",699,0.7,"Not a Prospect",NA,NA
900895,"Anna Jonesboro Chsd 81","ANNA","IL","Tiny","Town",463,0.7,"Not a Prospect",NA,NA
900902,"Arbor Park School District 145","OAK FOREST","IL","Small","Suburban",1411,0.6,"Not a Prospect",NA,"Erate Compliance"
900905,"Argo Comm High School Dist 217","SUMMIT","IL","Tiny","Suburban",1761,0.8,"Not a Prospect",NA,"Telesolutions Consultants LLC"
900911,"Arthur C U School District 305","ARTHUR","IL","Small","Rural",1112,0.7,"Not a Prospect",NA,NA
900914,"Astoria Comm Unit Sch Dist 1","ASTORIA","IL","Small","Rural",318,0.7,"Closed Won Upgrade Project",NA,NA
900916,"Atwood Heights School Dist 125","ALSIP","IL","Small","Suburban",645,0.8,"Closed Lost Upgrade Project","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
900920,"West Aurora School District 129","AURORA","IL","Large","Suburban",12195,0.8,"Support Project","e2e Exchange, LLC","e2e Exchange, LLC"
900925,"Ball-Chatham School District 5","CHATHAM","IL","Medium","Suburban",4508,0.5,"Bandwidth Prospect",NA,"AJD Consulting Services"
900929,"Bartonville School District 66","BARTONVILLE","IL","Tiny","Suburban",234,0.8,"Not a Prospect","E-Rate Central","E-Rate Central"
900933,"Beecher City C U Sch Dist 20","BEECHER CITY","IL","Small","Rural",309,0.8,"Not a Prospect",NA,"AJD Consulting Services"
900936,"Opdyke-Belle Rive Grade School District #5","OPDYKE","IL","Tiny","Rural",181,0.85,"Potential Wi-Fi Prospect",NA,NA
900940,"Bellwood School District 88","BELLWOOD","IL","Medium","Suburban",2500,0.85,"Potential Wi-Fi Prospect","E-Rate Funding Services, LLC","E-Rate Funding Services, LLC"
900958,"Bloom High School District 206","CHICAGO HEIGHTS","IL","Small","Suburban",3183,0.85,"Not a Prospect",NA,"INFINITE CONNECTIONS, INC."
900962,"Community High School Dist 218","OAK LAWN","IL","Small","Suburban",5429,0.85,"Not a Prospect",NA,NA
900963,"Scott-Morgan C U Sch Dist 2","BLUFFS","IL","Small","Rural",204,0.8,"Not a Prospect",NA,"E-RATE ONLINE LLC"
900967,"Bradford Comm Unit Sch Dist 1","BRADFORD","IL","Small","Rural",128,0.7,"Closed Lost Upgrade Project","e2e Exchange, LLC","e2e Exchange, LLC"
900968,"Bradley School District 61","BRADLEY","IL","Small","Suburban",1447,0.8,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
900971,"Breese Esd 12","BREESE","IL","Small","Town",585,NA,"Fiber Prospect",NA,NA
900978,"Brownstown C U School Dist 201","BROWNSTOWN","IL","Small","Rural",340,0.85,"Not a Prospect",NA,"AJD Consulting Services"
900981,"Bunker Hill Community School District 8","BUNKER HILL","IL","Small","Rural",612,0.7,"Not a Prospect","E-Rate Funding Solutions LLC","E-Rate Funding Solutions LLC"
900987,"Cahokia School District 187","CAHOKIA","IL","Medium","Suburban",3465,0.85,"Not a Prospect","BTU Consultants","BTU Consultants"
900990,"Calumet School District 132","CALUMET PARK","IL","Small","Suburban",1086,0.85,"Potential Fiber Prospect",NA,"AJD Consulting Services"
900995,"Carbon Cliff-Barstow Sd 36","SILVIS","IL","Tiny","Suburban",285,0.85,"Not a Prospect","Dave Berg","Dave Berg"
900996,"Carbondale School District 95","CARBONDALE","IL","Small","Urban",1361,0.85,"Potential Fiber Prospect",NA,"E-Rate Funding Solutions LLC"
901010,"Central A & M School District","ASSUMPTION","IL","Small","Rural",770,0.7,"Fiber Prospect",NA,NA
901014,"Central City School Dist 133","CENTRALIA","IL","Tiny","Town",258,0.85,"Not a Prospect",NA,NA
901015,"Lockport School District 91","LOCKPORT","IL","Small","Suburban",661,0.6,"Closed Won Upgrade Project",NA,NA
901017,"Centralia High School Dist 200","CENTRALIA","IL","Tiny","Town",922,0.8,"Not a Prospect",NA,NA
901018,"Cerro Gordo School Dist 100","CERRO GORDO","IL","Small","Rural",526,0.7,"Potential Fiber Prospect",NA,"AJD Consulting Services"
901022,"Channahon School District 17","CHANNAHON","IL","Small","Suburban",1237,0.4,"Potential Fiber Prospect",NA,"Telesolutions Consultants LLC"
901026,"Chester-E Lincoln C C S D 61","LINCOLN","IL","Tiny","Town",276,0.7,"Not a Prospect",NA,"E-Rate Complete"
901028,"Chicago Heights Sch Dist 170","CHICAGO HEIGHTS","IL","Medium","Suburban",3081,0.85,"Potential Bandwidth Prospect","Scaletta Consulting, LLC","Scaletta Consulting, LLC"
901039,"Cobden School District 17","COBDEN","IL","Small","Rural",521,0.8,"Not a Prospect",NA,NA
901041,"Colona C U School District 190","COLONA","IL","Tiny","Suburban",408,0.85,"Not a Prospect","Dave Berg","Dave Berg"
901044,"Hamilton Co Comm Unit S D 10","MC LEANSBORO","IL","Small","Town",1155,NA,"Potential Wi-Fi Prospect",NA,NA
901068,"Decatur School District 61","DECATUR","IL","Large","Urban",8045,0.85,"Bandwidth Prospect",NA,"K12 Consultants"
901071,"Deerfield School District 109","DEERFIELD","IL","Medium","Suburban",2978,0.4,"Not a Prospect",NA,"New Hope Technology Foundation"
901077,"Des Plaines School District 62","DES PLAINES","IL","Medium","Urban",4529,0.8,"Not a Prospect","Telesolutions Consultants LLC","Telesolutions Consultants LLC"
901078,"De Soto Consol School Dist 86","DE SOTO","IL","Tiny","Rural",226,0.8,"Not a Prospect",NA,NA
901084,"Spring Garden Community Consolidated School District 178","Ina","IL","Tiny","Rural",133,NA,"Potential Wi-Fi Prospect",NA,NA
901102,"East Alton-Wood River Dist 14","WOOD RIVER","IL","Tiny","Suburban",530,0.8,"Not a Prospect",NA,NA
901107,"East Peoria H.S. Dist 309","EAST PEORIA","IL","Tiny","Suburban",1094,0.8,"Upgrade Project",NA,NA
901112,"Edgar County C U School Dist 6","CHRISMAN","IL","Small","Rural",319,0.7,"Not a Prospect",NA,NA
901120,"Eldorado School District 4","ELDORADO","IL","Small","Town",1109,0.8,"Upgrade Project",NA,NA
901125,"Du Page High Sch District 88","ADDISON","IL","Small","Suburban",3967,0.8,"Not a Prospect","Telesolutions Consultants LLC","Telesolutions Consultants LLC"
901128,"Elmwood Park Comm Unit S D 401","ELMWOOD PARK","IL","Small","Suburban",2739,0.8,"Not a Prospect","E-RATE ONLINE LLC","E-RATE ONLINE LLC"
901140,"Ewing-Northern Grade Sch Dist #115","EWING","IL","Tiny","Rural",199,0.8,"Not a Prospect",NA,NA
901142,"Fairmont School District 89","LOCKPORT","IL","Tiny","Suburban",268,0.85,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
901144,"Farrington Ccsd 99","BLUFORD","IL","Tiny","Rural",69,0.7,"Not a Prospect",NA,"AJD Consulting Services"
901145,"Fenton High School Dist 100","BENSENVILLE","IL","Tiny","Suburban",1500,0.6,"Not a Prospect","INFINITE CONNECTIONS, INC.","INFINITE CONNECTIONS, INC."
901172,"Geff C C School District 14","GEFF","IL","Tiny","Rural",100,0.8,"Not a Prospect",NA,NA
901194,"Granite City School District 9","GRANITE CITY","IL","Medium","Suburban",6135,0.8,"Not a Prospect",NA,NA
901196,"Grant Comm High Sch Dist 124","FOX LAKE","IL","Tiny","Suburban",1889,0.5,"Not a Prospect","Educational Consortium for Telecom Savings","Educational Consortium for Telecom Savings"
901211,"Gurnee School District 56","GURNEE","IL","Small","Suburban",2072,0.5,"Not a Prospect","Telesolutions Consultants LLC","Telesolutions Consultants LLC"
901230,"Havana School District 126","HAVANA","IL","Small","Town",973,0.8,"Not a Prospect",NA,"AJD Consulting Services"
901231,"Hawthorn School District 73","VERNON HILLS","IL","Medium","Suburban",3860,0.5,"Not a Prospect","INFINITE CONNECTIONS, INC.","INFINITE CONNECTIONS, INC."
901240,"Township High School Dist 113","HIGHLAND PARK","IL","Small","Suburban",3629,0.4,"Support Project",NA,"New Hope Technology Foundation"
901244,"Hillside School District 93","HILLSIDE","IL","Tiny","Suburban",529,0.8,"Potential Wi-Fi Prospect",NA,NA
901261,"Hutsonville C U School Dist 1","HUTSONVILLE","IL","Small","Rural",328,0.8,"Not a Prospect",NA,NA
901262,"Illini Bluffs C U Sch Dist 327","GLASFORD","IL","Small","Rural",902,0.6,"Not a Prospect","e2e Exchange, LLC","e2e Exchange, LLC"
901268,"Irvington C U Sch District 11","IRVINGTON","IL","Tiny","Town",54,0.85,"Not a Prospect",NA,"AJD Consulting Services"
901271,"Iuka Comm Cons School Dist 7","IUKA","IL","Tiny","Rural",195,0.8,"Not a Prospect",NA,"AJD Consulting Services"
901272,"Jacksonville School Dist 117","JACKSONVILLE","IL","Medium","Town",3172,0.8,"Potential Bandwidth Prospect",NA,NA
901278,"Johnsburg C U School Dist 12","JOHNSBURG","IL","Small","Suburban",1984,0.5,"Not a Prospect","BTU Consultants","BTU Consultants"
901282,"Joliet Twp High Sch Dist 204","JOLIET","IL","Small","Suburban",6300,0.8,"Not a Prospect","Mesa Internetworking eDesign and Project Mnagement Services LLC","Mesa Internetworking eDesign and Project Mnagement Services LLC"
901287,"Keeneyville School District 20","HANOVER PARK","IL","Small","Suburban",1407,0.8,"Potential Fiber Prospect",NA,"Telesolutions Consultants LLC"
901295,"Kinnikinnick School Dist 131","ROSCOE","IL","Small","Suburban",1751,0.5,"Not a Prospect",NA,NA
901296,"Kirby School District 140","TINLEY PARK","IL","Medium","Suburban",3472,0.4,"Potential Bandwidth Prospect","Scaletta Consulting, LLC","Scaletta Consulting, LLC"
901297,"Hiawatha C U School Dist 426","KIRKLAND","IL","Small","Rural",536,0.7,"Not a Prospect",NA,"E-RATE ONLINE LLC"
901300,"Komarek School District 94","NORTH RIVERSIDE","IL","Tiny","Suburban",486,0.6,"Not a Prospect","E-Rate Funding Services, LLC","E-Rate Funding Services, LLC"
901307,"La Grange School District 105","LA GRANGE","IL","Small","Suburban",1359,0.6,"Not a Prospect","E-Rate Funding Services, LLC","E-Rate Funding Services, LLC"
901309,"Lake Bluff School District 65","LAKE BLUFF","IL","Small","Suburban",832,0.4,"Not a Prospect","New Hope Technology Foundation","New Hope Technology Foundation"
901323,"Red Hill Comm School Dist 10","BRIDGEPORT","IL","Small","Town",949,0.8,"Not a Prospect",NA,NA
901326,"Paw Paw Comm Unit Dist 271","PAW PAW","IL","Small","Rural",217,0.7,"Not a Prospect","Federal Funds Assistant","Federal Funds Assistant"
901330,"Lemont Twp Hsd 210","LEMONT","IL","Tiny","Suburban",1407,NA,"Potential Wi-Fi Prospect","INFINITE CONNECTIONS, INC.","INFINITE CONNECTIONS, INC."
901332,"Leroy Comm School District 2","LE ROY","IL","Small","Town",753,0.6,"Potential Fiber Prospect","E-Rate Professional$.com","E-Rate Professional$.com"
901344,"Limestone Walters #316","PEORIA","IL","Tiny","Rural",181,0.5,"Fiber Prospect",NA,NA
901348,"Lincoln Chsd 404","LINCOLN","IL","Tiny","Town",860,NA,"Potential Wi-Fi Prospect",NA,NA
901368,"Lyons Township Hs District 204","LA GRANGE","IL","Tiny","Suburban",3961,0.4,"Bandwidth Prospect",NA,NA
901370,"Macomb School District 185","MACOMB","IL","Small","Town",1930,0.7,"Potential Wi-Fi Prospect",NA,NA
901376,"Maercker School District 60","WESTMONT","IL","Small","Suburban",1304,0.6,"Bandwidth Prospect",NA,"Telesolutions Consultants LLC"
901392,"Prairie-Hills School Dist 144","MARKHAM","IL","Medium","Suburban",2478,0.85,"Not a Prospect",NA,NA
901397,"Martinsville C U Sch Dist 3 C","MARTINSVILLE","IL","Small","Rural",370,0.8,"Upgrade Project","AJD Consulting Services","AJD Consulting Services"
