"esh_id","service_provider_2015","bandwidth_in_mbps_2015","contract_end_date_2015","purpose_2015","percent_bw_2015","total_monthly_cost_2015","predominant_sp_2015","exclude_from_analysis"
954193,"Sunesys, LLC",1000,"2016-06-30","Upstream",0.95,1900,TRUE,FALSE
954193,"Comcast",50,"2016-06-30","Internet",0.05,128.76,FALSE,FALSE
954194,"Comcast",1000,"2017-06-30","Upstream",1,1777.9432,TRUE,FALSE
954195,"Comcast",1000,"2017-06-30","Upstream",1,1777.9432,TRUE,FALSE
954197,"Verizon",100,"2016-06-30","Upstream",1,1304.54545454545,TRUE,FALSE
954199,"Winstream",200,"2017-06-30","Internet",0.7,2775,TRUE,FALSE
954199,"PenTeleData Limited",72,"2016-06-30","Internet",0.25,3402.97,FALSE,FALSE
954199,"Service Electric",15,"2016-06-30","Internet",0.05,180,FALSE,FALSE
954200,"Sunesys, LLC",1000,"2017-06-30","Upstream",1,696.761666666667,TRUE,FALSE
954201,"Verizon",1000,"2016-06-30","Internet",0.98,1368.95,TRUE,FALSE
954201,"Adams CATV, Inc.",25,"2017-06-30","Internet",0.02,475,FALSE,FALSE
954202,"Affiniti",300,"2018-06-28","Upstream",1,1750,TRUE,FALSE
954203,"PenTeleData Limited",1000,"2016-06-30","Upstream",1,1300,TRUE,FALSE
954205,"Sunesys, LLC",1000,"2016-06-30","Upstream",0.99,1900,TRUE,FALSE
954205,"Choice One",6,"2016-06-30","Internet",0.01,51.45,FALSE,FALSE
954206,"Sunesys, LLC",1000,"2020-06-28","Upstream",0.83,406.160285714286,TRUE,FALSE
954206,"Comcast",200,"2018-06-30","Internet",0.17,1885,FALSE,FALSE
954207,"Verizon",100,"2016-06-30","Upstream",1,4258.34,TRUE,FALSE
954208,"Affiniti",100,"2018-06-28","Upstream",1,1390,TRUE,FALSE
954216,"Affiniti",100,"2018-06-28","Upstream",0.93,1390,TRUE,FALSE
954216,"Comcast",8,"2016-06-30","Internet",0.07,120,FALSE,FALSE
954217,"CTSI",100,"2016-06-30","Upstream",1,2093.4375,TRUE,FALSE
954218,"Comcast",100,"2017-06-30","Internet",0.5,209.95,FALSE,FALSE
954218,"Verizon",100,"2016-06-30","Upstream",0.5,1304.54545454545,FALSE,FALSE
954218,"Commonwealth Tele",1,"2017-06-30","Internet",0,125,FALSE,FALSE
954219,"Comcast",1000,"2018-06-30","Internet",0.91,4500,TRUE,FALSE
954219,"Verizon",100,"2016-06-30","Upstream",0.09,997,FALSE,FALSE
959587,"Cox",6000,"2016-06-30","Upstream",1,6300,TRUE,FALSE
959595,"Cox",2400,"2016-06-30","Upstream",1,4600,TRUE,FALSE
959596,"Oshean Inc",2000,"2016-06-30","Upstream",0.77,1000,TRUE,FALSE
959596,"Cox",600,"2016-06-30","Upstream",0.23,2970,FALSE,FALSE
959598,"Cox",1400,"2016-06-30","Upstream",1,5175,TRUE,FALSE
959600,"Cox",1400,"2016-06-30","Upstream",1,3550,TRUE,FALSE
959601,"Cox",2000,"2016-06-30","Upstream",1,5150,TRUE,FALSE
959604,"Cox",8850,"2016-06-30","Upstream",1,20250,TRUE,FALSE
959606,"Cox",2500,"2016-06-30","Upstream",1,6125,TRUE,FALSE
959607,"Oshean Inc",1000,"2016-06-30","Upstream",0.83,500,TRUE,FALSE
959607,"Cox",210,"2016-06-30","Upstream",0.17,2377,FALSE,FALSE
959608,"Cox",2800,"2016-06-30","Upstream",1,8000,TRUE,FALSE
959609,"Oshean Inc",1000,"2016-06-30","Upstream",0.79,500,TRUE,FALSE
959609,"Cox",260,"2016-06-30","Upstream",0.21,2430,FALSE,FALSE
959610,"Cox",100,"2016-06-30","Upstream",1,625,TRUE,FALSE
959611,"Cox",1500,"2016-06-30","Upstream",1,2025,TRUE,FALSE
959612,"Cox",200,"2016-06-30","Upstream",1,1250,TRUE,FALSE
959613,"Oshean Inc",1000,"2016-06-30","Upstream",1,500,TRUE,FALSE
959615,"Oshean Inc",1000,"2016-06-30","Upstream",0.62,500,TRUE,FALSE
959615,"Cox",600,"2016-06-30","Upstream",0.38,4430,FALSE,FALSE
959616,"Cox",500,"2016-06-30","Upstream",1,1700,TRUE,FALSE
959617,"Cox",2200,"2016-06-30","Upstream",1,4250,TRUE,FALSE
959618,"Oshean Inc",1000,"2016-06-30","Upstream",1,500,TRUE,FALSE
959619,"Cox",1.5,"2016-06-30","Upstream",1,3433.33333333333,TRUE,FALSE
959621,"Cox",2000,"2016-06-30","Upstream",1,2100,TRUE,FALSE
959622,"Cox",2000,"2016-06-30","Upstream",1,5150,TRUE,FALSE
959623,"Cox",2600,"2016-06-30","Upstream",1,6750,TRUE,FALSE
959624,"Cox",1200,"2016-06-30","Upstream",1,2300,TRUE,FALSE
959625,"Fiber Optic LLC",2000,"2016-06-30","Upstream",0.5,9590,FALSE,FALSE
959625,"Oshean Inc",2000,"2016-06-30","Upstream",0.5,1000,FALSE,FALSE
959626,"Cox",2000,"2016-06-30","Upstream",1,3725,TRUE,FALSE
959627,"Fiber Optic LLC",7000,"2016-06-30","Upstream",0.76,28000,TRUE,FALSE
959627,"Oshean Inc",2000,"2016-06-30","Upstream",0.22,1000,FALSE,FALSE
959627,"Cox",250,"2016-06-30","Upstream",0.03,850,FALSE,FALSE
959628,"Cox",1300,"2016-06-30","Upstream",1,2925,TRUE,FALSE
959629,"Cox",1900,"2016-06-30","Upstream",1,4525,TRUE,FALSE
959631,"Cox",1300,"2016-06-30","Upstream",1,2925,TRUE,FALSE
959632,"Cox",5800,"2016-06-30","Upstream",1,17075,TRUE,FALSE
959633,"Cox",1300,"2016-06-30","Upstream",1,2925,TRUE,FALSE
959634,"Cox",2700,"2016-06-30","Upstream",1,5050,TRUE,FALSE
959636,"Oshean Inc",3000,"2016-06-30","Upstream",0.77,1500,TRUE,FALSE
959636,"Fiber Optic LLC",900,"2016-06-30","Upstream",0.23,5420,FALSE,FALSE
962209,"South Carolina Net",250,"2016-06-30","Internet",1,5998.16,TRUE,FALSE
962217,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962218,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962219,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962222,"South Carolina Net",1000,"2016-06-30","Internet",1,11997.48,TRUE,FALSE
962223,"South Carolina Net",400,"2016-06-30","Internet",1,6999.58,TRUE,FALSE
962224,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962225,"South Carolina Net",500,"2016-06-30","Internet",1,7499.54,TRUE,FALSE
962226,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962227,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962228,"South Carolina Net",200,"2016-06-30","Internet",1,5500.01,TRUE,FALSE
962230,"South Carolina Net",150,"2016-06-30","Internet",0.97,4499.53,TRUE,FALSE
962230,"AT&T",5,"2016-06-30","Internet",0.03,139,FALSE,FALSE
962231,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962234,"South Carolina Net",2550,"2016-06-30","Internet",1,18073.6,TRUE,FALSE
962235,"South Carolina Net",3500,"2016-06-30","Internet",1,20229.35,TRUE,FALSE
962236,"South Carolina Net",200,"2016-06-30","Internet",1,5500.01,TRUE,FALSE
962237,"South Carolina Net",5000,"2016-06-30","Internet",1,21436.8,TRUE,FALSE
962239,"South Carolina Net",900,"2016-06-30","Internet",1,11495.29,TRUE,FALSE
962240,"South Carolina Net",550,"2016-06-30","Internet",1,8750.33,TRUE,FALSE
962242,"South Carolina Net",800,"2016-06-30","Internet",1,10994.09,TRUE,FALSE
962244,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962245,"South Carolina Net",1030,"2016-06-30","Internet",1,14972.48,TRUE,FALSE
962247,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962248,"South Carolina Net",600,"2016-06-30","Internet",1,9497.76,TRUE,FALSE
962248,"Palmetto Rural",2,"2016-06-30","Internet",0,79.89,FALSE,FALSE
962249,"South Carolina Net",1500,"2016-06-30","Internet",1,12605.25,TRUE,FALSE
962251,"South Carolina Net",450,"2016-06-30","Internet",1,7249.35,TRUE,FALSE
962252,"South Carolina Net",200,"2016-06-30","Internet",1,5500.01,TRUE,FALSE
962255,"South Carolina Net",3000,"2016-06-30","Internet",1,19038,TRUE,FALSE
962257,"South Carolina Net",350,"2016-06-30","Internet",1,6747.76,TRUE,FALSE
962258,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962259,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962261,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962262,"South Carolina Net",500,"2016-06-30","Internet",1,7499.54,TRUE,FALSE
962263,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962265,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962266,"South Carolina Net",1000,"2016-06-30","Internet",1,11997.48,TRUE,FALSE
962267,"South Carolina Net",7730,"2016-06-30","Internet",1,41624.48,TRUE,FALSE
962268,"South Carolina Net",900,"2016-06-30","Internet",1,11495.29,TRUE,FALSE
962269,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962270,"South Carolina Net",200,"2016-06-30","Internet",1,5500.01,TRUE,FALSE
962271,"South Carolina Net",400,"2016-06-30","Internet",1,6999.58,TRUE,FALSE
962273,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962274,"South Carolina Net",4120,"2016-06-30","Internet",1,19838.4,TRUE,FALSE
962275,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962276,"South Carolina Net",1500,"2016-06-30","Internet",1,12605.25,TRUE,FALSE
962277,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962278,"South Carolina Net",600,"2016-06-30","Internet",1,9497.76,TRUE,FALSE
962279,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962280,"South Carolina Net",250,"2016-06-30","Internet",1,5998.16,TRUE,FALSE
962282,"South Carolina Net",900,"2016-06-30","Internet",1,11495.29,TRUE,FALSE
962283,"South Carolina Net",200,"2016-06-30","Internet",0.91,5500.01,TRUE,FALSE
962283,"PBT Communications",20,"2016-06-30","Internet",0.09,1877.5,FALSE,FALSE
962284,"South Carolina Net",350,"2016-06-30","Internet",1,6747.76,TRUE,FALSE
962286,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962290,"South Carolina Net",450,"2016-06-30","Internet",1,7249.35,TRUE,FALSE
962291,"South Carolina Net",150,"2016-06-30","Internet",1,4499.53,TRUE,FALSE
962293,"South Carolina Net",600,"2016-06-30","Internet",1,9497.76,TRUE,FALSE
962296,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962297,"South Carolina Net",400,"2016-06-30","Internet",1,6999.58,TRUE,FALSE
962299,"South Carolina Net",700,"2016-06-30","Internet",1,10497.99,TRUE,FALSE
962300,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962302,"South Carolina Net",4000,"2016-06-30","Internet",1,10718.4,TRUE,FALSE
962303,"South Carolina Net",3000,"2016-06-30","Internet",1,19038,TRUE,FALSE
962305,"South Carolina Net",250,"2016-06-30","Internet",1,5998.16,TRUE,FALSE
962308,"South Carolina Net",500,"2016-06-30","Internet",1,7499.54,TRUE,FALSE
962309,"South Carolina Net",1000,"2016-06-30","Internet",1,11997.48,TRUE,FALSE
962310,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962311,"South Carolina Net",300,"2016-06-30","Internet",1,6498.85,TRUE,FALSE
962312,"South Carolina Net",800,"2016-06-30","Internet",1,10994.09,TRUE,FALSE
962313,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962314,"South Carolina Net",700,"2016-06-30","Internet",1,10497.99,TRUE,FALSE
962315,"South Carolina Net",450,"2016-06-30","Internet",1,7249.35,TRUE,FALSE
962317,"South Carolina Net",450,"2016-06-30","Internet",1,7249.35,TRUE,FALSE
962318,"South Carolina Net",500,"2016-06-30","Internet",1,7499.54,TRUE,FALSE
962319,"South Carolina Net",700,"2016-06-30","Internet",1,10497.99,TRUE,FALSE
962320,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962321,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962323,"South Carolina Net",2000,"2016-06-30","Internet",1,13210.8,TRUE,FALSE
962324,"South Carolina Net",50,"2016-06-30","Internet",1,3250,TRUE,FALSE
962325,"South Carolina Net",80,"2016-06-30","Internet",1,3399.58,TRUE,FALSE
962328,"South Carolina Net",200,"2016-06-30","Internet",1,5500.01,TRUE,FALSE
962329,"South Carolina Net",500,"2016-06-30","Internet",1,7499.54,TRUE,FALSE
965817,"Midcontinent",300,"2016-06-30","Upstream",1,1075,TRUE,FALSE
965818,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965820,"South Dakota Network",150,"2016-06-30","Upstream",1,3102.63497652582,TRUE,FALSE
965822,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965827,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965830,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965832,"South Dakota Network",100,"2016-06-30","Upstream",1,2545.83333333333,TRUE,FALSE
965833,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965834,"South Dakota Network",100,"2016-06-30","Upstream",0.96,2545.83333333333,TRUE,FALSE
965834,"Northern Wireless",4.512,"2016-06-30","Internet",0.04,183.9,FALSE,FALSE
965836,"South Dakota Network",250,"2016-06-30","Upstream",1,3625.09090909091,TRUE,FALSE
965837,"South Dakota Network",350,"2016-06-30","Upstream",1,6170.92424242424,TRUE,FALSE
965838,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965840,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965841,"Midcontinent",1400,"2016-06-30","Upstream",1,4700,TRUE,FALSE
965843,"South Dakota Network",100,"2016-06-30","Upstream",0.67,1829.71830985915,TRUE,FALSE
965843,"Midcontinent",50,"2016-06-30","Upstream",0.33,400,FALSE,FALSE
965844,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965845,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965850,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965852,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965854,"South Dakota Network",100,"2016-06-30","Upstream",0.66,1829.71830985915,TRUE,FALSE
965854,"Golden West",52,"2016-06-30","Internet",0.34,2019.9,FALSE,FALSE
965855,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965856,"Midcontinent",50,"2016-06-30","Upstream",1,400,TRUE,FALSE
965857,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965858,"South Dakota Network",200,"2016-06-30","Upstream",1,4375.55164319248,TRUE,FALSE
965859,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965860,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965861,"South Dakota Network",250,"2016-06-30","Upstream",1,3625.09090909091,TRUE,FALSE
965864,"South Dakota Network",330,"2016-06-30","Upstream",0.76,6608.00757575758,TRUE,FALSE
965864,"City of Brookings",105,"2016-06-30","Internet",0.24,686,FALSE,FALSE
965865,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965866,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965867,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965868,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965869,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965870,"South Dakota Network",50,"2016-06-30","Upstream",1,1272.91666666667,TRUE,FALSE
965871,"South Dakota Network",100,"2016-06-30","Upstream",1,1829.71830985915,TRUE,FALSE
965874,"South Dakota Network",150,"2016-06-30","Upstream",0.85,3102.63497652582,TRUE,FALSE
965874,"Interstate Telecomm",26,"2016-06-28","Internet",0.15,355.22,FALSE,FALSE
