bigram,count
"('agreement', 'however')",1
"('amount', 'frn')",1
"('1699020540', 'internet')",1
"('amount', 'support')",1
"('amp', '21')",1
"('assistance', 'call')",1
"('assistance', '7')",1
"('163', '70')",1
"('asked', 'state')",1
"('163', '86')",1
"('arrangement', 'review')",1
"('arrangement', '11')",1
"('arrangement', '07')",1
"('arizona', 'state')",1
"('approved', 'new')",1
"('164', 'nslp')",1
"('application', 'consultation')",1
"('application', '161045553')",1
"('application', '161045543')",1
"('application', '16082457')",1
"('associated', 'alexandria')",1
"('associated', 'application')",1
"('associated', 'charges')",1
"('authority', '231302')",1
"('available', 'service')",1
"('161045553', 'frn')",1
"('available', 'multiple')",1
"('available', 'internet')",1
"('available', 'another')",1
"('available', 'additional')",1
"('16199132887', '001')",1
"('associated', 'closed')",1
"('asurion', 'charges')",1
"('associated', 'new')",1
"('associated', 'main')",1
"('associated', 'ineligibles')",1
"('associated', 'entity')",1
"('associated', 'contract')",1
"('applicant’s', 'request')",1
"('1699001259', 'new')",1
"('1699002143', 'voice')",1
"('android', '5gb')",1
"('1699018769', 'denied')",1
"('another', 'fcc')",1
"('another', 'commercial')",1
"('anexo', 'ii')",1
"('android', 'special')",1
"('android', 'email')",1
"('amp', 'verizon')",1
"('anthony', 'tony')",1
"('amp', 'quick')",1
"('amp', 'property')",1
"('amp', 'phone')",1
"('amp', 'messaging')",1
"('amp', '8974')",1
"('amp', '2480')",1
"('antelope', 'trails')",1
"('appear', 'recipient')",1
"('applicants', 'request')",1
"('applicant', 'mr4')",1
"('1699003289', 'order')",1
"('1699005000', '001')",1
"('applicants', 'cannot')",1
"('applicant', 'select')",1
"('applicant', 'response')",1
"('1699005065', 'voice')",1
"('applicant', 'frn')",1
"('applicant', '160041565')",1
"('1699011107', 'denied')",1
"('applicant', 'deterred')",1
"('applicant', 'contact')",1
"('1699015699', 'frn')",1
"('applicant', 'adds')",1
"('applicant', '471')",1
"('5', '073')",1
"('4gb', 'blackberry')",1
"('4g', 'primary')",1
"('17005000', '17005001')",1
"('17005019', '17005037')",1
"('17005018', '17005019')",1
"('17005017', '17005018')",1
"('17005015', '17005017')",1
"('17005014', '17005015')",1
"('17005013', '17005014')",1
"('17005011', '17005013')",1
"('17005010', '17005011')",1
"('17005009', '17005010')",1
"('17005008', '17005009')",1
"('17005007', '17005008')",1
"('17005006', '17005007')",1
"('17005005', '17005006')",1
"('17005004', '17005005')",1
"('17005003', '17005004')",1
"('17005037', '17005038')",1
"('17005038', '17005069')",1
"('17005069', '17005071')",1
"('17008301', 'meet')",1
"('17009989', 'international')",1
"('17009939', 'accokeek')",1
"('17009148', 'eligible')",1
"('17008877', 'meet')",1
"('17008711', 'centro')",1
"('17008378', 'meet')",1
"('17008083', 'eligible')",1
"('17005071', 'requesting')",1
"('17008041', 'meet')",1
"('170075477', 'modified')",1
"('17007477', 'eligible')",1
"('17007419', 'meet')",1
"('17006604', 'meet')",1
"('17005960', 'meet')",1
"('17005001', '17005003')",1
"('17004998', '17005000')",1
"('17004397', '17004361')",1
"('17004995', '17004998')",1
"('17004422', '17004423')",1
"('17004421', '17004432')",1
"('17004420', '17004303')",1
"('17004418', '17004434')",1
"('17004416', '17004414')",1
"('17004414', '17004381')",1
"('17004411', '17004309')",1
"('17004410', '17004411')",1
"('17004409', '17004300')",1
"('17004407', '17004420')",1
"('17004405', '17004378')",1
"('17004404', '17004405')",1
"('17004403', '17004404')",1
"('17004400', '17004407')",1
"('17004399', '17004322')",1
"('17004423', '17004424')",1
"('17004424', '17004328')",1
"('17004425', '17004426')",1
"('17004435', '17004394')",1
"('17004994', '17004995')",1
"('17004993', '17004994')",1
"('17004992', '17004993')",1
"('17004991', '17004992')",1
"('17004779', 'ineligible')",1
"('17004677', 'meet')",1
"('17004434', '17004321')",1
"('17004426', '17004428')",1
"('17004433', '17004421')",1
"('17004432', '17004398')",1
"('17004431', '17004410')",1
"('17004430', '17004433')",1
"('17004429', '17004335')",1
"('17004428', '17004431')",1
"('17012422', 'adult')",1
"('17014286', 'new')",1
"('171', '37')",1
"('171', '81')",1
"('2', '509')",1
"('2', '506')",1
"('2', '400')",1
"('2', '310')",1
"('2', '28')",1
"('2', '26')",1
"('2', '2018')",1
"('2', '2017')",1
"('2', '2015')",1
"('2', '196')",1
"('2', '16036780')",1
"('2', '15')",1
"('199', '88')",1
"('196', '12')",1
"('196', '00')",1
"('2', '520')",1
"('2', '522')",1
"('2', '562')",1
"('2', 'listed')",1
"('20', 'directory')",1
"('20', 'agree')",1
"('20', 'administrative')",1
"('20', '832')",1
"('20', '1')",1
"('1699074023', 'yes')",1
"('2', 'internal')",1
"('2', '640')",1
"('2', 'budget')",1
"('2', '995')",1
"('2', '949')",1
"('2', '859')",1
"('2', '829')",1
"('2', '732')",1
"('195', '50')",1
"('19', 'enhanced')",1
"('19', 'agree')",1
"('1799056889', '001')",1
"('1799072914', 'denied')",1
"('1799072096', '001')",1
"('1799067017', '001')",1
"('179906679', 'voice')",1
"('1799063158', 'new')",1
"('1799060241', 'new')",1
"('1799056885', '001')",1
"('1799081273', 'modified')",1
"('1799054158', 'voice')",1
"('1799045070', 'order')",1
"('1799044780', '001')",1
"('177', 'month')",1
"('175', '14')",1
"('174', '00')",1
"('1799075802', 'voice')",1
"('1799081349', '001')",1
"('180', '00')",1
"('1799106307', 'modified')",1
"('18', '77')",1
"('1799112564', '0')",1
"('1799112483', '0')",1
"('1799107272', 'voice')",1
"('1799107272', 'new')",1
"('1799106371', 'modified')",1
"('1799106205', 'modified')",1
"('1799081395', '001')",1
"('1799098424', '001')",1
"('1799097114', 'copper')",1
"('1799088626', 'order')",1
"('1799087166', '001')",1
"('1799082550', 'new')",1
"('1799081939', 'voice')",1
"('17004398', '17004363')",1
"('17004396', '17004430')",1
"('4fxo', 'vic3')",1
"('1699129345', 'yes')",1
"('1699144818', 'service')",1
"('1699144703', 'amount')",1
"('1699144647', 'service')",1
"('1699144602', 'services')",1
"('1699144394', 'voice')",1
"('1699144357', '1699144602')",1
"('1699144356', '1699144357')",1
"('1699144290', 'denied')",1
"('1699144288', 'denied')",1
"('1699144112', 'service')",1
"('1699143934', 'total')",1
"('1699138692', '0')",1
"('1699137812', 'dark')",1
"('1699137462', 'service')",1
"('1699133350', 'denied')",1
"('1699144908', 'service')",1
"('1699144929', '001')",1
"('1699145362', 'new')",1
"('1699145573', 'total')",1
"('1699145582', 'total')",1
"('1699145581', 'total')",1
"('1699145577', 'total')",1
"('1699145576', 'total')",1
"('1699145575', 'total')",1
"('1699145574', 'total')",1
"('1699145572', 'total')",1
"('1699145562', 'total')",1
"('1699145571', 'total')",1
"('1699145570', 'total')",1
"('1699145569', 'total')",1
"('1699145568', 'total')",1
"('1699145567', 'total')",1
"('1699145566', 'total')",1
"('1699133227', 'frn')",1
"('1699127772', 'frn')",1
"('17004394', '17004371')",1
"('1699125717', 'program')",1
"('1699105507', 'frn')",1
"('1699105027', 'requesting')",1
"('1699105025', '1699105027')",1
"('1699104380', 'maintenance')",1
"('1699104043', 'frn')",1
"('1699101541', 'new')",1
"('1699099809', 'based')",1
"('1699099035', 'dark')",1
"('1699095704', 'modified')",1
"('1699091260', 'maintenance')",1
"('1699091196', 'maintenance')",1
"('1699090436', 'new')",1
"('1699083545', 'mr1')",1
"('1699082857', '1699105025')",1
"('1699081623', 'frn')",1
"('1699107068', 'modified')",1
"('1699108351', 'denied')",1
"('1699108358', 'denied')",1
"('1699114657', 'denied')",1
"('1699123625', 'meet')",1
"('1699122426', 'new')",1
"('1699117409', 'frn')",1
"('1699116109', 'frn')",1
"('1699116109', 'approved')",1
"('1699114671', 'denied')",1
"('1699112659', 'dark')",1
"('1699109448', 'duplicate')",1
"('1699111964', 'oc')",1
"('1699111964', 'dark')",1
"('1699111337', 'frn')",1
"('1699110998', '001')",1
"('1699110653', '001')",1
"('1699110419', 'maintenance')",1
"('1699145583', 'total')",1
"('1699145584', 'total')",1
"('1699145585', 'total')",1
"('1699145586', 'total')",1
"('17004360', '17004422')",1
"('17004339', '17004374')",1
"('17004335', '17004399')",1
"('17004334', '17004296')",1
"('17004332', '17004334')",1
"('17004331', '17004429')",1
"('17004330', '17004339')",1
"('17004328', '17004330')",1
"('17004327', '17004364')",1
"('17004326', '17004332')",1
"('17004325', '17004369')",1
"('17004322', '17004425')",1
"('17004321', '17004392')",1
"('17004319', '17004326')",1
"('17004316', '17004319')",1
"('17004361', '17004379')",1
"('17004363', '17004313')",1
"('17004364', '17004368')",1
"('17004381', '17004397')",1
"('17004392', '17004416')",1
"('17004389', '17004396')",1
"('17004387', '17004389')",1
"('17004385', '17004327')",1
"('17004383', '17004387')",1
"('17004382', '17004383')",1
"('17004380', '17004382')",1
"('17004368', '17004380')",1
"('17004379', '17004403')",1
"('17004378', '17004377')",1
"('17004377', '17004400')",1
"('17004374', '17004418')",1
"('17004371', '17004385')",1
"('17004369', '17004409')",1
"('17004313', '17004331')",1
"('17004312', '17004316')",1
"('17004311', '17004312')",1
"('17', '99')",1
"('17000407', 'ineligible')",1
"('17000090', 'eligible')",1
"('170', '70')",1
"('170', '07')",1
"('17', 'month')",1
"('17', 'agree')",1
"('17', '25')",1
"('17000450', '17008877')",1
"('1699145592', 'total')",1
"('1699145591', 'total')",1
"('1699145590', 'total')",1
"('1699145589', 'total')",1
"('1699145588', 'total')",1
"('1699145587', 'total')",1
"('17000407', 'meet')",1
"('17000500', '17000501')",1
"('17004310', '17004311')",1
"('17003689', 'centro')",1
"('17004309', '17004360')",1
"('17004305', '17004310')",1
"('17004303', '17004305')",1
"('17004300', '17009148')",1
"('17004296', '17004325')",1
"('17003805', 'eligible')",1
"('17003608', 'eligible')",1
"('17000501', '17008083')",1
"('17003187', 'eligible')",1
"('17002244', 'meet')",1
"('17002081', 'meet')",1
"('17001375', 'eligible')",1
"('17001304', 'eligible')",1
"('17000596', 'eligible')",1
"('20', 'ineligible')",1
"('20', 'lines')",1
"('20', 'phase')",1
"('384', '00')",1
"('4', '20')",1
"('4', '13')",1
"('4', '11')",1
"('4', '1')",1
"('3mb', 'agree')",1
"('3gb', 'w')",1
"('3gb', '22')",1
"('399520001238888', 'competitive')",1
"('399', '63')",1
"('399', '20')",1
"('398', '24')",1
"('3948', '36')",1
"('392', '36')",1
"('39', 'mobile')",1
"('39', 'ineligible')",1
"('4', '207')",1
"('4', '327')",1
"('4', '406')",1
"('4', 'phone')",1
"('40', '80')",1
"('40', '3')",1
"('40', '13')",1
"('40', '00')",1
"('40', '0')",1
"('4', 'sites')",1
"('4', '968')",1
"('4', '511')",1
"('4', '926')",1
"('4', '788')",1
"('4', '679')",1
"('4', '638')",1
"('4', '601')",1
"('4', '6')",1
"('384', '80')",1
"('383', '88')",1
"('20', 'reflect')",1
"('383', '64')",1
"('335', '00')",1
"('334', '68')",1
"('330', '00')",1
"('33', '3')",1
"('327', '74')",1
"('327', '44')",1
"('320', '10')",1
"('32', 'service')",1
"('32', 'per')",1
"('32', '3')",1
"('314', '43')",1
"('313', '50')",1
"('310', '00')",1
"('31', 'lines')",1
"('31', '50')",1
"('336', '17')",1
"('34', '560')",1
"('35', 'month')",1
"('36', 'property')",1
"('375', 'month')",1
"('37', 'month')",1
"('37', 'agree')",1
"('368', 'mo')",1
"('368', '00')",1
"('36', 'vendor')",1
"('36', 'months')",1
"('35', 'monthly')",1
"('36', 'asurion')",1
"('36', '5')",1
"('357', '604')",1
"('356', '40')",1
"('356', '28')",1
"('356', '00')",1
"('40', 'agree')",1
"('40', 'ineligible')",1
"('40', 'lines')",1
"('400', '6')",1
"('471', 'contract')",1
"('1699048312', 'new')",1
"('1699051978', 'based')",1
"('470', 'specific')",1
"('470', 'self')",1
"('1699058593', 'frn')",1
"('470', 'questions')",1
"('470', 'provide')",1
"('470', 'old')",1
"('1699062961', 'frn')",1
"('470', 'matches')",1
"('470', 'low')",1
"('470', 'issued')",1
"('470', 'correct')",1
"('470', 'also')",1
"('471', 'dr2')",1
"('471', 'funding')",1
"('471', 'maintenance')",1
"('485', '21per')",1
"('499', '80')",1
"('496', 'month')",1
"('490', '5940')",1
"('49', 'additional')",1
"('49', '95')",1
"('49', '356')",1
"('485', '21')",1
"('471', 'must')",1
"('48', 'reflect')",1
"('48', 'lines')",1
"('48', '753')",1
"('471', 'vendor')",1
"('471', 'tariff')",1
"('471', 'program')",1
"('470', '520750001036957')",1
"('470', '426480001240887')",1
"('470', '399520001238888')",1
"('41', 'agree')",1
"('4250', '00')",1
"('425', '76')",1
"('4200', '00')",1
"('418', '02')",1
"('415', '80')",1
"('411', '84')",1
"('41', '40')",1
"('429', '98')",1
"('408', '48')",1
"('408', '24')",1
"('408', '00')",1
"('406', '33')",1
"('400', 'international')",1
"('400', 'data')",1
"('426480001240887', 'established')",1
"('43', '740')",1
"('470', '19')",1
"('46', 'monthly')",1
"('1699070795', 'new')",1
"('470', '160024673')",1
"('47', 'month')",1
"('466', '88')",1
"('465', '68')",1
"('46', 'prorated')",1
"('457', '60')",1
"('43', 'mo')",1
"('45', 'per')",1
"('45', 'agree')",1
"('449', '90')",1
"('440', 'per')",1
"('44', 'per')",1
"('44', 'lines')",1
"('31', '465')",1
"('31', '2017')",1
"('31', '16')",1
"('240', '00')",1
"('22012', 'croom')",1
"('22', '384')",1
"('22', '26')",1
"('21per', 'month')",1
"('215', '99')",1
"('215', '88')",1
"('21', 'wireless')",1
"('21', 'products')",1
"('21', 'monthly')",1
"('21', 'lines')",1
"('21', 'line')",1
"('21', 'dr2')",1
"('21', 'changed')",1
"('21', '947')",1
"('21', '36')",1
"('221005', 'electronic')",1
"('223', '64')",1
"('22321', 'croom')",1
"('238', '80')",1
"('24', 'remove')",1
"('24', 'per')",1
"('24', 'agree')",1
"('24', '37')",1
"('24', '2017')",1
"('239', '16')",1
"('231302', 'az')",1
"('2269', '03')",1
"('23', 'agree')",1
"('23', '952')",1
"('23', '2012')",1
"('23', '040')",1
"('227', '90')",1
"('227', '55')",1
"('21', '2015')",1
"('208', '08')",1
"('207', '32')",1
"('201', '50')",1
"('2015', 'uploaded')",1
"('1699073859', 'modified')",1
"('2015', '5')",1
"('2015', '11')",1
"('2015', '1')",1
"('2010', '2')",1
"('200', 'month')",1
"('2016', '2')",1
"('200', '7')",1
"('200', '400')",1
"('20', 'year')",1
"('20', 'voice')",1
"('20', 'removed')",1
"('20', 'remove')",1
"('2016', '12')",1
"('2016', '4')",1
"('203', '68')",1
"('2017', '12')",1
"('2025', '00')",1
"('2019', 'agree')",1
"('2017', 'provided')",1
"('2017', 'contract')",1
"('2017', 'based')",1
"('2017', '6')",1
"('2017', '01')",1
"('2016', '5')",1
"('2016', 'thus')",1
"('2016', 'provided')",1
"('2016', 'initial')",1
"('2016', 'executed')",1
"('2016', 'considered')",1
"('2016', '8')",1
"('24', 'service')",1
"('2480', '50')",1
"('309', '13')",1
"('25', '100mb')",1
"('3', '954')",1
"('3', '932')",1
"('3', '645')",1
"('3', '375')",1
"('3', '360')",1
"('3', '303')",1
"('3', '240')",1
"('3', '2016')",1
"('3', '137')",1
"('3', '104')",1
"('3', '10')",1
"('2mb', '25mb')",1
"('2gb', 'data')",1
"('2g', 'amp')",1
"('2fxs', 'ineligible')",1
"('3', '99')",1
"('3', 'agree')",1
"('3', 'connection')",1
"('30', 'month')",1
"('308', '00')",1
"('304', 'lines')",1
"('303', '40')",1
"('303', '00')",1
"('300', 'w')",1
"('300', 'per')",1
"('30', 'android')",1
"('3', 'data')",1
"('30', 'agree')",1
"('30', '2021')",1
"('30', '2016')",1
"('30', '072')",1
"('3', 'services')",1
"('3', 'gbps')",1
"('294', '43')",1
"('29', '39')",1
"('284', '1')",1
"('250', 'message')",1
"('26', '76')",1
"('25mb', '3mb')",1
"('252', '60')",1
"('252', '54')",1
"('251', '49')",1
"('251', '37')",1
"('250', '92')",1
"('268', '53')",1
"('25', 'voice')",1
"('25', 'points')",1
"('25', 'monthly')",1
"('25', 'billing')",1
"('25', 'agree')",1
"('25', '46')",1
"('266', '96')",1
"('27', '720')",1
"('284', '00')",1
"('28', '2016')",1
"('28', 'service')",1
"('28', 'agree')",1
"('28', '599')",1
"('28', '383')",1
"('28', '3')",1
"('28', '2017')",1
"('28', '15')",1
"('27', '95')",1
"('276', '41')",1
"('275', '75')",1
"('273', '63')",1
"('273', '03')",1
"('272', 'remove')",1
"('272', '28')",1
"('charges', '927')",1
"('charges', 'associated')",1
"('mr1', 'local')",1
"('information', 'arizona')",1
"('103', 'agree')",1
"('104', '64')",1
"('inquiry', 'response')",1
"('inlt', 'tlk')",1
"('initial', 'term')",1
"('information', 'system')",1
"('information', 'service')",1
"('108', '57')",1
"('information', 'regarding')",1
"('information', 'provided')",1
"('10gb', 'texting')",1
"('information', 'excess')",1
"('information', 'entity')",1
"('information', 'e')",1
"('11', '10')",1
"('instant', 'messaging')",1
"('institutions', 'always')",1
"('instruction', 'program')",1
"('100mbps', '59')",1
"('internet', 'traffic')",1
"('internet', 'tier')",1
"('internet', 'therefore')",1
"('internet', 'equipment')",1
"('internet', 'email')",1
"('internet', 'dsl')",1
"('international', 'value')",1
"('instructional', 'center')",1
"('international', 'high')",1
"('internal', 'invoice')",1
"('internal', 'broadband')",1
"('102', '60')",1
"('intended', 'use')",1
"('103', '309')",1
"('11', '16')",1
"('information', 'anthony')",1
"('includes', 'unknown')",1
"('information', 'addition')",1
"('11', '28')",1
"('11', '300')",1
"('11', 'agree')",1
"('indicator', 'frn')",1
"('indicating', '“long')",1
"('indicates', 'state')",1
"('indicated', '“proposals')",1
"('indicated', 'response')",1
"('indicated', 'posted')",1
"('indicated', 'longer')",1
"('indicated', 'additional')",1
"('incorrect', 'document')",1
"('inclusive', 'funding')",1
"('including', '“or')",1
"('including', 'words')",1
"('ineligible', '1')",1
"('ineligible', '284')",1
"('ineligible', '3')",1
"('11', '180')",1
"('information', '1')",1
"('ineligibles', 'ineligible')",1
"('ineligibles', 'dr2')",1
"('ineligibles', 'agree')",1
"('ineligibles', '294')",1
"('ineligibles', '26')",1
"('11', '196')",1
"('ineligible', 'amount')",1
"('ineligible', 'text')",1
"('11', '2016')",1
"('ineligible', 'review')",1
"('11', '203')",1
"('ineligible', 'cost')",1
"('ineligible', 'charges')",1
"('interstate', 'diversity')",1
"('invoice', 'phone')",1
"('invoice', 'provided')",1
"('invoice', 'required')",1
"('item', 'inquiry')",1
"('item', 'illegibility')",1
"('item', 'frn')",1
"('item', 'form')",1
"('item', 'everything')",1
"('item', 'eligibilty')",1
"('item', 'duplicate')",1
"('item', 'digital')",1
"('item', 'dark')",1
"('item', 'corrected')",1
"('item', 'correct')",1
"('item', 'copper')",1
"('item', 'competitive')",1
"('item', 'category')",1
"('item', 'campus')",1
"('item', 'invoice')",1
"('item', 'line')",1
"('item', 'list')",1
"('items', 'documentation')",1
"('jetpacks', 'per')",1
"('jersey', 'inc')",1
"('items', 'text')",1
"('items', 'requested')",1
"('items', 'monthly')",1
"('items', 'long')",1
"('items', 'could')",1
"('item', 'mobile')",1
"('100mb', 'americas')",1
"('item', 'third')",1
"('item', 'services')",1
"('item', 'parent')",1
"('item', 'pages')",1
"('item', 'monthly')",1
"('item', 'cablem')",1
"('item', 'biblioteca')",1
"('item', '600')",1
"('issued', 'addendum')",1
"('item', '1699025064')",1
"('item', '1699024419')",1
"('item', '1699005000')",1
"('item', '16199132887')",1
"('issued', 'middlesex')",1
"('issued', 'issued')",1
"('iru', 'special')",1
"('item', '1699095704')",1
"('iru', 'fiber')",1
"('iru', 'based')",1
"('iphone', '4g')",1
"('iphn', 'everthg')",1
"('ipads', 'ineligible')",1
"('ios', '2gb')",1
"('item', '1699044083')",1
"('item', '1699107068')",1
"('item', '1799106371')",1
"('item', '1799081273')",1
"('item', '1799106307')",1
"('item', '1799106205')",1
"('item', '1799098424')",1
"('item', '1799087166')",1
"('item', '1799081395')",1
"('item', '1799081349')",1
"('item', '1799072096')",1
"('item', '1699110653')",1
"('item', '1799067017')",1
"('item', '1799056889')",1
"('item', '1799056885')",1
"('item', '1799044780')",1
"('item', '1699144929')",1
"('item', '1699110998')",1
"('including', 'manufacturer’s')",1
"('11', 'line')",1
"('k', '17004779')",1
"('frn', 'failed')",1
"('frn', 'recurring')",1
"('frn', 'providing')",1
"('12', '04')",1
"('frn', 'one')",1
"('frn', 'new')",1
"('frn', 'monthly')",1
"('12', '2015')",1
"('frn', 'managed')",1
"('frn', 'maintenance')",1
"('frn', 'local')",1
"('12', '21')",1
"('frn', 'issue')",1
"('frn', 'internal')",1
"('12', '408')",1
"('frn', 'home')",1
"('frn', 'required')",1
"('frn', 'states')",1
"('frn', 'supports')",1
"('frns', 'previously')",1
"('funding', '3')",1
"('funded', 'category')",1
"('fund', 'year')",1
"('117', '504')",1
"('117', '90')",1
"('frn’s', 'item')",1
"('frns', '1699144356')",1
"('12', '00')",1
"('frns', '1699082857')",1
"('frn1799075817', 'voice')",1
"('frn0799075817', 'denied')",1
"('frn', 'yeshiva')",1
"('119', '116')",1
"('frn', 'thus')",1
"('frn', 'fiber')",1
"('frn', 'evaluation')",1
"('includes', 'data')",1
"('frn', 'eligible')",1
"('frn', '1799088626')",1
"('frn', '1799082550')",1
"('frn', '1799081939')",1
"('frn', '1799075802')",1
"('frn', '1799072914')",1
"('frn', '179906679')",1
"('frn', '1799063158')",1
"('frn', '1799060241')",1
"('frn', '1799054158')",1
"('frn', '1799045070')",1
"('frn', '1799020827')",1
"('frn', '17012422')",1
"('frn', '17008378')",1
"('frn', '17008301')",1
"('frn', '17008041')",1
"('frn', '1799097114')",1
"('frn', '1799098018')",1
"('frn', '1799106496')",1
"('frn', 'category')",1
"('frn', 'dream')",1
"('frn', 'dollars')",1
"('12', '650')",1
"('12', 'lines')",1
"('frn', 'data')",1
"('frn', 'cites')",1
"('frn', 'cable')",1
"('frn', '1799106572')",1
"('frn', 'asked')",1
"('frn', 'amount')",1
"('frn', '98515')",1
"('frn', '699001259')",1
"('frn', '1799112564')",1
"('frn', '1799112483')",1
"('116', 'agree')",1
"('funding', 'eligible')",1
"('funding', 'following')",1
"('funding', 'longer')",1
"('id', 'national')",1
"('id', 'internet')",1
"('id', 'direct')",1
"('id', 'deluxe')",1
"('id', 'cwida')",1
"('hunting', 'caller')",1
"('hunting', 'call')",1
"('hunt', 'telecommunications')",1
"('hunt', 'call')",1
"('however', 'referenced')",1
"('11', 'month')",1
"('however', 'agreement')",1
"('hotspot', 'service')",1
"('hotspot', 'picture')",1
"('hotspot', 'ineligible')",1
"('id', 'texting')",1
"('ies', '17004991')",1
"('ies', 'demonstrated')",1
"('include', 'billed')",1
"('11', 'lines')",1
"('included', 'services')",1
"('included', 'quality')",1
"('included', 'manufacturer’s')",1
"('included', 'amp')",1
"('include', 'data')",1
"('inc', 'verizon')",1
"('ii', 'america')",1
"('inc', 'tyh')",1
"('inc', 'product')",1
"('implemented', 'allowable')",1
"('immediate', 'need')",1
"('illinois', 'bell')",1
"('illegibility', 'products')",1
"('hosting', 'license')",1
"('hosting', 'ineligible')",1
"('hosting', 'data')",1
"('115', 'agree')",1
"('gb', 'smart')",1
"('gb', 'share')",1
"('g', 'mobile')",1
"('g', 'illinois')",1
"('115', '384')",1
"('furthermore', 'failed')",1
"('funding', 'specifically')",1
"('generation', 'christian')",1
"('funding', 'services')",1
"('funding', 'secondary')",1
"('1154', '40')",1
"('116', '32')",1
"('funding', 'per')",1
"('funding', 'narrative')",1
"('gbps', 'ethernet')",1
"('given', 'value')",1
"('home', 'office')",1
"('guayaney', 'biblioteca')",1
"('high', 'meadows')",1
"('hardware', 'ineligible')",1
"('110', '45')",1
"('hall', 'anexo')",1
"('hagans', 'competitive')",1
"('guayanilla', 'entity')",1
"('ground', 'construction')",1
"('global', 'data')",1
"('green', 'valley')",1
"('greater', 'price')",1
"('greater', '3')",1
"('gov', 'indicates')",1
"('114', '00')",1
"('global', 'llc')",1
"('june', '10')",1
"('k9', 'vic2')",1
"('charges', 'cellular')",1
"('modified', '560')",1
"('modified', '900')",1
"('modified', '884')",1
"('modified', '864')",1
"('modified', '828')",1
"('modified', '825')",1
"('modified', '800')",1
"('modified', '767')",1
"('modified', '746')",1
"('modified', '7')",1
"('modified', '667')",1
"('modified', '615')",1
"('modified', '598')",1
"('modified', '59')",1
"('modified', '580')",1
"('modified', '57')",1
"('modified', '99')",1
"('modified', 'accurately')",1
"('modified', 'bandwidth')",1
"('modified', 'local')",1
"('month', '0')",1
"('monetary', 'agreement')",1
"('modifies', 'rfp')",1
"('modified', 'service')",1
"('modified', 'reference')",1
"('modified', 'locations')",1
"('modified', 'list')",1
"('modified', 'based')",1
"('modified', 'line')",1
"('modified', 'entities')",1
"('modified', 'charter')",1
"('modified', 'change')",1
"('modified', 'centurylink')",1
"('modified', 'cellular')",1
"('modified', '563')",1
"('modified', '4250')",1
"('mo', 'long')",1
"('modified', '418')",1
"('10', '2015')",1
"('modified', '00')",1
"('modem', 'vendor')",1
"('modem', 'equipment')",1
"('modem', 'data')",1
"('modem', 'based')",1
"('mobile', 'usa')",1
"('mobile', 'unlimited')",1
"('mobile', 'related')",1
"('mobile', 'protection')",1
"('mobile', 'hotspots')",1
"('mobile', 'hotspot')",1
"('mobile', 'devices')",1
"('mobile', 'data')",1
"('mo', 'text')",1
"('modified', '115')",1
"('modified', '116')",1
"('modified', '119')",1
"('modified', '215')",1
"('modified', '368')",1
"('modified', '357')",1
"('modified', '30')",1
"('modified', '273')",1
"('modified', '23')",1
"('modified', '2269')",1
"('modified', '21')",1
"('modified', '12')",1
"('modified', '2025')",1
"('modified', '171')",1
"('modified', '170')",1
"('modified', '163')",1
"('modified', '151')",1
"('modified', '130')",1
"('month', '10')",1
"('month', '100')",1
"('month', '102')",1
"('month', '103')",1
"('month', 'switched')",1
"('10', '16')",1
"('month', 'school')",1
"('month', 'reflect')",1
"('month', 'plus')",1
"('month', 'oc')",1
"('month', 'non')",1
"('month', 'mr3')",1
"('month', 'mr2')",1
"('month', 'mr1')",1
"('month', 'match')",1
"('month', 'local')",1
"('month', 'form')",1
"('month', 'fcc')",1
"('month', 'cost')",1
"('month', 'warranty')",1
"('monthly', 'amount')",1
"('monthly', 'bill')",1
"('1', 'year')",1
"('mr1', 'ineligible')",1
"('mr1', 'funding')",1
"('1', 'voice')",1
"('mr1', 'fcc')",1
"('mr1', 'direct')",1
"('mr1', 'cellular')",1
"('mpls', 'vpn')",1
"('monthly', 'charge')",1
"('months', 'include')",1
"('monthly', 'usage')",1
"('monthly', 'unit')",1
"('monthly', 'truconnect')",1
"('monthly', 'request')",1
"('monthly', 'one')",1
"('month', 'cellular')",1
"('month', 'broadband')",1
"('10', '20')",1
"('month', '201')",1
"('month', '400')",1
"('month', '4')",1
"('month', '360')",1
"('month', '336')",1
"('month', '3')",1
"('month', '251')",1
"('month', '196')",1
"('month', '48')",1
"('month', '17')",1
"('month', '134')",1
"('month', '116')",1
"('month', '113')",1
"('month', '110')",1
"('month', '11')",1
"('month', '429')",1
"('month', '529')",1
"('month', '96')",1
"('month', '829')",1
"('month', '94')",1
"('month', '939')",1
"('month', '898')",1
"('month', '89')",1
"('month', '840')",1
"('month', '84')",1
"('month', '813')",1
"('month', '546')",1
"('month', '762')",1
"('month', '750')",1
"('month', '74')",1
"('month', '72')",1
"('month', '695')",1
"('month', '57')",1
"('mo', 'mobile')",1
"('mo', 'interconnected')",1
"('labor', '2')",1
"('line', 'quantity')",1
"('list', 'recipients')",1
"('lines', 'one')",1
"('lines', 'mr2')",1
"('lines', 'modified')",1
"('lines', 'messaging')",1
"('lines', 'cellular')",1
"('lines', 'amp')",1
"('lines', '6')",1
"('lines', '5')",1
"('lines', '411')",1
"('lines', '16')",1
"('lines', '14')",1
"('line', '”')",1
