,frn,fcdl_comment_cleaned,fcdl_comment_array,trigram_array,fixed_category
1539,1699015573,dr1 9 14 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '9', '14', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '9', '14'): 1, ('9', '14', '2016'): 1, ('14', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
1540,1699015576,dr1 9 14 2016 application denied based noncompliance fcc’s red light rule implements requirements fcc’s debt collection improvement act 1996 fcc 04 72 april 13 2004,"['dr1', '9', '14', '2016', 'application', 'denied', 'based', 'noncompliance', 'fcc’s', 'red', 'light', 'rule', 'implements', 'requirements', 'fcc’s', 'debt', 'collection', 'improvement', 'act', '1996', 'fcc', '04', '72', 'april', '13', '2004']","Counter({('dr1', '9', '14'): 1, ('9', '14', '2016'): 1, ('14', '2016', 'application'): 1, ('2016', 'application', 'denied'): 1, ('application', 'denied', 'based'): 1, ('denied', 'based', 'noncompliance'): 1, ('based', 'noncompliance', 'fcc’s'): 1, ('noncompliance', 'fcc’s', 'red'): 1, ('fcc’s', 'red', 'light'): 1, ('red', 'light', 'rule'): 1, ('light', 'rule', 'implements'): 1, ('rule', 'implements', 'requirements'): 1, ('implements', 'requirements', 'fcc’s'): 1, ('requirements', 'fcc’s', 'debt'): 1, ('fcc’s', 'debt', 'collection'): 1, ('debt', 'collection', 'improvement'): 1, ('collection', 'improvement', 'act'): 1, ('improvement', 'act', '1996'): 1, ('act', '1996', 'fcc'): 1, ('1996', 'fcc', '04'): 1, ('fcc', '04', '72'): 1, ('04', '72', 'april'): 1, ('72', 'april', '13'): 1, ('april', '13', '2004'): 1})",
1541,1699015580,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
1542,1699015903,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
1566,1699018769,dr1 based documentation provided special compliance review frn 1699018769 denied select cost effective bid proposal fcc rules state selecting provider eligible services applicants must carefully consider bids submitted must select cost effective service offering determining service offering cost effective entities may consider relevant factors pre discount prices submitted providers price primary factor considered fcc codified ysleta order evaluating bids prospective service providers applicants must select cost effective offering bids received selected bid must cost effective compared prices available commercially stated may situations price services exorbitant cannot face cost effective instance proposal sell prices two three times greater prices available commercial vendors would cost effective absent extenuating circumstances selected bid meetpoint amount 4 968 month bid chosen two three times costly multiple competing bid offerings violates fcc requirement applicants select cost effective offering bids received absent extenuating circumstances review present extenuating circumstances mitigates choice bid two three times greater prices available multiple competing vendors,"['dr1', 'based', 'documentation', 'provided', 'special', 'compliance', 'review', 'frn', '1699018769', 'denied', 'select', 'cost', 'effective', 'bid', 'proposal', 'fcc', 'rules', 'state', 'selecting', 'provider', 'eligible', 'services', 'applicants', 'must', 'carefully', 'consider', 'bids', 'submitted', 'must', 'select', 'cost', 'effective', 'service', 'offering', 'determining', 'service', 'offering', 'cost', 'effective', 'entities', 'may', 'consider', 'relevant', 'factors', 'pre', 'discount', 'prices', 'submitted', 'providers', 'price', 'primary', 'factor', 'considered', 'fcc', 'codified', 'ysleta', 'order', 'evaluating', 'bids', 'prospective', 'service', 'providers', 'applicants', 'must', 'select', 'cost', 'effective', 'offering', 'bids', 'received', 'selected', 'bid', 'must', 'cost', 'effective', 'compared', 'prices', 'available', 'commercially', 'stated', 'may', 'situations', 'price', 'services', 'exorbitant', 'cannot', 'face', 'cost', 'effective', 'instance', 'proposal', 'sell', 'prices', 'two', 'three', 'times', 'greater', 'prices', 'available', 'commercial', 'vendors', 'would', 'cost', 'effective', 'absent', 'extenuating', 'circumstances', 'selected', 'bid', 'meetpoint', 'amount', '4', '968', 'month', 'bid', 'chosen', 'two', 'three', 'times', 'costly', 'multiple', 'competing', 'bid', 'offerings', 'violates', 'fcc', 'requirement', 'applicants', 'select', 'cost', 'effective', 'offering', 'bids', 'received', 'absent', 'extenuating', 'circumstances', 'review', 'present', 'extenuating', 'circumstances', 'mitigates', 'choice', 'bid', 'two', 'three', 'times', 'greater', 'prices', 'available', 'multiple', 'competing', 'vendors']","Counter({('select', 'cost', 'effective'): 4, ('two', 'three', 'times'): 3, ('must', 'select', 'cost'): 2, ('cost', 'effective', 'offering'): 2, ('effective', 'offering', 'bids'): 2, ('offering', 'bids', 'received'): 2, ('three', 'times', 'greater'): 2, ('times', 'greater', 'prices'): 2, ('greater', 'prices', 'available'): 2, ('absent', 'extenuating', 'circumstances'): 2, ('dr1', 'based', 'documentation'): 1, ('based', 'documentation', 'provided'): 1, ('documentation', 'provided', 'special'): 1, ('provided', 'special', 'compliance'): 1, ('special', 'compliance', 'review'): 1, ('compliance', 'review', 'frn'): 1, ('review', 'frn', '1699018769'): 1, ('frn', '1699018769', 'denied'): 1, ('1699018769', 'denied', 'select'): 1, ('denied', 'select', 'cost'): 1, ('cost', 'effective', 'bid'): 1, ('effective', 'bid', 'proposal'): 1, ('bid', 'proposal', 'fcc'): 1, ('proposal', 'fcc', 'rules'): 1, ('fcc', 'rules', 'state'): 1, ('rules', 'state', 'selecting'): 1, ('state', 'selecting', 'provider'): 1, ('selecting', 'provider', 'eligible'): 1, ('provider', 'eligible', 'services'): 1, ('eligible', 'services', 'applicants'): 1, ('services', 'applicants', 'must'): 1, ('applicants', 'must', 'carefully'): 1, ('must', 'carefully', 'consider'): 1, ('carefully', 'consider', 'bids'): 1, ('consider', 'bids', 'submitted'): 1, ('bids', 'submitted', 'must'): 1, ('submitted', 'must', 'select'): 1, ('cost', 'effective', 'service'): 1, ('effective', 'service', 'offering'): 1, ('service', 'offering', 'determining'): 1, ('offering', 'determining', 'service'): 1, ('determining', 'service', 'offering'): 1, ('service', 'offering', 'cost'): 1, ('offering', 'cost', 'effective'): 1, ('cost', 'effective', 'entities'): 1, ('effective', 'entities', 'may'): 1, ('entities', 'may', 'consider'): 1, ('may', 'consider', 'relevant'): 1, ('consider', 'relevant', 'factors'): 1, ('relevant', 'factors', 'pre'): 1, ('factors', 'pre', 'discount'): 1, ('pre', 'discount', 'prices'): 1, ('discount', 'prices', 'submitted'): 1, ('prices', 'submitted', 'providers'): 1, ('submitted', 'providers', 'price'): 1, ('providers', 'price', 'primary'): 1, ('price', 'primary', 'factor'): 1, ('primary', 'factor', 'considered'): 1, ('factor', 'considered', 'fcc'): 1, ('considered', 'fcc', 'codified'): 1, ('fcc', 'codified', 'ysleta'): 1, ('codified', 'ysleta', 'order'): 1, ('ysleta', 'order', 'evaluating'): 1, ('order', 'evaluating', 'bids'): 1, ('evaluating', 'bids', 'prospective'): 1, ('bids', 'prospective', 'service'): 1, ('prospective', 'service', 'providers'): 1, ('service', 'providers', 'applicants'): 1, ('providers', 'applicants', 'must'): 1, ('applicants', 'must', 'select'): 1, ('bids', 'received', 'selected'): 1, ('received', 'selected', 'bid'): 1, ('selected', 'bid', 'must'): 1, ('bid', 'must', 'cost'): 1, ('must', 'cost', 'effective'): 1, ('cost', 'effective', 'compared'): 1, ('effective', 'compared', 'prices'): 1, ('compared', 'prices', 'available'): 1, ('prices', 'available', 'commercially'): 1, ('available', 'commercially', 'stated'): 1, ('commercially', 'stated', 'may'): 1, ('stated', 'may', 'situations'): 1, ('may', 'situations', 'price'): 1, ('situations', 'price', 'services'): 1, ('price', 'services', 'exorbitant'): 1, ('services', 'exorbitant', 'cannot'): 1, ('exorbitant', 'cannot', 'face'): 1, ('cannot', 'face', 'cost'): 1, ('face', 'cost', 'effective'): 1, ('cost', 'effective', 'instance'): 1, ('effective', 'instance', 'proposal'): 1, ('instance', 'proposal', 'sell'): 1, ('proposal', 'sell', 'prices'): 1, ('sell', 'prices', 'two'): 1, ('prices', 'two', 'three'): 1, ('prices', 'available', 'commercial'): 1, ('available', 'commercial', 'vendors'): 1, ('commercial', 'vendors', 'would'): 1, ('vendors', 'would', 'cost'): 1, ('would', 'cost', 'effective'): 1, ('cost', 'effective', 'absent'): 1, ('effective', 'absent', 'extenuating'): 1, ('extenuating', 'circumstances', 'selected'): 1, ('circumstances', 'selected', 'bid'): 1, ('selected', 'bid', 'meetpoint'): 1, ('bid', 'meetpoint', 'amount'): 1, ('meetpoint', 'amount', '4'): 1, ('amount', '4', '968'): 1, ('4', '968', 'month'): 1, ('968', 'month', 'bid'): 1, ('month', 'bid', 'chosen'): 1, ('bid', 'chosen', 'two'): 1, ('chosen', 'two', 'three'): 1, ('three', 'times', 'costly'): 1, ('times', 'costly', 'multiple'): 1, ('costly', 'multiple', 'competing'): 1, ('multiple', 'competing', 'bid'): 1, ('competing', 'bid', 'offerings'): 1, ('bid', 'offerings', 'violates'): 1, ('offerings', 'violates', 'fcc'): 1, ('violates', 'fcc', 'requirement'): 1, ('fcc', 'requirement', 'applicants'): 1, ('requirement', 'applicants', 'select'): 1, ('applicants', 'select', 'cost'): 1, ('bids', 'received', 'absent'): 1, ('received', 'absent', 'extenuating'): 1, ('extenuating', 'circumstances', 'review'): 1, ('circumstances', 'review', 'present'): 1, ('review', 'present', 'extenuating'): 1, ('present', 'extenuating', 'circumstances'): 1, ('extenuating', 'circumstances', 'mitigates'): 1, ('circumstances', 'mitigates', 'choice'): 1, ('mitigates', 'choice', 'bid'): 1, ('choice', 'bid', 'two'): 1, ('bid', 'two', 'three'): 1, ('prices', 'available', 'multiple'): 1, ('available', 'multiple', 'competing'): 1, ('multiple', 'competing', 'vendors'): 1})",
1571,1699020428,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
1574,1699020904,dr1 frn denied since frn requesting maintenance operation associated self provisioned fiber request denied,"['dr1', 'frn', 'denied', 'since', 'frn', 'requesting', 'maintenance', 'operation', 'associated', 'self', 'provisioned', 'fiber', 'request', 'denied']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'since'): 1, ('denied', 'since', 'frn'): 1, ('since', 'frn', 'requesting'): 1, ('frn', 'requesting', 'maintenance'): 1, ('requesting', 'maintenance', 'operation'): 1, ('maintenance', 'operation', 'associated'): 1, ('operation', 'associated', 'self'): 1, ('associated', 'self', 'provisioned'): 1, ('self', 'provisioned', 'fiber'): 1, ('provisioned', 'fiber', 'request'): 1, ('fiber', 'request', 'denied'): 1})",
1579,1699078622,dr1 funding request denied result cost effectiveness review determined request broadband mobile unlimited justified cost effective required fcc rules broadband unlimited ineligible service,"['dr1', 'funding', 'request', 'denied', 'result', 'cost', 'effectiveness', 'review', 'determined', 'request', 'broadband', 'mobile', 'unlimited', 'justified', 'cost', 'effective', 'required', 'fcc', 'rules', 'broadband', 'unlimited', 'ineligible', 'service']","Counter({('dr1', 'funding', 'request'): 1, ('funding', 'request', 'denied'): 1, ('request', 'denied', 'result'): 1, ('denied', 'result', 'cost'): 1, ('result', 'cost', 'effectiveness'): 1, ('cost', 'effectiveness', 'review'): 1, ('effectiveness', 'review', 'determined'): 1, ('review', 'determined', 'request'): 1, ('determined', 'request', 'broadband'): 1, ('request', 'broadband', 'mobile'): 1, ('broadband', 'mobile', 'unlimited'): 1, ('mobile', 'unlimited', 'justified'): 1, ('unlimited', 'justified', 'cost'): 1, ('justified', 'cost', 'effective'): 1, ('cost', 'effective', 'required'): 1, ('effective', 'required', 'fcc'): 1, ('required', 'fcc', 'rules'): 1, ('fcc', 'rules', 'broadband'): 1, ('rules', 'broadband', 'unlimited'): 1, ('broadband', 'unlimited', 'ineligible'): 1, ('unlimited', 'ineligible', 'service'): 1})",
1596,1699144544,dr1 documentation contained information needed potential bidders respond rfp available 28 days e rate productivity portal selecting service provider 11 10 2015 11 16 2015 uploaded rfp addendum contains significant information bidders able respond fcc form 470 rfp however documentation available e rate productivity portal 28 days selected service provider therefore frn denied program procedures require fcc form 470 rfp documentation providing additional modifying original information fcc form 470 request proposal uploaded fcc form 470 e rate productivity portal made available 28 days selecting service provider mr1 new frn created order change answer fiber question could changed yes maintenance operation listed frn 1699024259 dark fiber special construction based supporting documentation mr2 contract award date changed 1 25 2016 2 10 2016 agree documentation provided review fcc form 471,"['dr1', 'documentation', 'contained', 'information', 'needed', 'potential', 'bidders', 'respond', 'rfp', 'available', '28', 'days', 'e', 'rate', 'productivity', 'portal', 'selecting', 'service', 'provider', '11', '10', '2015', '11', '16', '2015', 'uploaded', 'rfp', 'addendum', 'contains', 'significant', 'information', 'bidders', 'able', 'respond', 'fcc', 'form', '470', 'rfp', 'however', 'documentation', 'available', 'e', 'rate', 'productivity', 'portal', '28', 'days', 'selected', 'service', 'provider', 'therefore', 'frn', 'denied', 'program', 'procedures', 'require', 'fcc', 'form', '470', 'rfp', 'documentation', 'providing', 'additional', 'modifying', 'original', 'information', 'fcc', 'form', '470', 'request', 'proposal', 'uploaded', 'fcc', 'form', '470', 'e', 'rate', 'productivity', 'portal', 'made', 'available', '28', 'days', 'selecting', 'service', 'provider', 'mr1', 'new', 'frn', 'created', 'order', 'change', 'answer', 'fiber', 'question', 'could', 'changed', 'yes', 'maintenance', 'operation', 'listed', 'frn', '1699024259', 'dark', 'fiber', 'special', 'construction', 'based', 'supporting', 'documentation', 'mr2', 'contract', 'award', 'date', 'changed', '1', '25', '2016', '2', '10', '2016', 'agree', 'documentation', 'provided', 'review', 'fcc', 'form', '471']","Counter({('fcc', 'form', '470'): 4, ('e', 'rate', 'productivity'): 3, ('rate', 'productivity', 'portal'): 3, ('available', '28', 'days'): 2, ('selecting', 'service', 'provider'): 2, ('form', '470', 'rfp'): 2, ('dr1', 'documentation', 'contained'): 1, ('documentation', 'contained', 'information'): 1, ('contained', 'information', 'needed'): 1, ('information', 'needed', 'potential'): 1, ('needed', 'potential', 'bidders'): 1, ('potential', 'bidders', 'respond'): 1, ('bidders', 'respond', 'rfp'): 1, ('respond', 'rfp', 'available'): 1, ('rfp', 'available', '28'): 1, ('28', 'days', 'e'): 1, ('days', 'e', 'rate'): 1, ('productivity', 'portal', 'selecting'): 1, ('portal', 'selecting', 'service'): 1, ('service', 'provider', '11'): 1, ('provider', '11', '10'): 1, ('11', '10', '2015'): 1, ('10', '2015', '11'): 1, ('2015', '11', '16'): 1, ('11', '16', '2015'): 1, ('16', '2015', 'uploaded'): 1, ('2015', 'uploaded', 'rfp'): 1, ('uploaded', 'rfp', 'addendum'): 1, ('rfp', 'addendum', 'contains'): 1, ('addendum', 'contains', 'significant'): 1, ('contains', 'significant', 'information'): 1, ('significant', 'information', 'bidders'): 1, ('information', 'bidders', 'able'): 1, ('bidders', 'able', 'respond'): 1, ('able', 'respond', 'fcc'): 1, ('respond', 'fcc', 'form'): 1, ('470', 'rfp', 'however'): 1, ('rfp', 'however', 'documentation'): 1, ('however', 'documentation', 'available'): 1, ('documentation', 'available', 'e'): 1, ('available', 'e', 'rate'): 1, ('productivity', 'portal', '28'): 1, ('portal', '28', 'days'): 1, ('28', 'days', 'selected'): 1, ('days', 'selected', 'service'): 1, ('selected', 'service', 'provider'): 1, ('service', 'provider', 'therefore'): 1, ('provider', 'therefore', 'frn'): 1, ('therefore', 'frn', 'denied'): 1, ('frn', 'denied', 'program'): 1, ('denied', 'program', 'procedures'): 1, ('program', 'procedures', 'require'): 1, ('procedures', 'require', 'fcc'): 1, ('require', 'fcc', 'form'): 1, ('470', 'rfp', 'documentation'): 1, ('rfp', 'documentation', 'providing'): 1, ('documentation', 'providing', 'additional'): 1, ('providing', 'additional', 'modifying'): 1, ('additional', 'modifying', 'original'): 1, ('modifying', 'original', 'information'): 1, ('original', 'information', 'fcc'): 1, ('information', 'fcc', 'form'): 1, ('form', '470', 'request'): 1, ('470', 'request', 'proposal'): 1, ('request', 'proposal', 'uploaded'): 1, ('proposal', 'uploaded', 'fcc'): 1, ('uploaded', 'fcc', 'form'): 1, ('form', '470', 'e'): 1, ('470', 'e', 'rate'): 1, ('productivity', 'portal', 'made'): 1, ('portal', 'made', 'available'): 1, ('made', 'available', '28'): 1, ('28', 'days', 'selecting'): 1, ('days', 'selecting', 'service'): 1, ('service', 'provider', 'mr1'): 1, ('provider', 'mr1', 'new'): 1, ('mr1', 'new', 'frn'): 1, ('new', 'frn', 'created'): 1, ('frn', 'created', 'order'): 1, ('created', 'order', 'change'): 1, ('order', 'change', 'answer'): 1, ('change', 'answer', 'fiber'): 1, ('answer', 'fiber', 'question'): 1, ('fiber', 'question', 'could'): 1, ('question', 'could', 'changed'): 1, ('could', 'changed', 'yes'): 1, ('changed', 'yes', 'maintenance'): 1, ('yes', 'maintenance', 'operation'): 1, ('maintenance', 'operation', 'listed'): 1, ('operation', 'listed', 'frn'): 1, ('listed', 'frn', '1699024259'): 1, ('frn', '1699024259', 'dark'): 1, ('1699024259', 'dark', 'fiber'): 1, ('dark', 'fiber', 'special'): 1, ('fiber', 'special', 'construction'): 1, ('special', 'construction', 'based'): 1, ('construction', 'based', 'supporting'): 1, ('based', 'supporting', 'documentation'): 1, ('supporting', 'documentation', 'mr2'): 1, ('documentation', 'mr2', 'contract'): 1, ('mr2', 'contract', 'award'): 1, ('contract', 'award', 'date'): 1, ('award', 'date', 'changed'): 1, ('date', 'changed', '1'): 1, ('changed', '1', '25'): 1, ('1', '25', '2016'): 1, ('25', '2016', '2'): 1, ('2016', '2', '10'): 1, ('2', '10', '2016'): 1, ('10', '2016', 'agree'): 1, ('2016', 'agree', 'documentation'): 1, ('agree', 'documentation', 'provided'): 1, ('documentation', 'provided', 'review'): 1, ('provided', 'review', 'fcc'): 1, ('review', 'fcc', 'form'): 1, ('fcc', 'form', '471'): 1})",
1604,1699031286,dr1 documentation provided sufficiently demonstrate eligibility discounts following item according program rules cellular voice including data text messaging,"['dr1', 'documentation', 'provided', 'sufficiently', 'demonstrate', 'eligibility', 'discounts', 'following', 'item', 'according', 'program', 'rules', 'cellular', 'voice', 'including', 'data', 'text', 'messaging']","Counter({('dr1', 'documentation', 'provided'): 1, ('documentation', 'provided', 'sufficiently'): 1, ('provided', 'sufficiently', 'demonstrate'): 1, ('sufficiently', 'demonstrate', 'eligibility'): 1, ('demonstrate', 'eligibility', 'discounts'): 1, ('eligibility', 'discounts', 'following'): 1, ('discounts', 'following', 'item'): 1, ('following', 'item', 'according'): 1, ('item', 'according', 'program'): 1, ('according', 'program', 'rules'): 1, ('program', 'rules', 'cellular'): 1, ('rules', 'cellular', 'voice'): 1, ('cellular', 'voice', 'including'): 1, ('voice', 'including', 'data'): 1, ('including', 'data', 'text'): 1, ('data', 'text', 'messaging'): 1})",
1609,1699122427,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
1610,1699122467,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year']","Counter({('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1})",
1612,1699144816,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year mr1 frn modified accordance ral request mr2 new frn created order add omitted frn accordance ral request,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year', 'mr1', 'frn', 'modified', 'accordance', 'ral', 'request', 'mr2', 'new', 'frn', 'created', 'order', 'add', 'omitted', 'frn', 'accordance', 'ral', 'request']","Counter({('accordance', 'ral', 'request'): 2, ('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1, ('funding', 'year', 'mr1'): 1, ('year', 'mr1', 'frn'): 1, ('mr1', 'frn', 'modified'): 1, ('frn', 'modified', 'accordance'): 1, ('modified', 'accordance', 'ral'): 1, ('ral', 'request', 'mr2'): 1, ('request', 'mr2', 'new'): 1, ('mr2', 'new', 'frn'): 1, ('new', 'frn', 'created'): 1, ('frn', 'created', 'order'): 1, ('created', 'order', 'add'): 1, ('order', 'add', 'omitted'): 1, ('add', 'omitted', 'frn'): 1, ('omitted', 'frn', 'accordance'): 1, ('frn', 'accordance', 'ral'): 1})",
1613,1699144816,dr1 frn denied funding request duplicative current year frn program rules prohibit usac funding products services location funding year mr1 frn modified accordance ral request mr2 new frn created order add omitted frn accordance ral request,"['dr1', 'frn', 'denied', 'funding', 'request', 'duplicative', 'current', 'year', 'frn', 'program', 'rules', 'prohibit', 'usac', 'funding', 'products', 'services', 'location', 'funding', 'year', 'mr1', 'frn', 'modified', 'accordance', 'ral', 'request', 'mr2', 'new', 'frn', 'created', 'order', 'add', 'omitted', 'frn', 'accordance', 'ral', 'request']","Counter({('accordance', 'ral', 'request'): 2, ('dr1', 'frn', 'denied'): 1, ('frn', 'denied', 'funding'): 1, ('denied', 'funding', 'request'): 1, ('funding', 'request', 'duplicative'): 1, ('request', 'duplicative', 'current'): 1, ('duplicative', 'current', 'year'): 1, ('current', 'year', 'frn'): 1, ('year', 'frn', 'program'): 1, ('frn', 'program', 'rules'): 1, ('program', 'rules', 'prohibit'): 1, ('rules', 'prohibit', 'usac'): 1, ('prohibit', 'usac', 'funding'): 1, ('usac', 'funding', 'products'): 1, ('funding', 'products', 'services'): 1, ('products', 'services', 'location'): 1, ('services', 'location', 'funding'): 1, ('location', 'funding', 'year'): 1, ('funding', 'year', 'mr1'): 1, ('year', 'mr1', 'frn'): 1, ('mr1', 'frn', 'modified'): 1, ('frn', 'modified', 'accordance'): 1, ('modified', 'accordance', 'ral'): 1, ('ral', 'request', 'mr2'): 1, ('request', 'mr2', 'new'): 1, ('mr2', 'new', 'frn'): 1, ('new', 'frn', 'created'): 1, ('frn', 'created', 'order'): 1, ('created', 'order', 'add'): 1, ('order', 'add', 'omitted'): 1, ('add', 'omitted', 'frn'): 1, ('omitted', 'frn', 'accordance'): 1, ('frn', 'accordance', 'ral'): 1})",
