trigram,count
"('item', 'duplicate', 'frn')",1
"('item', 'digital', 'subscriber')",1
"('item', 'dark', 'fiber')",1
"('item', 'cost', 'voice')",1
"('item', 'cost', 'modified')",1
"('item', 'cost', 'frn')",1
"('item', 'corrected', 'service')",1
"('item', 'correct', 'vendor')",1
"('item', 'copper', 'cable')",1
"('item', '1699110653', '001')",1
"('item', '1699095704', 'modified')",1
"('internal', 'connections', 'frn')",1
"('internet', 'access', 'justified')",1
"('internet', 'line', 'work')",1
"('internet', 'line', 'requirement')",1
"('internet', 'equipment', 'fee')",1
"('internet', 'email', '39')",1
"('internet', 'dsl', '1')",1
"('internet', 'access', 'via')",1
"('internet', 'access', 'therefore')",1
"('internet', 'access', 'substantially')",1
"('internet', 'access', 'request')",1
"('internet', 'access', 'modified')",1
"('internet', 'access', 'mobile')",1
"('internet', 'access', 'ineligible')",1
"('item', '1699044083', '001')",1
"('internet', 'access', 'however')",1
"('internet', 'access', 'frn')",1
"('internet', 'access', 'cost')",1
"('internet', 'access', 'billed')",1
"('internet', 'access', '765')",1
"('internet', 'access', '3')",1
"('international', 'value', 'plan')",1
"('international', 'high', 'school')",1
"('internal', 'connections', 'services')",1
"('internal', 'connections', 'listed')",1
"('internal', 'connections', 'funding')",1
"('internet', 'line', '”')",1
"('internet', 'service', 'despite')",1
"('internet', 'service', 'indicated')",1
"('internet', 'service', 'program')",1
"('item', '1699025064', '001')",1
"('item', '1699024419', '001')",1
"('item', '1699005000', '001')",1
"('item', '16199132887', '001')",1
"('item', '1', '227')",1
"('issued', 'middlesex', 'regional')",1
"('issued', 'issued', 'middlesex')",1
"('issued', 'addendum', 'contained')",1
"('isdn', 'pri', 'vendor')",1
"('iru', 'special', 'construction')",1
"('iru', 'fiber', 'maintenance')",1
"('iru', 'based', 'supporting')",1
"('iphone', '4g', 'lte')",1
"('iphn', 'everthg', '5gb')",1
"('ipads', 'ineligible', 'service')",1
"('ios', '2gb', 'data')",1
"('invoice', 'required', 'provided')",1
"('invoice', 'provided', 'determine')",1
"('invoice', 'phone', 'services')",1
"('interstate', 'diversity', 'charge')",1
"('internet', 'traffic', 'ineligible')",1
"('internet', 'tier', '1')",1
"('internet', 'therefore', 'meet')",1
"('include', 'extension', 'contract')",1
"('include', 'data', 'transmission')",1
"('include', 'billed', 'entity')",1
"('frn', 'eligible', 'receive')",1
"('frn', 'local', 'ld')",1
"('frn', 'listed', 'data')",1
"('frn', 'listed', 'dat')",1
"('frn', 'listed', 'category')",1
"('frn', 'line', 'count')",1
"('frn', 'internal', 'connections')",1
"('frn', 'include', 'data')",1
"('frn', 'home', 'office')",1
"('frn', 'fiber', 'maintenance')",1
"('frn', 'failed', 'specifically')",1
"('frn', 'evaluation', 'worksheet')",1
"('frn', 'dream', 'charter')",1
"('frn', 'associated', 'contract')",1
"('frn', 'dr2', 'provided')",1
"('frn', 'dollars', 'requested')",1
"('frn', 'denied', 'services')",1
"('frn', 'denied', 'self')",1
"('frn', 'denied', 'maintenance')",1
"('frn', 'denied', 'library')",1
"('frn', 'denied', 'contract')",1
"('frn', 'denied', 'additionally')",1
"('frn', 'data', 'transmission')",1
"('frn', 'cites', 'fcc')",1
"('frn', 'category', '2')",1
"('frn', 'maintenance', 'operation')",1
"('frn', 'managed', 'internal')",1
"('frn', 'modified', '00')",1
"('frn', 'modified', '115')",1
"('frn', 'modified', 'bandwidth')",1
"('frn', 'modified', 'accurately')",1
"('frn', 'modified', '99')",1
"('frn', 'modified', '884')",1
"('frn', 'modified', '828')",1
"('frn', 'modified', '800')",1
"('frn', 'modified', '767')",1
"('frn', 'modified', '746')",1
"('frn', 'modified', '667')",1
"('frn', 'modified', '615')",1
"('frn', 'modified', '57')",1
"('frn', 'modified', '563')",1
"('frn', 'modified', '560')",1
"('frn', 'modified', '4250')",1
"('frn', 'modified', '418')",1
"('frn', 'modified', '368')",1
"('frn', 'modified', '357')",1
"('frn', 'modified', '215')",1
"('frn', 'modified', '171')",1
"('frn', 'modified', '151')",1
"('frn', 'modified', '130')",1
"('frn', 'modified', '12')",1
"('frn', 'modified', '116')",1
"('frn', 'cable', 'modem')",1
"('frn', 'asked', 'clarify')",1
"('inc', 'verizon', 'virginia')",1
"('frn', '17000407', 'ineligible')",1
"('frn', '17003805', 'eligible')",1
"('frn', '17003608', 'eligible')",1
"('frn', '17003187', 'eligible')",1
"('frn', '17002244', 'meet')",1
"('frn', '17002081', 'meet')",1
"('frn', '17001375', 'eligible')",1
"('frn', '17001304', 'eligible')",1
"('frn', '17000596', 'eligible')",1
"('frn', '17000500', '17000501')",1
"('frn', '17000450', '17008877')",1
"('frn', '17000407', 'meet')",1
"('frn', '17000090', 'eligible')",1
"('frn', 'amount', 'requested')",1
"('frn', '1699145592', 'total')",1
"('frn', '1699145591', 'total')",1
"('frn', '1699145590', 'total')",1
"('frn', '1699145589', 'total')",1
"('frn', '1699145588', 'total')",1
"('frn', '1699145587', 'total')",1
"('frn', '1699145586', 'total')",1
"('frn', '1699145585', 'total')",1
"('frn', '1699145584', 'total')",1
"('frn', '1699145583', 'total')",1
"('frn', '1699145582', 'total')",1
"('frn', '17004435', '17004394')",1
"('frn', '17004677', 'meet')",1
"('frn', '17005960', 'meet')",1
"('frn', '17006604', 'meet')",1
"('frn', '98515', 'ineligible')",1
"('frn', '699001259', 'frn')",1
"('frn', '1799112564', '0')",1
"('frn', '1799112483', '0')",1
"('frn', '1799107272', 'voice')",1
"('frn', '1799107272', 'new')",1
"('frn', '1799097114', 'copper')",1
"('frn', '1799088626', 'order')",1
"('frn', '1799082550', 'new')",1
"('frn', '1799081939', 'voice')",1
"('frn', '1799075802', 'voice')",1
"('frn', '1799072914', 'denied')",1
"('frn', '179906679', 'voice')",1
"('frn', '1799063158', 'new')",1
"('frn', '1799060241', 'new')",1
"('frn', '1799054158', 'voice')",1
"('frn', '1799045070', 'order')",1
"('frn', '17012422', 'adult')",1
"('frn', '17008378', 'meet')",1
"('frn', '17008301', 'meet')",1
"('frn', '17008041', 'meet')",1
"('frn', '17007477', 'eligible')",1
"('frn', '17007419', 'meet')",1
"('frn', 'modified', 'based')",1
"('frn', 'modified', 'cellular')",1
"('frn', 'modified', 'change')",1
"('high', 'meadows', 'school')",1
"('however', 'agreement', 'mitigate')",1
"('hotspot', 'picture', 'video')",1
"('hotspot', 'ineligible', 'service')",1
"('hosting', 'license', 'messenger')",1
"('hosting', 'ineligible', 'product')",1
"('hosting', 'data', 'health')",1
"('home', 'office', 'meet')",1
"('high', 'speed', 'internet')",1
"('high', 'speed', 'commercially')",1
"('high', 'school', 'agree')",1
"('high', 'school', '22321')",1
"('health', 'check', 'health')",1
"('frn', 'modified', 'line')",1
"('health', 'check', 'associated')",1
"('hardware', 'ineligible', 'products')",1
"('hall', 'anexo', 'ii')",1
"('hagans', 'competitive', 'bidding')",1
"('guayanilla', 'entity', '17003689')",1
"('guayaney', 'biblioteca', 'satélite')",1
"('ground', 'construction', 'program')",1
"('green', 'valley', 'instructional')",1
"('greater', 'price', 'available')",1
"('greater', '3', '600')",1
"('gov', 'indicates', 'state')",1
"('however', 'documentation', 'provided')",1
"('however', 'referenced', 'fcc')",1
"('hunt', 'call', 'waiting')",1
"('hunt', 'telecommunications', 'llc')",1
"('inc', 'tyh', 'communication')",1
"('inc', 'spin', '143032173')",1
"('inc', 'spin', '143026181')",1
"('inc', 'product', 'remaining')",1
"('implemented', 'allowable', 'changes')",1
"('immediate', 'need', 'case')",1
"('illinois', 'bell', 'telephone')",1
"('illegibility', 'products', 'services')",1
"('ii', 'entity', '17008372')",1
"('ii', 'entity', '17003688')",1
"('ii', 'america', 'choice')",1
"('ies', 'demonstrated', 'met')",1
"('ies', '17004991', '17004992')",1
"('identical', 'contract', 'without')",1
"('id', 'texting', 'deduction')",1
"('id', 'number', 'listed')",1
"('id', 'national', 'da')",1
"('id', 'internet', 'equipment')",1
"('id', 'direct', 'trunk')",1
"('id', 'deluxe', 'press')",1
"('id', 'cwida', 'bus')",1
"('hunting', 'caller', 'id')",1
"('hunting', 'call', 'waiting')",1
"('global', 'llc', 'added')",1
"('global', 'data', '25')",1
"('given', 'value', '25')",1
"('fund', 'year', 'mr1')",1
"('frn’s', 'item', '21')",1
"('frns', 'previously', 'denied')",1
"('frns', '1699144356', '1699144357')",1
"('frns', '1699082857', '1699105025')",1
"('frn1799075817', 'voice', 'services')",1
"('frn', 'yeshiva', 'chok')",1
"('frn', 'thus', 'obligated')",1
"('frn', 'supports', 'self')",1
"('frn', 'states', 'district')",1
"('frn', 'split', 'conduct')",1
"('frn', 'required', 'fcc')",1
"('frn', 'requesting', 'recurring')",1
"('frn', 'reduced', '40')",1
"('frn', 'recurring', 'cost')",1
"('frn', 'providing', 'products')",1
"('frn', 'one', 'time')",1
"('frn', 'new', 'frns')",1
"('frn', 'mr1', 'monthly')",1
"('frn', 'mr1', 'contract')",1
"('frn', 'monthly', 'one')",1
"('frn', 'modified', 'remove')",1
"('frn', 'modified', 'reference')",1
"('frn', 'modified', 'local')",1
"('full', 'time', 'students')",1
"('funded', 'category', 'service')",1
"('generation', 'christian', 'school')",1
"('funding', '3', '645')",1
"('gbps', 'ethernet', '8')",1
"('gb', 'smart', 'phone')",1
"('gb', 'share', 'ineligible')",1
"('g', 'mobile', 'broadband')",1
"('g', 'illinois', 'bell')",1
"('furthermore', 'failed', 'produce')",1
"('funds', 'requested', 'removing')",1
"('funding', 'year', 'place')",1
"('funding', 'year', 'fcc')",1
"('funding', 'year', '2016')",1
"('funding', 'specifically', 'failed')",1
"('funding', 'services', 'location')",1
"('funding', 'secondary', 'locations')",1
"('funding', 'request', 'supported')",1
"('funding', 'request', 'modified')",1
"('funding', 'request', 'funding')",1
"('funding', 'request', 'dr3')",1
"('funding', 'per', 'fcc')",1
"('funding', 'narrative', 'line')",1
"('funding', 'longer', 'require')",1
"('funding', 'following', 'closed')",1
"('funding', 'denied', 'dr3')",1
"('funding', 'amount', 'dr2')",1
"('item', 'number', 'cell')",1
"('item', 'number', 'voip')",1
"('item', 'oc', 'n')",1
"('modified', '1', '20')",1
"('modified', '1', '56')",1
"('modified', '1', '52')",1
"('modified', '1', '500')",1
"('modified', '1', '45')",1
"('modified', '1', '440')",1
"('modified', '1', '40')",1
"('modified', '1', '37')",1
"('modified', '1', '360')",1
"('modified', '1', '30')",1
"('modified', '1', '3')",1
"('modified', '1', '25')",1
"('modified', '1', '163')",1
"('modem', 'service', '1699144908')",1
"('modified', '1', '142')",1
"('modified', '1', '115')",1
"('modified', '1', '11')",1
"('modified', '1', '103')",1
"('modified', '1', '040')",1
"('modified', '1', '000')",1
"('modified', '00', '00')",1
"('modified', '0', '62')",1
"('modified', '0', '31')",1
"('modified', '0', '28')",1
"('modem', 'vendor', 'doc')",1
"('modified', '1', '666')",1
"('modified', '1', '7')",1
"('modified', '1', '746')",1
"('modified', '1', '800')",1
"('modified', '250', '00')",1
"('modified', '23', '952')",1
"('modified', '2269', '03')",1
"('modified', '215', '88')",1
"('modified', '21', '947')",1
"('modified', '2025', '00')",1
"('modified', '2', '506')",1
"('modified', '171', '37')",1
"('modified', '170', '70')",1
"('modified', '163', '86')",1
"('modified', '151', '68')",1
"('modified', '15', '200')",1
"('modified', '130', '00')",1
"('modified', '12', '650')",1
"('modified', '119', '116')",1
"('modified', '117', '90')",1
"('modified', '117', '504')",1
"('modified', '116', '32')",1
"('modified', '115', '384')",1
"('modified', '1', 'voice')",1
"('modified', '1', 'circuit')",1
"('modified', '1', '99')",1
"('modified', '1', '9')",1
"('modem', 'service', 'split')",1
"('modem', 'equipment', 'fee')",1
"('messaging', 'charges', 'agree')",1
"('met', 'program', 'requirements')",1
"('mo', '123', '50')",1
"('mitigate', 'requirement', 'consider')",1
"('mismatch', 'frn', 'form')",1
"('mismatch', 'form', '470')",1
"('mini', 'bid', 'multiple')",1
"('might', 'occur', 'primary')",1
"('mifi', 'unlimited', 'wi')",1
"('middlesex', 'regional', 'educational')",1
"('mi', 'llc', 'agree')",1
"('met', 'total', 'cost')",1
"('met', 'requirements', 'state’s')",1
"('messenger', 'cloud', 'application')",1
"('modem', 'data', 'transmission')",1
"('messaging', 'well', 'vendor')",1
"('messaging', 'text', 'instant')",1
"('messaging', 'services', 'datapro')",1
"('messaging', 'portion', 'share')",1
"('messaging', 'phn', '142')",1
"('messaging', 'mr1', 'frn')",1
"('messaging', 'medium', 'plan')",1
"('messaging', 'justified', 'cost')",1
"('messaging', 'frn', 'line')",1
"('messaging', 'eligible', 'data')",1
"('messaging', 'custom', 'calling')",1
"('mo', '314', '43')",1
"('mo', '548', '31')",1
"('mo', 'agree', 'applicant')",1
"('mo', 'data', 'transmission')",1
"('modem', 'based', 'supporting')",1
"('mobile', 'usa', 'inc')",1
"('mobile', 'unlimited', 'justified')",1
"('mobile', 'related', 'form')",1
"('mobile', 'protection', '16')",1
"('mobile', 'hotspots', 'justified')",1
"('mobile', 'hotspot', 'picture')",1
"('mobile', 'devices', 'ineligible')",1
"('mobile', 'data', 'justified')",1
"('mobile', 'broadband', 'text')",1
"('mobile', 'broadband', 'services')",1
"('mobile', 'broadband', 'service')",1
"('mobile', 'broadband', 'router')",1
"('mobile', 'broadband', 'mifi')",1
"('mobile', 'broadband', 'ineligible')",1
"('mobile', 'broadband', 'cellular')",1
"('mobile', 'broadband', '5')",1
"('mobile', 'broadband', '39')",1
"('mo', 'text', 'messaging')",1
"('mo', 'mobile', 'broadband')",1
"('mo', 'long', 'distance')",1
"('mo', 'interconnected', 'voip')",1
"('mo', 'email', 'amp')",1
"('modified', '250', '92')",1
"('modified', '273', '03')",1
"('modified', '3', '240')",1
"('month', '134', '02')",1
"('month', '400', '00')",1
"('month', '4', '926')",1
"('month', '360', '00')",1
"('month', '336', '17')",1
"('month', '3', '954')",1
"('month', '251', '37')",1
"('month', '201', '50')",1
"('month', '2', 'lines')",1
"('month', '2', '829')",1
"('month', '196', '20')",1
"('month', '17', '99')",1
"('month', '116', '58')",1
"('modified', '3', '356')",1
"('month', '113', '485')",1
"('month', '110', '45')",1
"('month', '11', '180')",1
"('month', '103', '309')",1
"('month', '102', '60')",1
"('month', '100', 'month')",1
"('month', '10', 'per')",1
"('month', '1', 'line')",1
"('month', '1', '774')",1
"('month', '0', '00')",1
"('monetary', 'agreement', 'section')",1
"('month', '429', '98')",1
"('month', '48', 'lines')",1
"('month', '529', '68')",1
"('month', '546', 'month')",1
"('month', 'cost', 'allocation')",1
"('month', 'cellular', 'data')",1
"('month', 'broadband', 'power')",1
"('month', 'arrangement', 'review')",1
"('month', 'arrangement', '11')",1
"('month', 'arrangement', '07')",1
"('month', '96', '20')",1
"('month', '94', '47')",1
"('month', '939', '11')",1
"('month', '898', '67')",1
"('month', '89', '40')",1
"('month', '840', '84')",1
"('month', '84', '20')",1
"('month', '829', '05')",1
"('month', '813', '70')",1
"('month', '8', 'lines')",1
"('month', '8', '521')",1
"('month', '762', '75')",1
"('month', '750', 'one')",1
"('month', '74', '160')",1
"('month', '72', '81')",1
"('month', '695', '95')",1
"('month', '57', '77')",1
"('modifies', 'rfp', 'similar')",1
"('modified', 'service', 'provider')",1
"('modified', 'remove', 'cost')",1
"('modified', '667', '75')",1
"('modified', '6', 'lines')",1
"('modified', '6', '30')",1
"('modified', '598', '1')",1
"('modified', '59', '62')",1
"('modified', '580', '00')",1
"('modified', '57', '778')",1
"('modified', '563', '00')",1
"('modified', '560', '6')",1
"('modified', '5', 'lines')",1
"('modified', '5', '690')",1
"('modified', '5', '400')",1
"('modified', '5', '392')",1
"('modified', '5', '073')",1
"('modified', '4250', '00')",1
"('modified', '418', '02')",1
"('modified', '4', '800')",1
"('modified', '4', '679')",1
"('modified', '4', '511')",1
"('modified', '4', '406')",1
"('modified', '368', 'mo')",1
"('modified', '357', '604')",1
"('modified', '30', '072')",1
"('modified', '3', '600')",1
"('modified', '615', '00')",1
"('modified', '7', '1')",1
"('modified', 'remove', '22012')",1
"('modified', '746', '496')",1
"('modified', 'reference', 'fcc')",1
"('modified', 'one', 'line')",1
"('modified', 'one', '35')",1
"('modified', 'locations', 'recipients')",1
"('modified', 'local', 'long')",1
"('modified', 'list', 'recipients')",1
"('modified', 'line', 'quantity')",1
"('modified', 'entities', '16032752')",1
"('modified', 'charter', 'fiberlink')",1
"('modified', 'change', 'recipients')",1
"('modified', 'centurylink', 'spin')",1
"('modified', 'cellular', 'data')",1
"('modified', 'based', 'ral')",1
"('modified', 'bandwidth', '12mb')",1
"('modified', 'accurately', 'reflect')",1
"('modified', '99', '960')",1
"('modified', '900', '00')",1
"('modified', '884', '00')",1
"('modified', '864', '1')",1
"('modified', '828', 'enrolled')",1
"('modified', '825', '00')",1
"('modified', '800', '00')",1
"('modified', '767', '28')",1
"('messaging', 'charges', 'ineligible')",1
"('messaging', 'basic', 'phone')",1
"('item', 'pages', 'vendor')",1
"('line', '44', 'lines')",1
"('line', 'count', 'one')",1
"('line', 'cellular', 'voice')",1
"('line', 'access', '52')",1
"('line', '92', 'lines')",1
"('line', '84', '20')",1
"('line', '8', 'lines')",1
"('line', '7', 'lines')",1
"('line', '6', 'lines')",1
"('line', '57', '77')",1
"('line', '561', '26')",1
"('line', '51', '01')",1
"('line', '40', 'lines')",1
"('license', 'messenger', 'cloud')",1
"('line', '31', 'lines')",1
"('line', '304', 'lines')",1
"('line', '21', 'lines')",1
"('line', '20', 'voice')",1
"('line', '20', 'lines')",1
"('line', '15', 'phone')",1
"('line', '12', 'lines')",1
"('line', '11', 'lines')",1
"('line', '10', 'lines')",1
"('limited', 'partnership', 'spin')",1
"('license', 'student', 'information')",1
"('line', 'count', 'voice')",1
"('line', 'dsl', 'internet')",1
"('line', 'hunting', 'caller')",1
"('line', 'item', '16199132887')",1
"('line', 'port', 'high')",1
"('line', 'item', '1799106371')",1
"('line', 'item', '1799106307')",1
"('line', 'item', '1799106205')",1
"('line', 'item', '1799098424')",1
"('line', 'item', '1799087166')",1
"('line', 'item', '1799081395')",1
"('line', 'item', '1799081349')",1
"('line', 'item', '1799081273')",1
"('line', 'item', '1799072096')",1
"('line', 'item', '1799067017')",1
"('line', 'item', '1799056889')",1
"('line', 'item', '1799056885')",1
"('line', 'item', '1799044780')",1
"('line', 'item', '1699144929')",1
"('line', 'item', '1699110998')",1
"('line', 'item', '1699110653')",1
"('line', 'item', '1699107068')",1
"('line', 'item', '1699095704')",1
"('line', 'item', '1699044083')",1
"('line', 'item', '1699025064')",1
"('line', 'item', '1699024419')",1
"('line', 'item', '1699005000')",1
"('license', 'sis', 'license')",1
"('library', 'nif', 'internet')",1
"('messaging', '65', '00')",1
"('item', 'voice', 'pots')",1
"('items', 'modified', 'dark')",1
"('items', 'modified', 'centurylink')",1
"('items', 'modified', '864')",1
"('items', 'modified', '7')",1
"('items', 'modified', '598')",1
"('items', 'long', 'distance')",1
"('items', 'frn', 'modified')",1
"('items', 'frn', 'dollars')",1
"('items', 'documentation', 'show')",1
"('items', 'could', 'additional')",1
"('item', 'voice', 'voip')",1
"('item', 'voice', 'long')",1
"('leyisroel', 'lubavitch', '17003098')",1
"('item', 'voice', 'cellular')",1
"('item', 'verification', 'entity')",1
"('item', 'validation', 'requested')",1
"('item', 'validation', 'entities')",1
"('item', 'third', 'party')",1
"('item', 'supporting', 'vendor')",1
"('item', 'services', 'requested')",1
"('item', 'service', 'type')",1
"('item', 'service', 'mismatch')",1
"('item', 'pots', 'violated')",1
"('item', 'parent', 'child')",1
"('items', 'modified', 'remove')",1
"('items', 'monthly', 'recurring')",1
"('items', 'requested', 'monthly')",1
"('items', 'text', 'data')",1
"('lee', 'virtual', 'instruction')",1
"('lease', 'payment', 'associated')",1
"('lease', 'option', 'solution')",1
"('lease', 'option', 'based')",1
"('learning', 'video', 'conferencing')",1
"('learning', 'center', 'student')",1
"('learning', 'center', 'ineligible')",1
"('learning', 'center', 'entity')",1
"('ld', 'voice', 'service')",1
"('ld', 'telephone', 'service')",1
"('ld', 'telephone', 'lines')",1
"('ld', 'service', 'verizon')",1
"('lawrence', 'township', 'failed')",1
"('law', 'item', '21')",1
"('late', 'payment', 'collection')",1
"('late', 'payment', '25')",1
"('labor', '2', '949')",1
"('la', 'cordillera', 'centro')",1
"('k9', 'vic2', '4fxo')",1
"('k', '17004779', 'ineligible')",1
"('june', '10', '2016')",1
"('jetpacks', 'per', 'fcc')",1
"('jersey', 'inc', 'verizon')",1
"('line', 'quantity', '1')",1
"('line', 'requirement', 'rfp')",1
"('line', 'six', 'lines')",1
"('mail', 'caller', 'id')",1
"('maintenance', 'operations', 'substantially')",1
"('maintenance', 'operations', 'split')",1
"('maintenance', 'operations', 'services')",1
"('maintenance', 'operations', 'requested')",1
"('maintenance', 'operations', 'based')",1
"('maintenance', 'operations', '1699144112')",1
"('maintenance', 'operation', 'requested')",1
"('maintenance', 'operation', 'fiber')",1
"('maintenance', 'caller', 'id')",1
"('main', 'location', '7599')",1
"('mail', 'tree', '50')",1
"('made', 'indicating', '“long')",1
"('line', 'work', 'concurrently')",1
"('made', 'clear', 'prospective')",1
"('made', 'available', 'additional')",1
"('lubavitch', '17003098', 'meet')",1
"('lte', 'w', 'vvm')",1
"('lte', 'ipads', 'ineligible')",1
"('lte', '14', '70')",1
"('loyal', 'advantage', 'agreement')",1
"('low', 'cost', 'high')",1
"('lot', '17009989', 'international')",1
"('longer', 'requirement', 'submit')",1
"('longer', 'require', 'service')",1
"('maintenance', 'technical', 'support')",1
"('major', 'account', '27')",1
"('managed', 'internal', 'broadband')",1
"('management', 'license', 'sis')",1
"('messaging', '5', 'lines')",1
"('messaging', '400', '6')",1
"('messaging', '227', '90')",1
"('messaging', '200', 'per')",1
"('messaging', '0', '75')",1
"('messaging', '0', '04')",1
"('message', 'allowance', '1000')",1
"('member', 'entity', 'mr3')",1
"('member', 'entity', 'mr1')",1
"('member', 'entity', 'entities')",1
"('meetpoint', 'amount', '4')",1
"('meetpoint', 'amount', '3')",1
"('meet', 'following', 'requirement')",1
"('medium', 'plan', '3gb')",1
"('means', 'providing', 'internet')",1
"('meadows', 'school', 'failed')",1
"('mci', 'communications', 'corp')",1
"('mb', 'america', 'choice')",1
"('matches', 'contact', 'information')",1
"('match', 'vendor', 'doc')",1
"('match', 'specifications', 'outlined')",1
"('manufactures', 'warranty', 'fiber')",1
"('manufacturer’s', 'brand', 'name')",1
"('longer', 'covered', 'erate')",1
"('long', 'distance', 'vendor')",1
"('long', 'distance', 'pri')",1
"('listed', 'frn', '1699137812')",1
"('listed', 'frn', '1699112659')",1
"('listed', 'frn', '1699099809')",1
"('listed', 'frn', '1699099035')",1
"('listed', 'frn', '1699074023')",1
"('listed', 'frn', '1699051978')",1
"('listed', 'frn', '1699024259')",1
"('listed', 'data', 'transmission')",1
"('listed', 'dat', 'transmission')",1
"('list', 'schools', 'receiving')",1
"('list', 'recipients', 'service')",1
"('lines', 'one', 'time')",1
"('lines', 'mr2', 'frn')",1
"('lines', 'modified', '1')",1
"('lines', 'messaging', 'custom')",1
"('lines', 'frn', 'modified')",1
"('lines', 'cellular', 'voice')",1
"('lines', 'amp', 'amp')",1
"('lines', '6', 'lines')",1
"('lines', '5', 'lines')",1
"('lines', '411', '84')",1
"('lines', '16', '84')",1
"('lines', '14', '44')",1
"('line', '”', 'addition')",1
"('listed', 'frn', '1699129345')",1
"('listed', 'frn', '1799097114')",1
"('long', 'distance', 'frn')",1
"('listed', 'service', 'caller')",1
"('locations', 'recipients', 'service')",1
"('locations', '16060612', 'cost')",1
"('location', 'ben', '7599')",1
"('located', 'site', 'excessive')",1
"('local', 'voice', 'services')",1
"('local', 'ld', 'voice')",1
"('local', 'ld', 'service')",1
"('load', 'balancing', 'internet')",1
"('llc', 'spin', 'number')",1
"('llc', 'spin', '143035853')",1
"('llc', 'product', 'service')",1
"('llc', 'charter', 'advanced')",1
"('llc', 'based', 'vendor')",1
"('llc', 'agree', 'applicant')",1
"('lit', 'fiber', 'services')",1
"('lit', 'fiber', 'occurred')",1
"('lit', 'fiber', 'listed')",1
"('lit', 'date', 'requested')",1
"('listing', 'standard', 'user')",1
"('listing', 'ineligible', 'service')",1
"('listing', '91', '00')",1
"('listing', '100', '00')",1
"('listed', 'vendor', '504')",1
"('frn', '1699145581', 'total')",1
"('frn', '1699145577', 'total')",1
"('frn', '1699145576', 'total')",1
"('data', 'text', '5')",1
"('date', '6', '20')",1
"('date', '4', '1')",1
"('date', '2', '15')",1
"('datapro', 'ineligible', 'product')",1
"('datapro', '4gb', 'blackberry')",1
"('dataconnect', 'mobile', 'hotspot')",1
"('data', 'usage', '313')",1
"('data', 'transmission', 'verizon')",1
"('data', 'transmission', 'microwave')",1
"('data', 'text', 'ineligible')",1
"('data', 'text', 'amp')",1
"('data', 'services', 'justified')",1
"('data', 'messaging', 'portion')",1
"('data', 'service', 'justified')",1
"('data', 'service', '2g')",1
"('data', 'service', '1')",1
"('data', 'plans', 'portal')",1
"('data', 'plans', 'per')",1
"('data', 'plans', 'data')",1
"('data', 'plans', '1')",1
"('data', 'planc', 'ineligible')",1
"('data', 'plan', 'portable')",1
"('data', 'plan', 'lte')",1
"('data', 'plan', '10')",1
"('date', '9', '2')",1
"('date', 'changed', '2')",1
"('date', 'changed', '3')",1
"('date', 'frn', '1799044780')",1
"('denied', 'applicant', 'select')",1
"('denied', 'additionally', 'failed')",1
"('demonstrating', 'vendor', 'evaluation')",1
"('demonstrating', 'process', 'usac')",1
"('demonstrates', 'rfp', 'addendum')",1
"('demonstrated', 'met', 'requirements')",1
"('demonstrate', 'vendor', 'selected')",1
"('demonstrate', 'selected', 'dark')",1
"('demonstrate', 'requested', 'dark')",1
"('demonstrate', 'meet', 'following')",1
"('demonstrate', 'considered', 'potential')",1
"('demonstrate', '1', 'year')",1
"('deluxe', 'press', 'box')",1
"('definitive', 'response', 'special')",1
"('deduction', 'subsidized', 'smartphone')",1
"('de', 'guayanilla', 'entity')",1
"('dated', '9', '2')",1
"('dated', '6', '20')",1
"('dated', '04', '01')",1
"('date', 'services', 'ineligible')",1
"('date', 'requested', 'fiber')",1
"('date', 'listed', 'fcc')",1
"('date', 'frn', 'line')",1
"('data', 'package', '75')",1
"('data', 'internet', 'therefore')",1
"('costly', 'competing', 'bid')",1
"('counts', 'ben', '16081004')",1
"('criteria', 'worth', 'total')",1
"('criteria', 'met', 'total')",1
"('criteria', 'combined', 'worth')",1
"('created', 'fcc', 'form')",1
"('created', 'contract', 'award')",1
"('cox', 'oklahoma', 'telcom')",1
"('covering', 'time', 'period')",1
"('covered', 'erate', 'funding')",1
"('course', 'review', 'process')",1
"('county', 'clackamas', 'spin')",1
"('counts', 'ben', '81305')",1
"('counts', 'ben', '160095')",1
"('data', 'ineligible', 'service')",1
"('counts', 'associated', 'closed')",1
"('count', 'voice', 'frn')",1
"('count', 'one', '15')",1
"('count', 'modified', 'one')",1
"('count', 'frn', 'modified')",1
"('count', 'entity', 'building')",1
"('could', 'additional', 'basic')",1
"('costs', 'well', 'quality')",1
"('costs', 'modified', '273')",1
"('costs', 'frn', 'line')",1
"('costs', 'associated', 'entity')",1
"('criterion', 'evaluation', 'equally')",1
"('croom', 'high', 'school')",1
"('croom', 'site', '2')",1
"('current', 'year', 'fcc')",1
"('data', 'health', 'check')",1
"('data', 'device', 'messaging')",1
"('data', 'connection', 'independent')",1
"('data', 'cellular', 'service')",1
"('data', 'amp', 'amp')",1
"('data', '95', 'mo')",1
"('data', '50', 'picture')",1
"('data', '400', 'international')",1
"('data', '4', 'phone')",1
"('data', '25', '100mb')",1
"('data', '18', '77')",1
"('data', '11', 'line')",1
"('data', '1000', 'mobile')",1
"('data', '10', '20')",1
"('data', '1', 'line')",1
"('data', '1', '672')",1
"('dat', 'transmission', 'internet')",1
