postal_cd,ben,name,org_address1,org_address2,org_city,org_state,org_zipcode,organization_entity_type_name,location.coordinates
OK,16085540,TULSA EDUCARE INC,2190 S 67TH EAST AVENUE,NA,TULSA,OK,74129,School District,"-95.869049, 36.126744"
OR,17012992,SISTERS CHRISTIAN ACADEMY ,15211 MCKINNEY BUTTE RD,NA,SISTERS,OR,97759,School,"-121.591817, 44.324603"
OR,17014848,Region 18 ESD - Wallowa County,107 sw First St.,Suite 105,Enterprise,OR,97828,Consortium,"-117.456149, 45.774074"
PA,17012304,KIPP WEST PHILADELPHIA ELEMENTARY ACADEMY,"5900 BALTIMORE AVE, 1ST FLOOR",NA,PHILADELPHIA,PA,19143,School,"-75.227712, 39.944215"
PA,17013959,theVillage ,425 S ROBERTS RD,NA,BRYN MAWR,PA,19010,School,"-75.328662, 40.023593"
PA,17012385,ERIE CATHOLIC SCHOOL SYSTEM ,1531 EAST GRANDVIEW BLVD,NA,ERIE,PA,16510,School District,"-79.982707, 42.120296"
PA,17012459,EXECUTIVE EDUCATION ACADEMY CHARTER SCHOOL ,555 Union Blvd,NA,Allentown,PA,18109,School,"-75.438904, 40.627123"
PA,17012020,GLOBAL LEADERSHIP ACADEMY SOUTHWEST,5200 PINE ST,NA,PHILADELPHIA,PA,19143,School,"-75.227712, 39.944215"
PA,17012197,Holy Trinity Catholic School,5519 Sixth Avenue,NA,Altoona,PA,16602,School District,"-78.386877, 40.503875"
PA,17012536,AQUINAS ACADEMY OF PITTSBURGH,2308 W. Hardies Road,NA,Gibsonia,PA,15044,School,"-79.955108, 40.635343"
PA,17012191,Divine Mercy Catholic Academy,430 Tioga Street,NA,Johnstown,PA,15905,School District,"-78.947666, 40.296206"
PA,17882,BRADFORD AREA CHRISTIAN ACAD,PO BOX 399,NA,BRADFORD,PA,16701,School,"-78.696712, 41.937002"
PA,17013736,Independence Charter School West,5600 CHESTER AVE,NA,PHILADELPHIA,PA,19143,School,"-75.227712, 39.944215"
PA,16056389,KIPP DUBOIS COLLEGIATE ACADEMY ,5070 Parkside Avenue,NA,PHILADELPHIA,PA,19131,School,"-75.221785, 39.985962"
SC,17011849,OCEANSIDE COLLEGIATE ACADEMY,711 Pickney Street,NA,McClellanville,SC,29458,School,"-79.493857, 33.110528"
SC,17012370,Green Charter School of the Midlands,7820 Broad River Road,NA,Irmo,SC,29063,School,"-81.19912, 34.127702"
SC,31809,WESTMINSTER CATAWBA CHR SCHOOL,2650 INDIA HOOK RD,NA,ROCK HILL,SC,29732,School,"-81.065495, 34.96883"
TN,17012010,Silverdale Baptist Academy,7236 BONNY OAKS DR,NA,CHATTANOOGA,TN,37421,School,"-85.150826, 35.027898"
TN,42422,BODINE SCHOOL,2432 YESTER OAKS DR,NA,GERMANTOWN,TN,38139,School,"-89.75886, 35.086798"
TX,17011840,Emery â€“ Weiner School,9825 STELLA LINK RD,NA,HOUSTON,TX,77025,School,"-95.434563, 29.686673"
TX,17012480,CENTRAL TEXAS CHRISTIAN SCHOOLS ,4141 W FM 93,NA,TEMPLE,TX,76502,School,"-97.40902, 31.094762"
TX,141390,VIDOR PUBLIC LIBRARY,440 E BOLIVAR ST,NA,VIDOR,TX,77662,Library,"-94.008928, 30.156199"
TX,87276,MID CITIES LEARNING CTR,12500 S PIPELINE RD,NA,EULESS,TX,76040,School,"-97.102981, 32.823637"
TX,90191,ST JOSEPH HIGH SCHOOL,110 E RED RIVER ST,NA,VICTORIA,TX,77901,School,"-96.988559, 28.808532"
TX,140868,MANSFIELD PUBLIC LIBRARY,104 S. WISTERIA STREET,NA,MANSFIELD,TX,76063,Library,"-97.131634, 32.578382"
TX,88785,ST MARK LUTHERAN SCHOOL,1515 HILLENDAHL BLVD,NA,HOUSTON,TX,77055,School,"-95.492652, 29.797523"
TX,17014022,"Montessori for All, Inc.",5100 PECAN BROOK,NA,Austin,TX,78724,School District,"-97.622435, 30.295025"
TX,91959,ST LOUIS SCHOOL,2114 SAINT JOSEPH BLVD,NA,AUSTIN,TX,78757,School,"-97.732706, 30.349869"
TX,140823,ARTHUR TEMPLE SR MEM LIBRARY,106 TIMBERLAND HWY,NA,PINELAND,TX,75968,Library,"-93.971207, 31.221813"
TX,142080,REEVES COUNTY LIBRARY,505 S PARK ST,NA,PECOS,TX,79772,Library,"-103.677191, 31.412741"
TX,16064475,ST ANTHONY SCHOOL DISTRICT,3732 MYRTLE STREET,NA,DALLAS,TX,75215,School District,"-96.767846, 32.758889"
UT,17005425,SPECTRUM ACADEMY SCHOOL DISTRICT,575  N CUTLER DR,NA,NORTH SALT LAKE,UT,84054,School District,"-111.914399, 40.844079"
UT,17012623,TREESIDE CHARTER SCHOOL ,1724 S STATE STREET,NA,PROVO,UT,84606,School,"-111.640096, 40.223642"
VA,17012139,CodeRVA High School,2938 RIVER RD W # I,NA,GOOCHLAND,VA,23063,School,"-77.986336, 37.719939"
VA,17012451,FLUVANNA COUNTY CONSORTIUM,14455 JAMES MADISON HIGHWAY,NA,PALMYRA,VA,22963,Consortium,"-78.292389, 37.873027"
VA,24214,GESHER JEWISH DAY SCHOOL,4400 Mattie Moore Ct.,NA,FAIRFAX,VA,22030,School,"-77.337993, 38.844553"
VA,24847,TANDEM FRIENDS SCHOOL,279 TANDEM LN,NA,CHARLOTTESVLE,VA,22902,School,"-78.478284, 37.979479"
VT,17014185,RUTLAND COUNTY  HEADSTART,78 MEADOW ST,NA,RUTLAND,VT,5701,School District,"-72.955427, 43.622748"
VT,17012548,Essex Westford Educational Community Unified Union School District,51 Park Street,NA,Essex Junction,VT,5452,School District,"-73.080135, 44.508289"
VT,17011430,Community High School of Vermont,NOB 2 SOUTH 280 STATE DRIVE,NA,WATERBURY,VT,5671,School,"-72.753189, 44.334602"
VT,17003072,White River Valley Supervisory Union,461 Waterman Road,NA,Royalton,VT,5068,School District,"-72.533361, 43.795728"
VT,17012902,Lamoille North Modified Unified Union School District,95 Cricket Hill rd,NA,Hyde Park,VT,5655,School District,"-72.583235, 44.620203"
WA,115693,OUR LADY STAR OF THE SEA SCH,1516 5TH ST,NA,BREMERTON,WA,98337,School,"-122.636091, 47.568769"
WA,17011416,Brewster Adventist Christian School ,115 VALLEY RD,NA,BREWSTER,WA,98812,School,"-119.80865, 48.183996"
WA,115068,HOLY FAMILY SCHOOL,9615 20TH AVE SW,NA,SEATTLE,WA,98106,School,"-122.354954, 47.537664"
WA,17001844,St. Michael Catholic School,1514 PINE AVE,NA,SNOHOMISH,WA,98290,School,"-122.029605, 47.939428"
WA,17010219,Seattle Nativity School,2800 S MASSACHUSETTS ST,NA,SEATTLE,WA,98144,School,"-122.30033, 47.585339"
WA,116350,ST JOSEPH CATHOLIC SCHOOL,6500 HIGHLAND DR,NA,VANCOUVER,WA,98661,School,"-122.62505, 45.640901"
WI,17012528,Next Door Foundation ,2545 N 29TH ST,NA,MILWAUKEE,WI,53210,School,"-87.975081, 43.069062"
WI,17013741,Seton Catholic Schools,3501 S Lake Drive,NA,St. Francis,WI,53235,Consortium,"-87.875065, 42.96978"
WI,17012187,St. Augustine Preparatory Academy ,2607 S 5TH ST,NA,MILWAUKEE,WI,53207,School,"-87.901469, 42.981581"
WI,17003924,Holy Spirit School,W2796 COUNTY ROAD KK,NA,APPLETON,WI,54915,School,"-88.364277, 44.243614"
WI,61103,MOUNT OLIVE LUTHERAN GRADE SCH,5301 W WASHINGTON BLVD,NA,MILWAUKEE,WI,53208,School,"-87.965174, 43.045761"
WI,17013981,"Pathways High, Inc.",336 W. Walnut Street,NA,Milwaukee,WI,53212,School,"-87.909398, 43.072177"
AZ,17006567,LEADING EDGE ACADEMY MARICOPA,18700 N PORTER RD,NA,MARICOPA,AZ,85138,School,"-111.966181, 33.053758"
AZ,17009406,Northstar ,4200 N 99th Ave,NA,Phoenix,AZ,85037,School District,"-112.261437, 33.490605"
AZ,17013056,OMBUDSMAN EDUCATIONAL SERVICES,3624 W. BELL ROAD STE 5,NA,GLENDALE,AZ,85308,School District,"-112.183952, 33.659198"
AZ,17014011,NAVAJO COUNTY ACCOMMODATION DISTRICT 99,294 W CARLOS,NA,HOLBROOK,AZ,86025,School,"-110.077506, 34.924313"
AZ,17014259,Victory Collegiate Academy Corporation,3535 N 63RD AVE,NA,PHOENIX,AZ,85033,School,"-112.213084, 33.494296"
CA,102756,EL CAMINO REAL CHARTER HIGH SCH,5440 VALLEY CIRCLE BLVD,NA,WOODLAND HILLS,CA,91367,School,"-118.616933, 34.176453"
CA,17011716,GROWTH PUBLIC SCHOOLS (District),"333 UNIVERSITY AVENUE, # 200",NA,SACRAMENTO,CA,95825,School District,"-121.406127, 38.590448"
CA,17011754,GRIMMWAY SCHOOLS,W LOS ANGELES STREET,NA,SHAFTER,CA,93263,School District,"-119.290284, 35.492424"
CA,17011949,Oxford Day Academy,1001 Beech Street,NA,E. Palo Alto,CA,94303,School,"-122.127263, 37.450262"
CA,17012375,MAAC Agency ,1385 THIRD AVENUE,NA,CHULA VISTA,CA,91911,School District,"-117.051066, 32.609584"
CA,17013941,Clemente Holmes  Charter School ,5531 HOLMES AVE,NA,VERNON,CA,90058,School,"-118.217748, 34.00188"
CA,17014082,Aspiranet,400 OYSTER POINT BLVD,NA,SOUTH SAN FRANCISCO,CA,94080,School,"-122.42753, 37.654648"
CA,17014127,"Intellectual Virtues Academy, A Long Beach High School",1637 LONG BEACH BLVD,NA,LONG BEACH,CA,90813,School,"-118.19496, 33.781633"
CA,17014163,Samueli Academy,1901 N FAIRVIEW ST,NA,SANTA ANA,CA,92706,School,"-117.880174, 33.765874"
CA,17014225,DESERT TRAILS PREP ACADEMY,14350 Bellflower Street,NA,Adelanto,CA,92301,School,"-117.496669, 34.617329"
CA,17014516,Orange County Academy of Sciences and Arts,29292 CROWN VALLEY PKWY,NA,LAGUNA NIGUEL,CA,92677,School,"-117.702838, 33.530495"
CA,17014540,Los Feliz Charter School for the Arts,2709 MEDIA CENTER DR,NA,LOS ANGELES,CA,90065,School,"-118.226785, 34.109642"
FL,17008002,"KIDS COMMUNITY COLLEGE HIGH SCHOOL, INC.",11519 MCMULLEN RD,NA,RIVERVIEW,FL,33569,School,"-82.299323, 27.848422"
FL,17008734,FLORIDA FUTURES ACADEMY,1760 N CONGRESS AVE STE 100,NA,WEST PALM BEACH,FL,33409,School,"-80.096403, 26.715875"
FL,17012092,Innovation Charter School,600 SW 3RD ST STE 1400,NA,POMPANO BEACH,FL,33060,School,"-80.12274, 26.232002"
FL,17012172,AcadeMir Preparatory Academy,5800 SW 135TH AVE,NA,MIAMI,FL,33183,School,"-80.407733, 25.70083"
FL,17012173,AcadeMir Charter School Preparatory,1985 SW 127th Ave,NA,Miami,FL,33177,School,"-80.403064, 25.595871"
FL,17012705,Osceola Science Charter School ,2880 N ORANGE BLOSSOM TRL,NA,ORLANDO,FL,32804,School,"-81.394613, 28.57523"
FL,17013943,Somerset Jefferson,1490 W WASHINGTON ST,NA,MONTICELLO,FL,32344,School,"-83.890404, 30.51059"
FL,17014046,INTEGRITY TABERNACLE CHRISTIAN ACADEMY ,2151 Simpson Rd 34744,NA,Kissimmee,FL,34744,School,"-81.352018, 28.304336"
FL,17014128,ACADEMIC SOLUTIONS ACADEMCY-A,2000 W COMMERCIAL BLVD STE 100A,NA,FORT LAUDERDALE,FL,33309,School,"-80.172084, 26.187272"
FL,17014338,Kids Community College Southeast Middle Charter School ,11513 MCMULLEN RD,NA,RIVERVIEW,FL,33569,School,"-82.299323, 27.848422"
GA,17011755,WESTSIDE ATLANTA CHARTER SCHOOL,1903 DREW DR NW,NA,ATLANTA,GA,30318,School District,"-84.444382, 33.790275"
IN,17013761,"Avondale Meadows Academy, Inc dba Avondale Meadows Middle School","3980 Meadows Drive, Suite 200",NA,Indianapolis,IN,46205,School,"-86.13568, 39.827592"
IN,17014113,Goodwill LEADS,2721 Kenwood Ave,NA,South Bend,IN,46628,School District,"-86.317211, 41.714911"
IN,17015094,HOOSIER ACADEMY INC,2855 N FRANKLIN RD,NA,INDIANAPOLIS,IN,46219,School,"-86.044718, 39.783287"
LA,17012357,ELAN ACADEMY CHARTER SCHOOL,3938 GIBSON ST,NA,NEW ORLEANS,LA,70122,School,"-90.063767, 30.008305"
LA,17014160,ROOTED SCHOOL ,643 MAGAZINE ST,NA,NEW ORLEANS,LA,70130,School,"-90.071558, 29.937113"
MA,17014320,Old Sturbridge Academy Charter Public School,1 OLD STURBRIDGE VILLAGE RD,NA,STURBRIDGE,MA,1566,School,"-72.07953, 42.107367"
MA,17015113,New Heights Charter School of Brockton,1690 MAIN ST,NA,BROCKTON,MA,2301,School,"-71.038059, 42.078837"
MI,17013447,Woodley Leadership Academy,1000 TUSCOLA ST,NA,SAGINAW,MI,48607,School,"-83.933199, 43.43205"
MI,17014171,Detroit Collegiate High School,6021 WHITTIER ST,NA,DETROIT,MI,48224,School,"-82.942398, 42.410462"
MN,17012809,Marine Area Community School,2333 JACKSON CIR,NA,MARINE ON SAINT CROIX,MN,55047,School,"-92.818572, 45.206475"
MN,17013875,Art and Science Academy,903 6TH AVENUE CT NE,NA,ISANTI,MN,55040,School,"-93.280095, 45.47171"
MN,17014108,ATHLOS ACADEMY ST CLOUD,3701 33RD ST S,NA,SAINT CLOUD,MN,56301,School,"-94.220114, 45.504444"
MO,17012027,EAGLE College Prep Gravois Park,3636 OHIO AVE,NA,SAINT LOUIS,MO,63118,School,"-90.228567, 38.593679"
NH,17012431,SEACOAST CHARTER SCHOOL,171 WATSON RD,NA,DOVER,NH,3820,School,"-70.881692, 43.189127"
NH,17014504,School Administrative Unit 101,60 Taylor Way,NA,Wakefield,NH,3872,School District,"-71.029922, 43.577258"
NJ,17013844,Achieve Community Charter School,693 LYONS AVE,NA,IRVINGTON,NJ,7111,School,"-74.231487, 40.724807"
NM,17014319,Siembra Leadership Highschool,524 CENTRAL AVE SW,NA,ALBUQUERQUE,NM,87102,School,"-106.646054, 35.085554"
NV,17012923,Founders Academy of Las Vegas,4025 N RANCHO DR,NA,LAS VEGAS,NV,89130,School,"-115.226712, 36.254871"
NV,17013307,Futuro Academy Incorporated ,900 N LAMB BLVD,NA,LAS VEGAS,NV,89110,School,"-115.059192, 36.173856"
NY,17012516,Hebrew Language Academy 2,555 8TH AVE RM 1703,NA,NEW YORK,NY,10018,School,"-73.993999, 40.755638"
NY,17013833,Exploration Elementary Charter School for Science and Technology,1001 LAKE AVE,NA,ROCHESTER,NY,14613,School,"-77.638827, 43.182592"
OH,17013371,Southwest Ohio Preparatory School,5555 Little Flower Avenue,NA,Cincinnati,OH,45239,School,"-84.579207, 39.206779"
OH,17013384,Cleveland Preparatory Academy,4850 PEARL RD,NA,CLEVELAND,OH,44109,School,"-81.701359, 41.444908"
OH,17013385,South Columbus Preparatory Academy,5027 PINE CREEK DR,NA,WESTERVILLE,OH,43081,School,"-82.907174, 40.109264"
OH,17014049,Greater Summit County Early Learning Center,2141 PICKLE RD,NA,AKRON,OH,44312,School,"-81.440617, 41.024531"
OH,17014111,"Albert Einstein Academy for Letters, Arts & Sciences",3600 CROCKER RD,NA,WESTLAKE,OH,44145,School,"-81.926519, 41.45396"
TN,17015076,GATEWAY UNIVERSITY,1331 UNION AVE,NA,MEMPHIS,TN,38104,School,"-90.004787, 35.132817"
AK,17013013,DELTA JUNCTION JUNIOR HIGH SCHOOL,1655 N Clearwater Ave,,Delta Junction,AK,99737,School,
AK,145604,ST PAUL COMM/SCHOOL LIBRARY,PO BOX 98,,ST PAUL IS,AK,99660,Library,
AK,17011718,June Elementary School,PO BOX 264,,KOTZEBUE,AK,99752,School,
AK,17013427,Alaska Middle College,10928 Eagle River Rd,,Eagle River,AK,99577,School,
AK,117238,CLARK'S POINT SCHOOL,Not Yet Known,,CLARKS POINT,AK,99569,School,
AK,17010559,STREAM  ACADEMY ,7801 E. 32 Ave,,Anchorage ,AK,99504,School,
AK,16062479,ST. GEORGE ISLAND COMMUNITY LIBRARY ST GEORGE SCHOOL,P.O. BOX 959,,ST. GEORGE ISLAND,AK,99591,Library,
AL,127920,COLUMBIANA PUBLIC LIBRARY,50 LESTER ST,,COLUMBIANA,AL,35051,Library,
AL,17012935,Old MPACT Facility,1200 HUGH ST,,MONTGOMERY,AL,36108,Non-Instructional Facility (NIF),
AL,17011328,Ben May Main,701 GOVERNMENT ST,,MOBILE,AL,36602,Library,
AL,17008604,BARBOUR COUNTY MAINTENANCE FACILITY,ARMORY STREET,,CLAYTON,AL,36016,Non-Instructional Facility (NIF),
AL,17010497,Madison County Computer Services,1275 F Jordan Road,,Huntsville,AL,35811,Non-Instructional Facility (NIF),
AL,17013313,City Board of Education,27605 State Highway 75,,Oneonta,AL,35121,Non-Instructional Facility (NIF),
AL,17012861, Center for Advanced Academics and Accelerated Learning,102 Mockingbird Lane,,Troy,AL,36081,School,
AL,17012993,Cullman County Maintenance Shop,800 Oak Drive NE,,Cullman,AL,35055,Non-Instructional Facility (NIF),
AL,17010413,BLOUNT COUNTY RESOURCE CENTER,62561 US-231,,Cleveland,AL,35049,Non-Instructional Facility (NIF),
AL,39684,JACKSON ALTERNATIVE SCHOOL,5678 COUNTY ROAD 33,,HOLLYWOOD,AL,35752,School,
AL,17014978,HG Bradshaw Chambers Co. Library,3419 20TH AVE,,VALLEY,AL,36854,Library,
AL,17012991,Cullman County Schools Bus Garage,1845 3 rd AVE Southeast,,Cullman,AL,35055,Non-Instructional Facility (NIF),
AL,17012779,Elkmont Elementary  ,25630 EVANS AVE,,ELKMONT,AL,35620,School,
AL,40675,LAFAYETTE PILOT PUBLIC LIBRARY,198 1ST ST SW,,LAFAYETTE,AL,36862,Library,
AL,17013159,SONNIE HEREFORD ELEMENTARY SCHOOL,2755 WILSON DR NW,,HUNTSVILLE,AL,35816,School,
AL,17011506,Robert Brown Middle School,623 MESOPOTAMIA ST,,EUTAW,AL,35462,School,
AL,17013352,AUSTIN HIGH SCHOOL NEW CONSTRUCTION,3004 MODAUS RD SW,,DECATUR,AL,35603,School,
AL,17007497,Newbern Library Inc.,7840 Alabama Highway 61,,Newbern,AL,36765,Library,
AL,17013453,Jefferson County IB Middle School,805 7TH AVE,,PLEASANT GROVE,AL,35127,School,
AL,17013151,JEMISON HIGH SCHOOL,5000 PULASKI PIKE NW,,HUNTSVILLE,AL,35810,School,
AL,17010495,Madison County Operations,146 Shields Road,,Huntsville,AL,35811,Non-Instructional Facility (NIF),
AL,17013451,CAVALRY HILL BRANCH LIBRARY ,2900 FAIRBANKS ST NW,,HUNTSVILLE,AL,35816,Library,
AL,17009211,Sheffield Board of Education,300 W. 6th Street,,Sheffield,AL,35660,Non-Instructional Facility (NIF),
AL,17010496,Madison County Teacher Resource Center,146-a Shields Road,,Huntsville,AL,35811,Non-Instructional Facility (NIF),
AL,17013353,DECATUR HIGH SCHOOL NEW CONSTRUCTION ,910 SOMERVILLE ROAD ,,DECATUR,AL,35601,School,
AL,17012773,Sugar Creek Elementary ,26595 Salem Minor Hill Rd,,Lester,AL,35647,School,
AL,17013254,GENEVA REGIONAL CAREER TECH CTR,1308 WEST MAPLE AVENUE,,GENEVA,AL,36340,School,
AL,17013456,SAFE CARE ,201 W GREEN ST,,ATHENS,AL,35611,School,
AL,17013383,CLARKE COUNTY REGIONAL WORKFORCE TRAINING CENTER,22511 HIGHWAY 84,,GROVE HILL,AL,36451,School,
AL,17010467,Vestavia Hills City Sch Dist Central Office Building,1204 Montgomery Highway,,Vestavia Hills,AL,35216,Non-Instructional Facility (NIF),
AL,17012772,Creekside Elementary,16049 SANDERSON RD,,HARVEST,AL,35749,School,
AL,17010692,BARBOUR COUNTY CENTRAL OFFICE,168 WESTERN BYPASS,,CLAYTON,AL,36016,Non-Instructional Facility (NIF),
AL,17012936,Repurposed Old LAMP Facility,215 Hall Street,,Montgomery,AL,36104,Non-Instructional Facility (NIF),
AL,17012778,Tanner Elementary K-5 ,12060 SOMMERS RD,,TANNER,AL,35671,School,
AR,17013460,Band Hall  ,211 Mable,,Cotter,AR,72626,Non-Instructional Facility (NIF),
AR,16064424,ARKANSAS JUVENILE ASSESSMENT AND TREATMENT CENTER,1501 WOODY DRIVE,,ALEXANDER,AR,72002,School,
AR,17012016,LAKESIDE DISTRICT OFFICE,1110 SOUTH LAKESHORE DRIVE,,LAKE VILLAGE,AR,71653,Non-Instructional Facility (NIF),
AR,17012047,Maintenance - Bus Building,202 East Parker Street,,Hamburg,AR,71646,Non-Instructional Facility (NIF),
AR,17012798,Yellville-Summit Alternative School,1124 N PANTHER AVE,,YELLVILLE,AR,72687,School,
AR,82767,CRAWFORDSVILLE BRANCH LIBRARY,PO BOX 28,,CRAWFORDSVILLE,AR,72327,Library,
AR,17012052,Shelby Harrod Building,521 East Lincoln Street,,Hamburg,AR,71646,Non-Instructional Facility (NIF),
AR,224276,MARION PUBLIC LIBRARY,116 CENTER ST,,MARION,AR,72364,Library,
AR,17013458,Administration,181 Mable,,Cotter,AR,72626,Non-Instructional Facility (NIF),
AR,17006983,Cabot Public Schools Administrative Office,602 N. LINCOLN  ,,CABOT,AR,72023,Non-Instructional Facility (NIF),
AR,17012849,ESTEM JUNIOR HIGH EAST VILLAGE,400 SHALL ST,,LITTLE ROCK,AR,72202,School,
AR,17012999,Gentry Pioneer Athletic Center,1159 Pioneer Lane,,Gentry,AR,72734,Non-Instructional Facility (NIF),
AR,17013127,Bus Barn,1907 W Clark Road,,Clarksville,AR,72830,Non-Instructional Facility (NIF),
AR,82786,GILMORE BRANCH LIBRARY,GENERAL DELIVERY,,GILMORE,AR,72339,Library,
AR,82774,EARLE BRANCH LIBRARY,703 COMMERCE ST,,EARLE,AR,72331,Library,
AR,17013476,Creekside Middle School,2901 SW 28TH ST,,Bentonville,AR,71712,School,
AR,16064422,HARRISBURG JUVENILE TREATMENT CENTER,1800 PINE GROVE LANE,,HARRISBURG,AR,72432,School,
AR,17013679,Fallbrook Academy,12512 WALTERS RD,,HOUSTON,TX,77014,School,
AR,17012049,HHS Fieldhouse,1109 Cub Drive,,Hamburg,AR,71646,Non-Instructional Facility (NIF),
AR,228887,MANSFIELD JUVENILLE TREATMENT CENTER,1 JOHNNY CAKE LANE,,MANSFIELD,AR,72944,School,
AR,82793,HORSESHOE BRANCH LIBRARY,PO BOX 1716,,HUGHES,AR,72348,Library,
AR,228881,LEWISVILLE JUVENILE TREATMENT CENTER,750 LAFAYETTE 16,,LEWISVILLE,AR,71845,School,
AR,17013002,Diesel Mechanic Shop,1159 Pioneer Lane,,Gentry,AR,72734,Non-Instructional Facility (NIF),
AR,17013461,Metal Building ,200 Mable,,Cotter,AR,72626,Non-Instructional Facility (NIF),
AR,16029935,LAVACA S D BUS SHED,201 HOLLY STREET,,LAVACA,AR,72941,Non-Instructional Facility (NIF),
AR,17012848,ESTEM ELEMENTARY EAST VILLAGE,400 SHALL ST,,LITTLE ROCK,AR,72202,School,
AR,17013398,FARMINGTON FRESHMAN ACADEMY,278 West Main Street,,Farmington,AR,72730,School,
AR,16064459,COLT JUVENILE TREATMENT CENTER,1388 SFC 118,,COLT,AR,72326,School,
AR,17012050,HHS Practice Facility,1109 Cub Drive,,Hamburg,AR,71646,Non-Instructional Facility (NIF),
AR,17013683,Founders Classical Academy of Schertz,8453 E FM 1518 N,,SCHERTZ,TX,78154,School,
AR,139522,WILLIAM F LAMAN PUBLIC LIBRARY,2801 ORANGE ST,,N LITTLE ROCK,AR,72114,Library,
AR,17007055,CORNING PUBLIC SCHOOL DISTRICT GYM & PE,500 Bobcat Lane,,Corning,AR,72422,Non-Instructional Facility (NIF),
AR,17012689,Lonoke Alternative School,401 W HOLLY ST,,LONOKE,AR,72086,School,
AR,17013479,Technology Center,1210 NW Leopard Lane,,Bentonville,AR,71712,Non-Instructional Facility (NIF),
AR,82837,TURRELL BRANCH LIBRARY,GENERAL DELIVERY,,TURRELL,AR,72384,Library,
AR,17013462,CLARK COUNTY LIBRARY,609 CADDO ST,,ARKADELPHIA,AR,71923,Library,
AR,17012051,HHS Pressbox,1109 Cub Drive,,Hamburg,AR,71646,Non-Instructional Facility (NIF),
AR,82148,GURDON PUBLIC LIBRARY,SCHOOL AND JOSYLN STS,,GURDON,AR,71743,Library,
AR,17012048,Noble - Allbritton Cafeteria,206 South Bartlett Street,,Hamburg,AR,71646,Non-Instructional Facility (NIF),
AR,17013215,CENTERPOINT ELEMENTARY,637 HWY 8 E ,,AMITY,AR,71921,School,
AR,17013678, Premier HS of North Houston,14314 WALTERS RD,,HOUSTON,TX,77014,School,
AR,17013128,CSD Support Services,2135 W Clark Road,,Clarksville,AR,72830,Non-Instructional Facility (NIF),
AR,17009224,ROGERS DISTRICT 30 ADMINISTRATION BLDG,500 WEST WALNUT STREET.,,ROGERS,AR,72756,Non-Instructional Facility (NIF),
AR,17013459,Maintenance ,312 Mable,,Cotter,AR,72626,Non-Instructional Facility (NIF),
AR,17013126,High School Field House,1711 W Clark Road,,"Clarksville,",AR,72830,Non-Instructional Facility (NIF),
AR,17004690,Harrisburg Administration,207 W ESTES,,HARRISBURG,AR,72432,Non-Instructional Facility (NIF),
AR,17012077,Argenta Branch,420 MAIN ST,,NORTH LITTLE ROCK,AR,72114,Library,
AR,17013478,Tiger Athletic Complex,1702 SE J St.,,Bentonville,AR,71712,Non-Instructional Facility (NIF),
AR,17012696,Umpire K-12 School,142 School Street,,Umpire,AR,71971,School,
AR,224274,EDMONDSON PUBLIC LIBRARY,61 WATERFORD,,EDMONDSON,AR,72332,Library,
AR,17004691,Bus Barn ,803 Cox Street,,Harrisburg,AR,72432,Non-Instructional Facility (NIF),
AZ,17012631,The Senior Bookmobile,3279 N BURBANK ST,,kingman,AZ,86402,Library,
AZ,17013066,New Leaf-Main,960 N STAPLEY DR,,MESA,AZ,85203,School,
AZ,17012203,Administration Building,"350 West Sahuarita Road, Building 10",,Sahuarita,AZ,85629,Non-Instructional Facility (NIF),
AZ,17012185,PHOENIX CODING ACADEMY,4445 N CENTRAL AVE,,PHOENIX,AZ,85012,School,
AZ,17013311,Blue Ridge Porter Mountain Campus,3050 N Porter Mountain Rd,,Lakeside,AZ,85929,School,
AZ,17013284,Online Learning Academy,"4530 W Northern Av,",,Glendale,AZ,85302,Non-Instructional Facility (NIF),
AZ,17013229,Indian Oasis Alternative High School,111 W. Main,,Sells,AZ,85634,School,
AZ,17011667,ICAN,650 E. Morelos St. ,,Chandler,AZ,85225,School,
AZ,17013063,New Leaf-APR,901 E UNIVERSITY DR,,MESA,AZ,85203,School,
AZ,17011664,Chandler Early College High School,"2626 E. Pecos Rd, BLDG JAV",,Chandler,AZ,85225,School,
AZ,17012186,PHOENIX UNION COLLEGE PREPARATORY ACADEMY,3005 E FILLMORE ST,,PHOENIX,AZ,85008,School,
AZ,17013608,Student Services RSD,6218 S 7th Street,,Phoenix,AZ,85042,Non-Instructional Facility (NIF),
AZ,17013609,RSD Verna McLain Wellness Center,1030 E Baseline Rd,,Phoenix,AZ,85020,Non-Instructional Facility (NIF),
AZ,17013613,RSD Education Resource Center,6401 S 16th St,,Phoenix,AZ,85042,Non-Instructional Facility (NIF),
AZ,17011882,Support Services,1419 E. Willow RD,,Mohave Valley,AZ,86440,Non-Instructional Facility (NIF),
AZ,17012857,Paradise Honors Middle School,12805 N 175th Av,,Suprise,AZ,85388,School,
AZ,17001796,Great Hearts Admin-Cicero,7207 N Pima Rd Suite C,,Scottsdale,AZ,85258,Non-Instructional Facility (NIF),
AZ,17011666,Elite Performance Academy,1825 S Alma School Rd,,Chandler,AZ,85283,School,
AZ,17011717,West MEC NorthWest Campus,13200 W Grand Ave,,Suprise,AZ,85374,School,
AZ,17013663,Mohave District Annex,8500 E Jackrabbit Road,,Scottsdale,AZ,82550,Non-Instructional Facility (NIF),
